"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.13743624972196e-238,1.76576035133784,0.451,0.205,2.78376147756953e-234,"10","Tpm4"
1.04263471813883e-236,1.16874701181056,0.725,0.509,2.55174420917296e-232,"10","Tsc22d1"
2.74002049281721e-234,1.94145602020072,0.26,0.075,6.70592615412084e-230,"10","Foxc1"
1.88315617256177e-232,1.70901281802172,0.386,0.152,4.60883641672768e-228,"10","Cdkn1a"
1.11412765349285e-231,2.23401631916605,0.286,0.091,2.7267160191584e-227,"10","Adgre5"
8.83474654448625e-228,1.82030035759417,0.297,0.096,2.16221586929757e-223,"10","Rbpms"
7.02670778087029e-224,2.00356873986179,0.28,0.089,1.7197164622902e-219,"10","Tmem204"
5.63166646666783e-223,1.05028908877678,0.427,0.184,1.37829405105228e-218,"10","Crip1"
3.45043523612496e-215,1.80860564628618,0.318,0.113,8.44459519689222e-211,"10","Col4a2"
3.03591514134e-211,1.50288801757037,0.55,0.31,7.43009871691552e-207,"10","Crip2"
1.94647975904015e-210,1.89473355004841,0.36,0.145,4.76381456227486e-206,"10","Slc30a1"
1.43490235883034e-207,1.7984379517835,0.392,0.167,3.51178003300138e-203,"10","Ets1"
3.28386990665353e-206,1.22952845513664,0.603,0.338,8.03694320954384e-202,"10","Klf4"
5.1660781140128e-203,1.90675442930206,0.269,0.089,1.26434595762349e-198,"10","Grasp"
1.15302282059955e-201,1.64204381820763,0.316,0.114,2.82190805113535e-197,"10","Akap12"
1.21395818910048e-196,2.03051367524216,0.259,0.084,2.9710412720045e-192,"10","Bcam"
3.026120715368e-194,1.96531662566179,0.298,0.108,7.40612783879164e-190,"10","Afap1l1"
4.43937713514263e-194,1.76346986747314,0.372,0.158,1.08649316005481e-189,"10","Tagln2"
3.36314337360696e-193,0.826982298597519,0.808,0.713,8.23095709256568e-189,"10","Myl6"
1.64018953203569e-189,2.00403663748309,0.253,0.083,4.01419986070415e-185,"10","Cmtm8"
7.65447675431923e-188,1.80805092269582,0.299,0.11,1.87335664085209e-183,"10","Synm"
2.21442167005553e-181,1.75042210277822,0.465,0.256,5.41957559529391e-177,"10","Gpcpd1"
2.86714702480503e-177,1.59823804695763,0.382,0.171,7.01705562850783e-173,"10","Pdgfb"
1.79056868384137e-173,2.074200574245,0.259,0.091,4.38223779683337e-169,"10","Tbc1d4"
4.07501789000069e-173,1.48794159817557,0.508,0.304,9.97319878398769e-169,"10","Myl12a"
1.10367149713367e-171,1.90067031872835,0.286,0.107,2.70112562208495e-167,"10","Rassf3"
3.91041702760695e-171,1.5111545770781,0.266,0.093,9.57035463336524e-167,"10","Anxa2"
4.39444673879509e-171,1.26672944695454,0.547,0.33,1.07549689485271e-166,"10","H2-D1"
2.84564423879462e-169,1.72114409251674,0.351,0.154,6.96442971002596e-165,"10","Rgs12"
5.59817742953555e-169,1.78077312422153,0.297,0.116,1.37009794410453e-164,"10","Parvb"
6.48922866235419e-157,0.722785662977076,0.781,0.631,1.58817382282456e-152,"10","App"
2.5151622652458e-153,1.68671473218614,0.397,0.201,6.15560812796257e-149,"10","Iqgap1"
1.61917025772309e-152,0.54253689537317,0.937,0.895,3.9627572887515e-148,"10","Actb"
3.05719819860474e-147,1.57279228284276,0.418,0.227,7.48218687126525e-143,"10","Luzp1"
3.86821567986005e-145,0.542082585554313,0.89,0.812,9.46707105488947e-141,"10","Ptma"
7.38210850715664e-145,1.56862193420431,0.361,0.172,1.80669723604152e-140,"10","Tns1"
2.91181147062406e-142,1.60743695946879,0.365,0.18,7.12636739320532e-138,"10","Dab2ip"
5.49937251640118e-142,1.93192983568478,0.253,0.098,1.34591642966403e-137,"10","Kctd10"
7.713356979396e-142,1.5512573801496,0.468,0.282,1.88776698713738e-137,"10","Tfrc"
1.17322952491984e-140,1.26010645985537,0.503,0.316,2.87136193928882e-136,"10","Slc39a10"
3.00451308475771e-136,1.63974370676286,0.29,0.124,7.35324532363601e-132,"10","BC028528"
3.36325399713436e-135,1.17034269016929,0.607,0.423,8.23122783258662e-131,"10","Timp3"
2.65096160849412e-132,1.30632599132005,0.451,0.263,6.48796344062851e-128,"10","Arl4a"
2.90282971773157e-132,1.67164352959798,0.278,0.116,7.10438545117626e-128,"10","Cav1"
5.66040726737942e-130,1.59122850445503,0.366,0.188,1.38532807461844e-125,"10","Esyt2"
2.50172730309425e-127,1.43573822371747,0.282,0.12,6.12272740159287e-123,"10","Lims2"
1.32726934051496e-125,1.05654841700087,0.622,0.499,3.24835898397632e-121,"10","Ctnnb1"
4.42305812982989e-124,1.60194869570614,0.297,0.135,1.08249924669457e-119,"10","Slc40a1"
4.61283766580263e-124,1.31158509874846,0.362,0.179,1.12894589032853e-119,"10","Ppfibp1"
9.20301674086805e-124,1.65176487774732,0.258,0.106,2.25234631716005e-119,"10","St8sia4"
2.77162940175982e-123,1.60263813737168,0.305,0.14,6.78328579786699e-119,"10","Isyna1"
1.8761532516944e-122,1.12851606177964,0.429,0.24,4.59169746819688e-118,"10","Sorbs2"
5.29029082253701e-120,0.321904219792907,0.999,0.998,1.29474577590771e-115,"10","mt-Co2"
6.29484030442812e-117,1.4032772134712,0.435,0.263,1.54059921610574e-112,"10","Foxp1"
3.05263996231476e-116,0.937240406464655,0.465,0.254,7.47103104376914e-112,"10","Anxa3"
1.79441065656879e-115,1.67646193091097,0.315,0.155,4.39164064088646e-111,"10","Rras"
2.13978337799802e-114,1.37344217718141,0.436,0.264,5.23690583931237e-110,"10","Ptprg"
4.90282012899368e-114,1.60900769651584,0.278,0.125,1.19991619836991e-109,"10","Mcf2l"
5.91674666239189e-114,1.33410311656252,0.416,0.244,1.44806457815379e-109,"10","Myh9"
4.62970917552304e-113,1.51463809182595,0.385,0.222,1.13307502361751e-108,"10","4931406P16Rik"
6.815743409904e-112,1.01924426575861,0.343,0.168,1.6680850421399e-107,"10","Ifitm2"
2.27319753523406e-110,1.39457560121081,0.398,0.228,5.56342364773183e-106,"10","Dock9"
2.78798229094144e-107,0.993038847941374,0.587,0.463,6.82330785885007e-103,"10","Myl12b"
5.04131158350732e-106,1.27954574506174,0.26,0.114,1.23381059694758e-101,"10","S100a11"
1.44385117357311e-104,0.28685354090995,0.998,0.998,3.53368136220284e-100,"10","mt-Co1"
1.12910928656262e-99,0.466914901073328,0.633,0.432,2.76338206793335e-95,"10","Nfkbia"
1.30926000655648e-96,0.50580369225299,0.887,0.852,3.20428294004633e-92,"10","Rpl38"
5.01618524409261e-96,1.34928887788779,0.327,0.173,1.22766117663922e-91,"10","Mpzl1"
7.30352890196527e-96,1.34562064226584,0.338,0.181,1.78746566346698e-91,"10","Fli1"
1.72933691389291e-95,1.33770165935768,0.423,0.273,4.23237916306151e-91,"10","Actn4"
5.44756577185625e-95,0.526744253730648,0.26,0.12,1.3332372470041e-90,"10","Mgp"
5.85690683136564e-95,1.58307653574725,0.253,0.118,1.43341937790843e-90,"10","Cast"
7.50861409584964e-95,1.45025420564117,0.359,0.208,1.83765821381824e-90,"10","Golim4"
3.65055140954058e-94,1.09692586924611,0.532,0.416,8.93435951970961e-90,"10","Tjp1"
5.19680157678084e-92,1.31718889993009,0.382,0.231,1.27186521790134e-87,"10","Dusp3"
1.09486402629265e-91,0.970484484315802,0.479,0.324,2.67957021794863e-87,"10","Tspan13"
1.61273603781483e-91,1.15505681046524,0.376,0.221,3.947010178948e-87,"10","Pls3"
3.29530413629738e-91,1.33447372367235,0.479,0.352,8.06492734317421e-87,"10","Cd2ap"
2.57146453841696e-89,1.53738439636872,0.284,0.144,6.29340231132166e-85,"10","Palm"
4.35328651624923e-88,1.50272775935292,0.286,0.145,1.06542334198684e-83,"10","Wwtr1"
6.36578921989117e-87,0.290951616298732,0.945,0.921,1.55796325367617e-82,"10","Calm1"
3.63129980864852e-86,1.47927182742173,0.32,0.177,8.88724315168639e-82,"10","Rbms1"
1.14548271567257e-85,1.44883626186913,0.267,0.134,2.80345439833706e-81,"10","Plec"
2.62378482003567e-85,1.20089585687182,0.267,0.132,6.4214509685553e-81,"10","Tiam1"
1.08098028096818e-84,1.23075270719321,0.395,0.246,2.64559113964152e-80,"10","Fnbp1l"
1.37372755958778e-84,1.4136694070576,0.285,0.147,3.36206082933513e-80,"10","Slc16a2"
5.34514506197719e-84,1.24025523414539,0.35,0.204,1.3081708024683e-79,"10","Pkp4"
2.64958984659321e-82,1.10923805932332,0.329,0.182,6.48460619055223e-78,"10","Cd200"
8.45440315164385e-80,1.2758984655211,0.37,0.227,2.06913062733331e-75,"10","Fcgrt"
9.08370685004248e-80,0.846768264441627,0.611,0.487,2.2231464144794e-75,"10","Tmsb10"
9.22851871145965e-80,0.295541931366656,0.985,0.976,2.25858766944263e-75,"10","mt-Nd1"
1.96113065082985e-79,0.261105524192353,0.992,0.992,4.79967115484096e-75,"10","mt-Cytb"
5.24911105897407e-79,1.56157315379299,0.263,0.135,1.28466744057331e-74,"10","Mindy1"
5.33391383350819e-77,0.336506588536543,0.92,0.878,1.30542207161279e-72,"10","Hsp90ab1"
3.38628270908527e-76,1.37160768007587,0.336,0.204,8.28758830221529e-72,"10","Alas1"
1.20560493508354e-75,1.08883309028813,0.371,0.221,2.95059751812346e-71,"10","Lmo2"
1.28198837450285e-74,0.809316201624387,0.589,0.504,3.13753834775827e-70,"10","Atox1"
1.86281566086209e-74,1.24338364826466,0.348,0.209,4.55905504839388e-70,"10","Afdn"
3.6133315699755e-74,0.471199102599686,0.82,0.767,8.84326768435804e-70,"10","Actg1"
1.90697831229093e-73,1.35040006923283,0.28,0.15,4.66713872150083e-69,"10","Rasgrp2"
2.13155247492018e-73,0.900015961861928,0.367,0.223,5.21676152711966e-69,"10","Pam"
1.28288649473611e-72,1.22213481986644,0.268,0.141,3.13973640721717e-68,"10","Plxna2"
1.53137576138718e-72,1.21602169578864,0.388,0.253,3.74788903841898e-68,"10","Arhgap31"
2.37556040577145e-72,1.20353146876215,0.277,0.149,5.81394653708504e-68,"10","Cdkn1c"
1.60151210929952e-69,1.24145646111876,0.308,0.178,3.91954073629965e-65,"10","Ece1"
4.80208165849993e-69,0.786847870372017,0.407,0.249,1.17526146510127e-64,"10","Ctsh"
4.22187919343289e-68,1.20025893003406,0.375,0.241,1.03326271380077e-63,"10","Nebl"
6.93250289259827e-67,1.24126256720664,0.331,0.2,1.6966607579345e-62,"10","Tspo"
1.12679913651963e-65,1.52793973262561,0.251,0.134,2.75772820671815e-61,"10","Elk3"
1.6039266117488e-64,1.15513637559996,0.425,0.31,3.92544998959402e-60,"10","Bnip2"
2.61434290138881e-64,0.913082448978965,0.521,0.422,6.39834281685898e-60,"10","Sptan1"
3.27631825178481e-64,0.593505622766066,0.549,0.406,8.01846128941815e-60,"10","Btg2"
4.53483372573621e-64,1.16146719744274,0.3,0.175,1.10985520603668e-59,"10","Dlc1"
4.26118002255292e-63,0.331743941360442,0.852,0.819,1.0428811987196e-58,"10","Gnas"
8.76185810792788e-63,1.0784457881917,0.304,0.178,2.14437715333427e-58,"10","Pde2a"
9.55365713107721e-62,1.27326369223022,0.335,0.214,2.33816204625984e-57,"10","Col4a3bp"
9.71039172540013e-62,1.17846916799328,0.316,0.195,2.37652127087443e-57,"10","Maoa"
1.12103980129516e-60,0.327956047184924,0.881,0.839,2.74363280968977e-56,"10","Rpl27a"
1.60995251688777e-60,1.39989551822356,0.254,0.14,3.94019778983113e-56,"10","Lamb2"
2.63754883455712e-60,0.663741631387781,0.387,0.249,6.45513701769509e-56,"10","Ttll7"
3.01157474300878e-60,1.21733781363062,0.319,0.199,7.3705280260397e-56,"10","Lrp8"
2.56911688072171e-59,0.967148634777048,0.47,0.361,6.28765665387832e-55,"10","H2-K1"
2.69008659676019e-59,1.07122486075298,0.392,0.271,6.58371793691089e-55,"10","Itga6"
3.75548110475936e-58,1.07056061232852,0.383,0.265,9.19116445578805e-54,"10","Clip1"
9.08312169238052e-58,1.06098434581865,0.312,0.189,2.22300320299321e-53,"10","Serpinh1"
2.31458004954457e-57,0.972372657733865,0.257,0.143,5.66470321325538e-53,"10","Rapgef4"
7.55584396428502e-57,1.34012334236885,0.267,0.155,1.84921725181912e-52,"10","Cyth3"
1.34735565919004e-56,0.357599214400168,0.889,0.853,3.2975182403017e-52,"10","Rps8"
2.30959555427955e-56,1.45263207183111,0.275,0.166,5.65250415954377e-52,"10","Slc16a1"
9.86915479578758e-55,0.999746775813047,0.337,0.219,2.41537694472105e-50,"10","Tspan5"
4.05240528454254e-54,0.550834017991961,0.681,0.629,9.91785669338942e-50,"10","Gnai2"
1.36114583757193e-53,0.274659875472395,0.922,0.894,3.33126832287353e-49,"10","Rpl41"
6.11711318370206e-53,0.36224010745471,0.837,0.793,1.49710228057924e-48,"10","Rps20"
1.22116973298777e-50,0.317256169868946,0.662,0.525,2.98869080451428e-46,"10","Serinc3"
2.10028863107819e-50,0.914218486563244,0.287,0.174,5.14024639570077e-46,"10","Mrtfb"
1.68103273191702e-49,0.309309822198798,0.87,0.843,4.11415950809373e-45,"10","Rpl9"
1.35402983363147e-48,1.25618403623484,0.305,0.198,3.31385261482966e-44,"10","Bcl2l1"
2.48680515256507e-47,0.815600417304748,0.283,0.173,6.08620693038775e-43,"10","Bst2"
5.66003923183958e-47,0.743048275161345,0.413,0.297,1.38523800160042e-42,"10","Anxa5"
6.21777064513245e-47,0.426174234755843,0.709,0.629,1.52173718768972e-42,"10","Macf1"
5.757976624046e-46,0.305744039702649,0.827,0.786,1.40920719896902e-41,"10","Rps19"
9.9301151410002e-46,0.934558068565166,0.322,0.209,2.43029637960839e-41,"10","Tgfbr2"
1.02650957804192e-45,0.351666000183693,0.744,0.613,2.5122795412998e-41,"10","Selenop"
8.242156523473e-45,0.261571859885965,0.884,0.847,2.01718538755478e-40,"10","Rpl35a"
9.45469757149403e-45,0.891976514218233,0.306,0.193,2.31394268364745e-40,"10","Rasgrp3"
1.29696577128631e-44,0.819103885112212,0.475,0.401,3.1741940286461e-40,"10","Bmpr2"
1.53920735996142e-44,0.847475240007322,0.424,0.323,3.76705609276959e-40,"10","Wasf2"
5.8519939039581e-44,1.19774664402513,0.29,0.187,1.43221698805471e-39,"10","Lima1"
5.88138419631449e-44,0.82169076685919,0.382,0.267,1.43940996820601e-39,"10","Mfsd2a"
1.40067785219636e-43,1.15456475662674,0.33,0.229,3.42801897546537e-39,"10","Rhoc"
1.245636101138e-42,1.03281696319275,0.295,0.193,3.04856979392514e-38,"10","Cyb5r3"
1.86226557653824e-42,1.03061716177547,0.348,0.245,4.55770877201968e-38,"10","Mtus1"
3.20416462375596e-42,0.907715585648467,0.324,0.219,7.84187250018035e-38,"10","Gsta4"
1.84704211537415e-41,0.529468206301305,0.608,0.569,4.52045087316668e-37,"10","Kif5b"
3.06445019471225e-41,1.22707321345623,0.31,0.21,7.49993540653877e-37,"10","Agrn"
4.32455333879997e-41,0.28030510720859,0.642,0.519,1.05839118413791e-36,"10","B2m"
6.80656270766905e-41,0.448790169206987,0.324,0.201,1.66583815707492e-36,"10","Pllp"
8.68774013830317e-41,0.448015763305772,0.633,0.528,2.12623752144832e-36,"10","Zfp36l1"
1.36026612889128e-40,0.842820405164454,0.374,0.267,3.32911532384852e-36,"10","Msn"
1.42273732762947e-40,1.13147689557538,0.332,0.236,3.48200733564037e-36,"10","Tmod3"
8.86905335585066e-40,1.04715943963234,0.279,0.18,2.17061211831089e-35,"10","Il10rb"
2.21009040500538e-39,0.907351482932359,0.341,0.236,5.40897525721016e-35,"10","St3gal6"
4.72369922213965e-39,0.519409326386349,0.25,0.152,1.15607814762646e-34,"10","Grb14"
9.0684599199214e-39,0.763626668893407,0.407,0.306,2.21941488080156e-34,"10","Ier2"
1.60734476271148e-37,0.823007789024937,0.425,0.342,3.93381557226007e-33,"10","Mprip"
8.45336466357558e-37,1.03464705898655,0.282,0.185,2.06887646776349e-32,"10","H2-T23"
1.16985377368545e-36,1.06625986235854,0.292,0.199,2.86310012571776e-32,"10","Ybx3"
1.73377465041609e-36,0.750700560577787,0.287,0.19,4.24324007942833e-32,"10","Ccn1"
8.49341082619767e-36,0.436871097327114,0.658,0.601,2.07867736560362e-31,"10","Aplp2"
9.70174276987092e-36,0.842078883176942,0.459,0.397,2.37440452549821e-31,"10","Pcmtd1"
9.81574652772207e-36,1.07117500292644,0.251,0.162,2.4023058051947e-31,"10","Plcb4"
1.12752737160617e-34,0.714726769385867,0.459,0.376,2.75951048926893e-30,"10","Fry"
3.24991747232635e-34,0.50246731965966,0.618,0.589,7.9538480217715e-30,"10","Ybx1"
6.11926278926258e-34,0.543593487758849,0.482,0.388,1.49762837504412e-29,"10","Hes1"
1.38324603071815e-33,0.263164007633131,0.914,0.89,3.38535633557959e-29,"10","Rps21"
1.53402736562887e-33,0.285788638787466,0.869,0.851,3.75437857464009e-29,"10","Rpl37a"
1.65786372837542e-33,1.20461247053034,0.306,0.22,4.05745568882601e-29,"10","Wwc2"
2.06643774677868e-33,0.352025570159501,0.463,0.365,5.05739974146614e-29,"10","Tpm1"
3.05934350706194e-33,1.08823158468081,0.332,0.247,7.48743729918339e-29,"10","Adam15"
5.91214022403101e-33,1.15248296514462,0.269,0.185,1.44693719842935e-28,"10","Nampt"
8.57293915607064e-32,0.785461314290618,0.254,0.164,2.09814112905673e-27,"10","Slc1a1"
3.64536339759564e-31,0.923279796734862,0.395,0.323,8.92166237927557e-27,"10","Ctnna1"
3.77011797007293e-31,0.716740360446422,0.494,0.454,9.2269867199565e-27,"10","Slc3a2"
6.80152812189182e-31,0.879658571101207,0.338,0.257,1.6646059925518e-26,"10","Ccny"
1.8021516938657e-30,1.0208816560823,0.329,0.249,4.41058605556691e-26,"10","Cenpb"
6.35251261938635e-30,0.608516106551387,0.398,0.307,1.55471393846861e-25,"10","Neat1"
1.56322906106554e-29,1.10950770081295,0.251,0.171,3.8258468040518e-25,"10","Cd151"
2.0617320816227e-29,0.904087372661873,0.275,0.19,5.04588309656339e-25,"10","Efr3b"
2.80845683485535e-29,0.662494600078279,0.455,0.397,6.87341725762498e-25,"10","Ccdc85b"
2.86145798475589e-29,0.900280465641,0.253,0.169,7.00313227189156e-25,"10","Tshz2"
2.0365031003833e-28,0.264246723908586,0.831,0.821,4.98413768787808e-24,"10","mt-Nd4l"
2.77882145937953e-28,0.903039701511219,0.355,0.274,6.80088763968545e-24,"10","Hip1"
6.08444831320113e-28,0.741623786903283,0.448,0.393,1.48910788017285e-23,"10","Ppp1r2"
8.42308775570638e-28,0.839641569823192,0.303,0.22,2.06146649733158e-23,"10","Cav2"
4.21277874781591e-27,0.450980830659712,0.618,0.606,1.03103547074047e-22,"10","Rhoa"
1.89489436676345e-26,0.481270869363152,0.403,0.304,4.63756447321687e-22,"10","Arpc1b"
6.16679767499591e-26,1.0094933662502,0.279,0.203,1.5092620629785e-21,"10","Adipor2"
8.41577264151146e-26,0.50619717605948,0.362,0.285,2.05967619628352e-21,"10","Kif5a"
4.63895569460972e-25,0.311780035335053,0.506,0.438,1.13533801669878e-20,"10","Gatm"
1.50016382603814e-24,0.79896100112453,0.323,0.248,3.67150094784574e-20,"10","Arid5b"
9.79655140179381e-24,0.557330416369724,0.449,0.383,2.39760799007502e-19,"10","Tsc22d3"
1.1261477396127e-23,0.390805413710537,0.537,0.46,2.75613397792811e-19,"10","Nfib"
8.34977336517236e-23,0.488421702664619,0.354,0.263,2.04352353339228e-18,"10","Ucp2"
1.88201849665224e-22,0.894054812172483,0.311,0.244,4.6060520687067e-18,"10","Snrk"
2.88712939877562e-22,0.947164232267031,0.25,0.178,7.06596049056345e-18,"10","Apbb2"
6.01743093946458e-22,0.407943025428898,0.579,0.572,1.47270604812456e-17,"10","Gnb1"
9.6115133834408e-22,0.81949114009429,0.407,0.36,2.3523217854633e-17,"10","Mxd4"
1.03678367349079e-21,0.768720895967237,0.253,0.18,2.53742436250136e-17,"10","Klhl2"
1.35492868563433e-21,0.270809692546407,0.696,0.668,3.31605246522145e-17,"10","Rpl22"
2.57985354688995e-21,0.416807852539903,0.657,0.639,6.31393357065846e-17,"10","Gng5"
7.3749651566674e-21,0.880280860195517,0.343,0.281,1.80494897244278e-16,"10","Jam2"
2.18498846423508e-20,0.971971387765837,0.279,0.213,5.34754076736893e-16,"10","Rasal2"
