"ensembl_id","symbol","mean_fpkm","median_fpkm","max_fpkm","min_fpkm","sd_fpkm","cv","detected_samples","ctrl_mean","mor_mean","log2fc_mor_vs_ctrl"
"ENSMUSG00000030695","Aldoa",2218.215,2257.98,2474.12,1828.61,229.71275130973,0.103557478111783,8,2084.9575,2351.4725,0.173546405921816
"ENSMUSG00000030697","PPP4C",33.815,33.345,42.85,26.15,5.84072157968762,0.172725760156369,8,32.06,35.57,0.149882108514454
"ENSMUSG00000030701","Plekhb1",246.8275,244.99,347.66,154.67,67.4080935687357,0.273097987739355,8,304.5025,189.1525,-0.686901339209601
"ENSMUSG00000030704","Rab6a",150.6425,150.11,194.78,101.74,28.2748337117758,0.187694931455438,8,130.67,170.615,0.384813948521073
"ENSMUSG00000030706","Mrpl48",49.26625,49.335,57.83,38.4,7.82565732063448,0.158844184824996,8,47.885,50.6475,0.0809156131660065
"ENSMUSG00000030707","Coro1a",96.27625,98.055,127.62,59.13,21.4781689413094,0.223088964737507,8,82.9325,109.62,0.402497316562267
"ENSMUSG00000030711","Sult1a1",15.985,15.965,22.92,8.45,4.38636849471503,0.274405285875197,8,19.36,12.61,-0.618470790124229
"ENSMUSG00000030714","Sgf29",17.26125,16.645,20.64,16.08,1.61457148229138,0.0935373441837281,8,17.3375,17.185,-0.0127452924530782
"ENSMUSG00000030717","Nupr1",10.00125,7.145,22.52,3.78,7.34483577079842,0.734391778107578,8,14.415,5.5875,-1.36713790750318
"ENSMUSG00000030718","Ppme1",106.1175,107.425,117.85,94.74,7.22419298508244,0.0680773009643314,8,101.5475,110.6875,0.124336411507699
"ENSMUSG00000030720","Cln3",9.725,9.625,13.2,7.32,2.29834101659685,0.236333266488108,8,11.32,8.13,-0.477496699334331
"ENSMUSG00000030722","Nfatc2ip",0.825,0.69,1.67,0.43,0.412829954616391,0.500399944989565,8,0.7725,0.8775,0.18364099455934
"ENSMUSG00000030725","Lipt2",5.1225,5.05,6.3,4.4,0.718346315206968,0.140233541280033,8,5.2325,5.0125,-0.0619579759327095
"ENSMUSG00000030726","Pold3",9.1225,9.28,10.88,7.13,1.22668834090583,0.134468439671781,8,8.2675,9.9775,0.271197329499246
"ENSMUSG00000030727","Rabep2",7.37625,7.25,9.1,6.18,0.841324423581228,0.114058555984576,8,7.485,7.2675,-0.0425373822831913
"ENSMUSG00000030729","Pgm2l1",14.54625,14,23.78,7.69,4.60201489256919,0.316371222312911,8,12.5425,16.55,0.399978428267835
"ENSMUSG00000030731","Syt3",32.4775,30.525,42.28,27.85,4.85837641898726,0.149592068939643,8,35.09,29.865,-0.232597033102495
"ENSMUSG00000030733","Sh2b1",30.72625,28.77,40.48,24.86,5.63016096572736,0.183236189438261,8,30.215,31.2375,0.0480124913972152
"ENSMUSG00000030737","Slco2b1",5.98125,6.085,7.66,4.89,0.887700681536294,0.14841390704891,8,5.3775,6.585,0.292198633630211
"ENSMUSG00000030738","Eif3c",87.21125,87.125,101.38,68.92,9.8486147503088,0.112928260405725,8,79.815,94.6075,0.245291827171948
"ENSMUSG00000030739","Myh14",3.96875,3.72,7.19,2.11,1.53770178699067,0.387452418769302,8,4.905,3.0325,-0.693563922524686
"ENSMUSG00000030741","Spns1",32.0275,31.75,40.19,26.47,3.84045663207608,0.11991122104679,8,31.94,32.115,0.00788273757017213
"ENSMUSG00000030744","RPS3",182.19125,184.445,215.22,152.37,21.3683915014009,0.11728549807634,8,171.1725,193.21,0.174717862764382
"ENSMUSG00000030745","Il21r",1.06,0.925,2.04,0.37,0.539099778731703,0.508584696916701,8,0.8425,1.2775,0.599992186954083
"ENSMUSG00000030747","Dgat2",67.7375,60.955,143.87,45.16,31.5488472734855,0.465751574437874,8,83.055,52.42,-0.66393951759497
"ENSMUSG00000030748","Il4r",1.9375,1.685,3.58,1.12,0.859148249306087,0.443431354480561,8,1.955,1.92,-0.0260488512867067
"ENSMUSG00000030750","Nsmce1",21.23375,21.08,24.07,17.17,2.3697313741676,0.111602113341619,8,19.3475,23.12,0.256982071583854
"ENSMUSG00000030751","Psma1",109.69125,109.37,125.83,97.23,9.64457277066078,0.0879247229898536,8,105.35,114.0325,0.114253703574534
"ENSMUSG00000030752","Kdm8",1.99875,1.92,2.81,1.05,0.611168377547698,0.305775298335309,8,2.2425,1.755,-0.353458339140987
"ENSMUSG00000030753","Thap12",4.71625,4.585,6.48,3.58,0.984493161842319,0.208744905770966,8,4.91,4.5225,-0.118577351071459
"ENSMUSG00000030754","Copb1",22.1875,22.465,24.84,18.07,2.23600249169296,0.100777577090387,8,21.705,22.67,0.0627541392402844
"ENSMUSG00000030757","ZKSCAN2",4.32625,2.99,8.65,2.44,2.35046461972339,0.543303003692203,8,5.8625,2.79,-1.07097996094438
"ENSMUSG00000030759","Far1",20.55375,20.815,22.27,18.78,1.4339649079189,0.0697665831256534,8,20.2225,20.885,0.0465035196042448
"ENSMUSG00000030760","Acer3",10.65,10.48,13.14,7.7,1.70302252312931,0.159908218134207,8,10.7225,10.5775,-0.01964078601697
"ENSMUSG00000030761","Myo7a",2.95125,2.885,3.78,2.35,0.53783793363535,0.182240722959881,8,3.0625,2.84,-0.108782019787788
"ENSMUSG00000030763","Lcmt1",73.6675,73.32,84.73,64.91,7.0771942584211,0.0960694235371243,8,68.64,78.695,0.197219736596017
"ENSMUSG00000030766","Arhgap17",3.3625,3.36,4.36,2.39,0.630708218705653,0.18757121745893,8,3.4725,3.2525,-0.0943975435996714
"ENSMUSG00000030768","Disp1",1.705,1.59,2.92,0.77,0.870894449894557,0.510788533662497,8,1.8175,1.5925,-0.190549906677764
"ENSMUSG00000030770","Parva",10.40375,10.035,12.94,8.91,1.5052663504225,0.144684979014538,8,10.72,10.0875,-0.0877277947699134
"ENSMUSG00000030772","Dkk3",53,49.1,82.74,39,14.1195942879795,0.266407439395839,8,61.7175,44.2825,-0.478933747450818
"ENSMUSG00000030774","Pak1",98.095,98.17,123.99,71.68,15.5045624621547,0.158056602906924,8,89.79,106.4,0.244868957923385
"ENSMUSG00000030779","Rbbp6",4.75625,4.71,6.68,3.8,0.888738070042494,0.186856887262548,8,4.62,4.8925,0.0826616101205546
"ENSMUSG00000030780","C16orf58",9.18875,9.23,10.81,7.88,0.9450840854503,0.10285230150459,8,8.485,9.8925,0.221396311453297
"ENSMUSG00000030782","Tgfb1i1",10.2725,9.68,14.32,6.3,2.6274254101143,0.255772734009666,8,8.375,12.17,0.539114360996621
"ENSMUSG00000030785","Cox6a2",13.5675,11.435,21,10.52,3.83401598476435,0.282588242842407,8,12.56,14.575,0.214643540340592
"ENSMUSG00000030786","Itgam",6.5025,6.635,7.27,5.27,0.776268547052408,0.119380014925399,8,6.3325,6.6725,0.075440621352995
"ENSMUSG00000030788","Rnf141",41.54875,41.59,52.21,31.98,5.94155688471344,0.143002061065939,8,41.9375,41.16,-0.0269972292706569
"ENSMUSG00000030790","Adm",1.1175,1.11,2.03,0.41,0.495198372949093,0.443130535077488,8,1.17,1.065,-0.135533637742039
"ENSMUSG00000030792","Dkkl1",15.445,16.35,27.08,3.97,6.98966379735106,0.452551880696087,8,10.2975,20.5925,0.999754825376955
"ENSMUSG00000030793","Pycard",7.7225,7.505,10.49,5.61,1.66491312514669,0.215592505684259,8,9.075,6.37,-0.510536771566136
"ENSMUSG00000030795","Fus",77.855,74.865,101.31,62.24,13.700053180293,0.175968828980708,8,87.035,68.675,-0.341806242020515
"ENSMUSG00000030796","Tead2",2.245,2.425,3.39,1.09,0.868808708191033,0.386997197412487,8,1.825,2.665,0.545990015104751
"ENSMUSG00000030798","Cd37",3.865,3.9,5.42,2.46,1.0700066755466,0.276845194190582,8,4.3275,3.4025,-0.34684804975129
"ENSMUSG00000030801","Kat8",15.2625,14.86,19.11,14.31,1.58253639091536,0.103687888020663,8,14.5975,15.9275,0.125790274078964
"ENSMUSG00000030802","Bckdk",32.33875,32.755,38.76,25.75,3.94023725717845,0.12184259617884,8,33.0425,31.635,-0.0627993070005887
"ENSMUSG00000030805","Stx4",12.9675,12.57,16.45,10.41,1.82288429222953,0.14057330188776,8,12.995,12.94,-0.00611854464140632
"ENSMUSG00000030806","STX1B",85.0025,82.47,100.43,74.45,10.0164903320189,0.11783759691796,8,90.755,79.25,-0.195563885260382
"ENSMUSG00000030811","Fbxl19",1.52,1.535,1.86,1.18,0.256793413355672,0.168943035102416,8,1.49,1.55,0.0569184287526482
"ENSMUSG00000030814","Bcl7c",2.0725,2.06,3.26,0.99,0.659214901010502,0.318077153684199,8,2.5325,1.6125,-0.6509382510356
"ENSMUSG00000030815","Phkg2",35.95625,36.395,39.65,32.5,2.19714059306961,0.0611059438364571,8,36.2325,35.68,-0.0221681216782524
"ENSMUSG00000030816","Rnf40",13.50875,13.945,16.1,9.11,2.11870201167737,0.156839234694355,8,12.3125,14.705,0.256163997026287
"ENSMUSG00000030822","Prr14",14.36125,14.67,15.45,11.98,1.147835696306,0.0799258905948996,8,13.9575,14.765,0.0811351477866489
"ENSMUSG00000030823","ZNF764",1.81625,1.825,2.26,1.2,0.31153708790906,0.171527646474362,8,1.8325,1.8,-0.0258020848053897
"ENSMUSG00000030824","Nucb1",38.5525,38.355,43.1,33.41,3.78902079321671,0.0982821034489776,8,36.665,40.44,0.141375784892654
"ENSMUSG00000030826","Bcat2",8.24,8.66,9.49,6.77,1.1641919331205,0.14128542877676,8,8.195,8.285,0.0157558359679605
"ENSMUSG00000030835","Nomo1",24.3475,23.975,29.7,20.27,3.17792272674193,0.130523574360486,8,23.7425,24.9525,0.0717095668892906
"ENSMUSG00000030839","Sergef",13.00375,13.035,14.3,11.12,1.07835771297972,0.0829266721507044,8,12.6875,13.32,0.0701808610113461
"ENSMUSG00000030842","Lamtor1",109.49375,107.62,131.94,92.53,11.3963188762236,0.104081912220776,8,112.305,106.6825,-0.0740979447079235
"ENSMUSG00000030844","Rgs10",32.0325,32.055,36.19,28.18,3.0849114365616,0.0963056719444814,8,32.645,31.42,-0.0551771378743321
"ENSMUSG00000030846","Tial1",11.81625,11.675,13.23,10.03,1.19217613152228,0.100892934012253,8,11.3825,12.25,0.10595531489108
"ENSMUSG00000030847","Bag3",2.82875,2.825,4.12,1.64,0.73857850922276,0.26109713096695,8,3.22,2.4375,-0.401514688346947
"ENSMUSG00000030849","Fgfr2",9.01375,9.495,10.87,5.06,1.91025007712154,0.211926232380701,8,9.805,8.2225,-0.253912212248599
"ENSMUSG00000030850","Ate1",28.52,28.715,33.86,22.54,3.70289847860526,0.129835150021222,8,27.5125,29.5275,0.101968394794185
"ENSMUSG00000030852","TACC2",18.225,18.075,22.12,13.04,3.05615070682994,0.167690025066115,8,16.2375,20.2125,0.315900775794927
"ENSMUSG00000030854","Ptpn5",93.4825,64.015,299.37,52.88,83.7248701317083,0.895620786047745,8,128.9725,57.9925,-1.15311155266593
"ENSMUSG00000030861","Acadsb",15.64625,15.67,18.57,12.48,2.09194330365674,0.133702535985092,8,15.455,15.8375,0.0352687108135262
"ENSMUSG00000030862","Cpxm2",0.82625,0.8,1.27,0.43,0.355243880011626,0.429947207275795,8,0.505,1.1475,1.18254156668361
"ENSMUSG00000030867","Plk1",0.945,0.905,1.79,0.17,0.4755748401371,0.503253799086879,8,0.8075,1.0825,0.422379474620012
"ENSMUSG00000030868","Dctn5",92.27125,91.915,100.04,82.89,5.58337439572676,0.0605104449731282,8,90.2,94.3425,0.0647796958528146
"ENSMUSG00000030869","Ndufab1",227.89125,221.87,270.78,203.57,23.0481195002976,0.101136482863197,8,223.9775,231.805,0.0495576564567337
"ENSMUSG00000030870","Ubfd1",9.9175,8.97,15.85,4.91,4.02048238044001,0.405392728050417,8,10.73,9.105,-0.236895159697183
"ENSMUSG00000030871","Ears2",2.89625,2.8,3.87,1.97,0.647300713954275,0.223496146380414,8,3.355,2.4375,-0.460748743403955
"ENSMUSG00000030872","Gga2",7.0825,7.44,10.1,3.09,2.2570825037139,0.318684433987138,8,7.37,6.795,-0.117174505899101
"ENSMUSG00000030876","Mettl9",38.61875,39.11,46.21,23.21,7.20257580413325,0.186504633219181,8,40.8025,36.435,-0.163328320935475
"ENSMUSG00000030879","Mrpl17",61.10125,62.015,69.95,52.28,6.32363918167379,0.103494432301693,8,65.0125,57.19,-0.184951192019493
"ENSMUSG00000030880","Polr3e",13.8975,13.735,16.75,11.66,1.53055312130708,0.11013154317734,8,14.3075,13.4875,-0.0851425171534246
"ENSMUSG00000030881","Arfip2",43.22,43.88,50.43,35.48,5.08792688626714,0.117721584596648,8,40.2475,46.1925,0.198754843593504
"ENSMUSG00000030884","Uqcrc2",129.70625,125.55,158.57,117.85,14.2131618453762,0.109579621994901,8,124.51,134.9025,0.115654575037654
"ENSMUSG00000030888","Rrp8",5.95625,6,7.46,3.78,1.14120159105592,0.191597329033523,8,6.36,5.5525,-0.195856294130722
"ENSMUSG00000030889","Vwa3a",3.55,3.705,5.13,0.99,1.22588743365776,0.345320403847255,8,2.8525,4.2475,0.57422100187337
"ENSMUSG00000030890","Ilk",48.695,47.515,58.21,42.61,6.24033424013261,0.128151437316616,8,52.165,45.225,-0.205957411327269
"ENSMUSG00000030894","Tpp1",33.7075,33.965,39.9,26.99,4.77924007707143,0.141785658297751,8,37.155,30.26,-0.29613553447429
"ENSMUSG00000030898","Cckbr",23.5575,23.395,34.98,13.73,6.18508286120728,0.262552599435733,8,20.2675,26.8475,0.405602164473051
"ENSMUSG00000030905","Crym",154.0925,147.46,270.25,83.68,56.6787729855089,0.367823047750597,8,148.53,159.655,0.104202703301709
"ENSMUSG00000030917","Tmem159",13.29875,12.8,21.82,6.68,5.34420764539916,0.401857892313124,8,8.8,17.7975,1.01601629847739
"ENSMUSG00000030922","Lyrm1",11.31875,11.875,13.18,9.36,1.32890328036747,0.117407247299169,8,10.3775,12.26,0.240478702504072
"ENSMUSG00000030929","Eri2",3.50875,3.305,5.13,2.65,0.798273807304594,0.227509457015915,8,3.1925,3.825,0.260698423172662
"ENSMUSG00000030930","Chst15",10.10375,7.945,23.28,6.95,5.45986901334246,0.540380454122723,8,11.7925,8.415,-0.48678532598786
"ENSMUSG00000030934","Oat",64.6775,65.095,80.9,55.47,8.08365149103865,0.124983981926306,8,70.285,59.07,-0.250787317761141
"ENSMUSG00000030942","Thumpd1",25.41625,25.615,28.69,21.5,3.04807638402602,0.1199262827532,8,23.8175,27.015,0.181731523930289
"ENSMUSG00000030946","Lhpp",17.98625,17.085,24.33,15.64,2.77922875992603,0.154519633604894,8,19.28,16.6925,-0.207893412826692
"ENSMUSG00000030956","Fam53b",14.265,14.985,18.23,10.07,3.11117341207461,0.218098381498396,8,14.2575,14.2725,0.00151692328662891
"ENSMUSG00000030960","Eef1akmt2",19.39375,19.045,21.8,15.87,1.88279380177437,0.0970825034753141,8,19.445,19.3425,-0.00762456777639242
"ENSMUSG00000030965","Abraxas2",12.9625,12.23,16.61,11.11,1.8776181720467,0.144850003629447,8,12.3625,13.5625,0.133642291903322
"ENSMUSG00000030967","Zranb1",5.3625,5.32,6.8,4.03,0.835186035734383,0.155745647689395,8,5.695,5.03,-0.179103956680895
"ENSMUSG00000030970","Ctbp2",4.28125,4.09,6.76,2.87,1.24713886842759,0.291302509413744,8,3.9825,4.58,0.201625987937255
"ENSMUSG00000030972","Acsm5",0.9425,0.74,1.96,0.22,0.58080609009007,0.616239883384689,8,1.285,0.6,-1.09745374661676
"ENSMUSG00000030978","Rrm1",5.93875,5.855,7.48,5.04,0.756333968183746,0.127355751325404,8,6.1275,5.75,-0.0917211681018551
"ENSMUSG00000030979","Uros",22.25375,21.835,24.99,18.03,2.37987357107173,0.106942585904476,8,21.95,22.5575,0.0393844759861601
"ENSMUSG00000030980","Knop1",16.37625,16.635,19.4,12.13,2.24912641771358,0.137340747589563,8,14.9225,17.83,0.256801684878423
"ENSMUSG00000030982","Vps35l",25.59,24.31,32.61,21.01,3.84296016856054,0.150174293417762,8,22.875,28.305,0.307273081723453
"ENSMUSG00000030983","Bccip",49.9,49.28,59.17,41.61,6.56404709654907,0.131544029990963,8,46.71,53.09,0.184704984700292
"ENSMUSG00000030986","Dhx32",22.065,20.66,33.07,18.55,4.72209094121903,0.214008200372492,8,23.8975,20.2325,-0.240174170125617
"ENSMUSG00000030987","Stim1",17.11125,15.71,25.64,13.86,3.68652541600586,0.215444541807633,8,18.74,15.4825,-0.275466310385689
"ENSMUSG00000030990","Pgap2",13.4725,13.24,15.05,12.22,0.952091682259945,0.0706692657086617,8,13.91,13.035,-0.0937248753571177
"ENSMUSG00000030994","D7Ertd443e",2.2825,1.33,8.4,0.44,2.60194844573941,1.13995550744333,8,3.6,0.965,-1.89830250535451
"ENSMUSG00000031004","Mki67",0.5125,0.3,1.23,0.19,0.424861321912389,0.828997701292467,8,0.7025,0.3225,-1.12078471124403
"ENSMUSG00000031007","Atp6ap2",154.88375,158.5,179.59,124.46,17.9131794557607,0.115655641445669,8,143.8,165.9675,0.206835742781743
"ENSMUSG00000031010","Usp9x",51.1,50.77,57.7,47.47,3.70412125688594,0.0724876958294705,8,51.615,50.585,-0.0290801785530188
"ENSMUSG00000031012","Cask",14.25375,13.605,16.97,11.3,1.98857405839317,0.139512342954883,8,13.415,15.0925,0.169972794165583
"ENSMUSG00000031015","Swap70",3.66375,3.765,4.86,2.49,0.855635728566778,0.233540969926108,8,4.325,3.0025,-0.526389001435509
"ENSMUSG00000031016","Wee1",5.5825,5.54,7.63,4.44,1.00179481788581,0.179452721520073,8,5.7225,5.4425,-0.072363087442377
"ENSMUSG00000031021","Tmem9b",99.0925,96.655,115,90.04,9.23730596161951,0.0932190222430508,8,98.4825,99.7025,0.0177621154020236
"ENSMUSG00000031023","Akip1",4.74625,4.585,5.72,4.22,0.506103814872573,0.106632354990271,8,4.7975,4.695,-0.0311510847267778
"ENSMUSG00000031024","Dennd2b",4.09,4.165,5.06,3.31,0.55495173535311,0.135685020868731,8,3.95,4.23,0.0987808393786797
"ENSMUSG00000031026","Trim66",2.33375,2.305,2.93,1.88,0.340249383331025,0.145795129440182,8,2.4675,2.2,-0.165475499849539
"ENSMUSG00000031027","Stk33",1.3375,1.405,1.74,0.88,0.315266327321611,0.2357131419227,8,1.2825,1.3925,0.118629706528391
"ENSMUSG00000031028","Tub",9.41875,9.83,11.85,6.26,1.93037699870851,0.204950444454785,8,8.43,10.4075,0.303986508197035
"ENSMUSG00000031029","Eif3f",41.29,41.81,46.92,34.82,3.5976500266543,0.0871312672960597,8,41.96,40.62,-0.0468233040712558
"ENSMUSG00000031059","Ndufb11",152.57375,156.725,177.45,117.97,23.1042259198862,0.151429888299175,8,139.27,165.8775,0.25223202549582
"ENSMUSG00000031060","Rbm10",19.93625,19.395,24.58,15.91,2.97134379171637,0.149042261795291,8,19.7975,20.075,0.0200807201242039
"ENSMUSG00000031065","Cdk16",109.68375,117.245,148.47,32.09,34.2654369539169,0.312402128427565,8,121.44,97.9275,-0.310454884064442
"ENSMUSG00000031066","Usp11",55.0075,55.785,65.75,44.45,7.83610827242343,0.142455270143588,8,51.0775,58.9375,0.20649418530132
"ENSMUSG00000031068","Glrx3",74.18,75.24,90.09,55.59,10.0845695424814,0.135947284207082,8,68.065,80.295,0.238393790598435
"ENSMUSG00000031070","Mrgprf",0.74625,0.4,1.9,0.1,0.725690557823571,0.972449658725053,7,1.2725,0.22,-2.52668068488276
"ENSMUSG00000031072","Lto1",13.7225,13.93,16.28,11.04,1.7412618577178,0.126891008031904,8,12.6125,14.8325,0.233890394398094
"ENSMUSG00000031075","Ano1",0.9925,0.875,2.6,0.21,0.747486263610051,0.753134774418187,8,1.245,0.74,-0.749758620718168
"ENSMUSG00000031077","Fadd",1.175,0.935,1.92,0.68,0.463896540189728,0.394805566118917,8,1.5025,0.8475,-0.825338303031339
"ENSMUSG00000031078","Cttn",49.3025,48.32,56.36,44.49,4.3777056939517,0.0887927730632666,8,46.855,51.75,0.143352940947585
"ENSMUSG00000031079","ZNF84",0.67875,0.64,1.16,0.35,0.224399993633817,0.330607725427355,8,0.5825,0.775,0.411323996479779
"ENSMUSG00000031090","Nadsyn1",2.7775,2.7,4.61,1.61,0.959594408368154,0.345488535866122,8,3.12,2.435,-0.357494224012878
"ENSMUSG00000031093","Dock11",2.56875,2.41,4.03,1.32,0.910250161847202,0.354355294149762,8,3.18,1.9575,-0.699731243588767
"ENSMUSG00000031095","Cul4b",5.72,5.525,6.92,4.66,0.826645545045068,0.144518451930956,8,5.4375,6.0025,0.142595032785133
"ENSMUSG00000031099","Smarca1",8.66,8.45,10.67,6.83,1.34817336740177,0.155678217944777,8,8.185,9.135,0.158403983919758
"ENSMUSG00000031101","Sash3",1.67125,1.605,2.59,1.31,0.409090891053391,0.244781385821027,8,1.8425,1.5,-0.296523439473129
"ENSMUSG00000031104","Rab33a",34.82375,36.935,43.94,20.94,7.21761523239201,0.207261286690606,8,29.415,40.2325,0.45179616496011
"ENSMUSG00000031105","Slc25a14",40.73875,41.75,45.67,31.31,4.76474084889649,0.116958444942383,8,37.23,44.2475,0.249124182907019
"ENSMUSG00000031107","Rbmx2",3.345,3.325,4,2.66,0.476355209601287,0.142408134409951,8,3.04,3.65,0.263745852404087
"ENSMUSG00000031109","Enox2",2.33875,2.06,4.69,1.38,1.02748566204803,0.43933112220119,8,2.56,2.1175,-0.273664124233578
"ENSMUSG00000031111","Igsf1",0.91375,0.825,1.74,0.5,0.38366419468816,0.419878735636837,8,1.05,0.7775,-0.432993724883141
"ENSMUSG00000031112","Stk26",0.9575,0.635,3.33,0.38,0.978041045004905,1.02145278851687,8,1.3625,0.5525,-1.30065947813371
"ENSMUSG00000031119","Gpc4",10.955,11.585,15.39,3.04,3.93286881841451,0.359002174204885,8,8.335,13.575,0.703631287264155
"ENSMUSG00000031129","Slc9a9",8.5625,8.47,15.35,3.72,3.36463859235176,0.392950492537432,8,9.45,7.675,-0.300112275865306
"ENSMUSG00000031133","Arhgef6",4.2375,4.49,4.88,2.42,0.805565462445923,0.190103943940041,8,4.38,4.095,-0.0970444993229506
"ENSMUSG00000031134","Rbmx",31.93,31.665,38.5,27.04,3.8570232785697,0.12079621918477,8,33.0975,30.7625,-0.105546186852779
"ENSMUSG00000031137","Fgf13",66.33125,62.885,92.3,39.75,20.3254263265778,0.306423086050358,8,56.68,75.9825,0.422820956497667
"ENSMUSG00000031143","Ccdc22",14.91625,14.99,17.11,12.46,1.6678295347975,0.111812924481522,8,13.91,15.9225,0.194931343892331
"ENSMUSG00000031144","Syp",701.985,715.685,783.18,512.86,84.5035836940828,0.120378047528199,8,652.6725,751.2975,0.203024758010785
"ENSMUSG00000031146","Plp2",7.33875,6.795,11.27,5.27,2.14707400564449,0.292566718534422,8,6.1025,8.575,0.490668124662905
"ENSMUSG00000031148","Gpkow",15.315,14.825,18.64,13.52,1.60754471166434,0.104965374578149,8,15.3825,15.2475,-0.012716446298131
"ENSMUSG00000031149","Praf2",102.07625,98.97,125.86,90.11,12.0733093315083,0.118277359635648,8,110.135,94.0175,-0.228269549068115
"ENSMUSG00000031150","Ccdc120",5.6925,5.64,8.72,2.97,1.63949251730092,0.288009225700645,8,5.06,6.325,0.321871081508671
"ENSMUSG00000031153","Gripap1",28.6325,28.13,39.13,22.95,5.25498606767217,0.18353221226481,8,28.7025,28.5625,-0.00705389519613792
"ENSMUSG00000031154","Otud5",8.15875,8.365,9.44,5.91,1.12091082224616,0.137387568223829,8,8.365,7.9525,-0.0729481285964136
"ENSMUSG00000031155","Pim2",33.105,33.255,37.21,28.36,3.75311299361705,0.113369974131311,8,30.835,35.375,0.19815529712913
"ENSMUSG00000031156","Slc35a2",29.8275,30.6,32.59,25.48,2.70062294401019,0.0905413777222427,8,27.665,31.99,0.209552018478336
"ENSMUSG00000031157","Pqbp1",90.00125,88.86,110.97,71.13,14.9193493131762,0.165768245587436,8,76.83,103.1725,0.425312027303196
"ENSMUSG00000031158","Timm17b",14.83125,14.245,17.97,11.5,2.47833721618808,0.16710238288668,8,14.275,15.3875,0.108260804761849
"ENSMUSG00000031161","Hdac6",14.265,14.15,17.13,11.73,2.17270733023506,0.152310363143011,8,14.4075,14.1225,-0.0288224984122543
"ENSMUSG00000031165","Was",1.09375,1.03,1.68,0.79,0.307614670837211,0.281247699051164,8,1.035,1.1525,0.154994000996429
"ENSMUSG00000031166","Wdr13",24.21,24.065,27.56,20.55,2.01189320932158,0.0831017434664015,8,24.425,23.995,-0.0256236906910626
"ENSMUSG00000031167","Rbm3",75.1575,76.135,91.81,55.72,10.1378016072801,0.134887424505607,8,76.3575,73.9575,-0.0460727976504023
"ENSMUSG00000031168","Ebp",15.94875,15.68,21.39,11.52,3.05990867043913,0.191858839748515,8,13.645,18.2525,0.41969499729421
"ENSMUSG00000031169","Porcn",37.91125,38.365,41.04,32.14,2.74278501579273,0.0723475225900685,8,37.58,38.2425,0.0252111068924979
"ENSMUSG00000031170","Slc38a5",2.7025,1.745,7.2,1.23,2.04679365977968,0.757370456902748,8,3.9125,1.4925,-1.38976220722782
"ENSMUSG00000031171","FTSJ1",21.625,21.77,23.96,19.42,1.37813538625824,0.0637288039888202,8,20.6475,22.6025,0.130509199976259
"ENSMUSG00000031174","Rpgr",5.8475,5.455,8.54,4.7,1.19042309405402,0.203578126388032,8,5.9275,5.7675,-0.0394709079083022
"ENSMUSG00000031176","Dynlt3",64.0125,63.305,83.06,52.66,9.81768775512559,0.153371415819185,8,69.6525,58.3725,-0.254882275290201
"ENSMUSG00000031189","Aff2",1.9275,2.03,2.63,1.1,0.59386746958271,0.308102448551341,8,2.0425,1.8125,-0.172265498050379
"ENSMUSG00000031196","F8",1.76625,1.725,2.27,1.28,0.378792725077223,0.214461557014705,8,1.735,1.7975,0.0510272116909006
"ENSMUSG00000031197","Vbp1",37.015,39.21,41.05,29.81,4.44685442596385,0.120136550748719,8,35.95,38.08,0.0830394633419675
"ENSMUSG00000031198","Fundc2",12.985,12.82,17.05,9.58,2.33015020975044,0.179449380804808,8,14.8425,11.1275,-0.415572163821788
"ENSMUSG00000031200","Mtcp1",0.84875,0.83,1.23,0.59,0.226932179925444,0.26737222966179,8,0.98,0.7175,-0.449264979761902
"ENSMUSG00000031201","Brcc3",25.45625,24.97,33.5,20.28,3.85419229077711,0.151404558439562,8,25.3525,25.56,0.0117593565051459
"ENSMUSG00000031202","Rab39b",10.47875,10.82,11.61,8.66,1.07767524262712,0.10284387380433,8,9.985,10.9725,0.136044935227438
"ENSMUSG00000031207","Msn",8.08375,7.58,10.49,5.96,1.75416188778899,0.216998532585618,8,9.5625,6.605,-0.533761735250768
"ENSMUSG00000031209","Heph",1.23,1.175,1.88,0.7,0.455349159593885,0.370202568775516,8,1.61,0.85,-0.920725457020606
"ENSMUSG00000031210","Gpr83",3.36125,3.31,4.89,2.47,0.718538944167756,0.213771348209076,8,3.49,3.2325,-0.110543746504877
"ENSMUSG00000031214","Ophn1",16.70375,16.67,18.46,12.93,1.73813477613216,0.104056560720327,8,16.385,17.0225,0.0550639630052461
"ENSMUSG00000031216","Stard8",6.39125,6.155,11.67,3.26,2.59984855328152,0.406782484378098,8,7.5475,5.235,-0.527724890523977
"ENSMUSG00000031217","Efnb1",7.57,6.97,12.11,4.46,2.97083922726992,0.392449039269474,8,5.93,9.21,0.635082420437601
"ENSMUSG00000031221","Igbp1",15.24125,15.71,17.2,10.62,2.06073105959997,0.135207483611906,8,15.0825,15.4,0.030052796606582
"ENSMUSG00000031224","MAGEE2",4.87625,4.885,6.94,2.46,1.27255578042211,0.260970167735884,8,4.1175,5.635,0.45255262292759
"ENSMUSG00000031226","Pbdc1",11.16125,11.04,14.79,8.7,2.15022548651465,0.192650956345808,8,9.8125,12.51,0.350357435480132
