"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","significant"
3.64813832461395e-101,2.3984898304449,0.301,0.057,8.92845373566019e-97,"25","Msx1",TRUE
6.84820634293819e-101,2.02734037038554,0.658,0.245,1.67603002037069e-96,"25","Cfh",TRUE
4.84283243145726e-100,2.50409156419341,0.258,0.043,1.18523480927485e-95,"25","Pear1",TRUE
5.85026917891402e-100,2.53179224344726,0.352,0.076,1.43179487884742e-95,"25","Gm14964",TRUE
1.41370245830476e-99,2.32852299329729,0.278,0.049,3.45989539645508e-95,"25","Fam43a",TRUE
2.25156133678516e-99,2.45165894898765,0.268,0.046,5.510471215648e-95,"25","Adgra2",TRUE
2.61564558458067e-98,2.35609032050916,0.39,0.093,6.40153100370272e-94,"25","Lama2",TRUE
9.05806197764498e-97,1.72207092744575,0.514,0.154,2.21687008840883e-92,"25","Itpr1",TRUE
1.12620978749397e-96,1.52430402753851,0.395,0.094,2.75628583391274e-92,"25","Pdgfrb",TRUE
1.54530923645741e-96,1.51697961401607,0.94,0.661,3.78198982530587e-92,"25","Atp1a2",TRUE
1.93945216204941e-96,1.50616539654186,0.507,0.148,4.74661522139972e-92,"25","Pde1a",TRUE
4.01607698700534e-95,1.95375435988381,0.318,0.065,9.82894681799686e-91,"25","Slc19a1",TRUE
1.13347524641742e-94,0.949522500487142,0.254,0.043,2.774067318082e-90,"25","Tagln",TRUE
1.69915702707568e-94,2.47826670202983,0.323,0.069,4.15851690806502e-90,"25","Tnfsf13",TRUE
6.55508811457912e-94,2.59921807109276,0.306,0.062,1.60429226516209e-89,"25","Lrrk1",TRUE
1.07441739634527e-93,1.46580233610868,0.505,0.14,2.62952913581542e-89,"25","Ahnak",TRUE
7.01380545015821e-91,2.37461978833704,0.421,0.115,1.71655874587172e-86,"25","Afap1",TRUE
1.41131299416631e-88,2.03181500022237,0.56,0.207,3.45404742192264e-84,"25","Slc41a1",TRUE
1.53113271677058e-87,1.98081817575383,0.469,0.143,3.74729421102432e-83,"25","Txndc5",TRUE
1.73937487806904e-86,0.59782210027039,0.593,0.176,4.25694607658616e-82,"25","Pdgfra",TRUE
5.03887407495123e-86,1.08338979359388,0.34,0.072,1.23321404110356e-81,"25","Cdh5",TRUE
1.28201339074866e-85,1.51113411750799,0.416,0.108,3.13759957251826e-81,"25","Apcdd1",TRUE
1.34087590346099e-84,2.1079732653182,0.371,0.094,3.28165968613042e-80,"25","Selenbp1",TRUE
1.35807514866345e-84,2.26538921737228,0.39,0.105,3.32375311883893e-80,"25","Efemp2",TRUE
4.38660307681544e-83,2.13399751970977,0.268,0.053,1.07357723701981e-78,"25","Sod3",TRUE
8.65934082200648e-83,2.98549555415591,0.268,0.055,2.11928707277786e-78,"25","Ecm1",TRUE
1.64599354321802e-82,1.67236765703043,0.352,0.085,4.02840459767179e-78,"25","Igfbp4",TRUE
5.11936230831384e-81,2.20356042233463,0.402,0.113,1.25291273133673e-76,"25","Rell1",TRUE
8.59226718042028e-79,1.96511494721805,0.275,0.058,2.10287146973606e-74,"25","Sulf1",TRUE
1.0500285886381e-78,1.99229531204314,0.266,0.054,2.56983996783288e-74,"25","Dse",TRUE
3.63887138510599e-78,2.06078759630917,0.366,0.097,8.9057738279084e-74,"25","Syn3",TRUE
5.97149058056752e-78,2.54084127009058,0.261,0.054,1.4614626046881e-73,"25","Hspg2",TRUE
1.10084144517077e-77,1.94979915772706,0.545,0.207,2.69419935291095e-73,"25","Phlda1",TRUE
1.59199753194479e-77,2.39569459922073,0.318,0.077,3.89625475968168e-73,"25","Clcn2",TRUE
2.02949658010211e-77,2.18851533682919,0.335,0.084,4.9669899301419e-73,"25","Frmd6",TRUE
3.34190902127307e-77,1.91999726015118,0.361,0.094,8.17898813866371e-73,"25","Ptpn13",TRUE
3.84840625967911e-77,1.98355031227144,0.452,0.141,9.41858947993867e-73,"25","Lhfp",TRUE
6.37633942662107e-76,1.84837215542975,0.577,0.232,1.56054531127124e-71,"25","Gjb6",TRUE
1.44822547263827e-75,2.54409908174554,0.433,0.133,3.5443870217349e-71,"25","Col4a1",TRUE
1.70575370305151e-75,1.57651307850027,0.325,0.079,4.17466161284827e-71,"25","Cox6b2",TRUE
2.60293294353951e-73,1.91357818696494,0.306,0.074,6.37041808601859e-69,"25","Adcy5",TRUE
3.15291703264369e-73,2.47325523077148,0.306,0.074,7.71644914569218e-69,"25","Zic5",TRUE
4.11863450628593e-73,1.50957662552703,0.545,0.196,1.00799460906842e-68,"25","Gng11",TRUE
1.11902194048932e-72,2.04259843937022,0.359,0.099,2.73869429715357e-68,"25","Ggact",TRUE
1.12618891909939e-72,1.722580725263,0.569,0.232,2.75623476060385e-68,"25","Fcgrt",TRUE
6.81873264870667e-72,1.79484778606297,0.505,0.181,1.66881662844447e-67,"25","Rbms1",TRUE
5.63162928232418e-71,1.86604524123899,0.407,0.125,1.37828495055602e-66,"25","Rarres2",TRUE
1.53356024428361e-70,2.21629197325428,0.309,0.077,3.75323534185971e-66,"25","Tmem158",TRUE
1.71412690478469e-69,1.8345252822017,0.414,0.127,4.19515418677005e-65,"25","Slc7a2",TRUE
3.26771349922135e-69,2.64553100081868,0.359,0.106,7.99740201799433e-65,"25","Ppp1r1a",TRUE
6.63030582015045e-69,2.19509072393345,0.282,0.068,1.62270104642362e-64,"25","Atf5",TRUE
5.22795154095465e-68,2.55227847195534,0.579,0.273,1.27948886013324e-63,"25","S100a6",TRUE
1.80264019293327e-67,1.37903610144572,0.385,0.108,4.41178160818488e-63,"25","Csrp2",TRUE
2.93641225974645e-67,1.98519413766269,0.321,0.085,7.18657536450347e-63,"25","Tpst1",TRUE
3.45566112520959e-67,1.986210621487,0.423,0.134,8.45738503783794e-63,"25","Lamb2",TRUE
3.54015669959133e-67,2.28051299387724,0.318,0.084,8.66417950657982e-63,"25","Cthrc1",TRUE
7.60133401640244e-67,1.47126599930031,0.471,0.157,1.86035048717433e-62,"25","Fzd2",TRUE
8.44398480768303e-67,0.274678886174918,0.404,0.112,2.06658084183234e-62,"25","Jcad",TRUE
2.56965153521636e-66,1.66317167013327,0.419,0.133,6.28896516728853e-62,"25","Slc30a10",TRUE
2.58878252628822e-66,1.8103072455854,0.356,0.103,6.33578635483779e-62,"25","Copz2",TRUE
4.40069238191857e-66,1.83108673925238,0.603,0.294,1.07702545355075e-61,"25","Anxa5",TRUE
8.88470408281349e-65,1.27257415649198,0.311,0.077,2.17444247722777e-60,"25","Cgnl1",TRUE
2.34133537772902e-64,1.89610214835884,0.45,0.159,5.730184203454e-60,"25","Svil",TRUE
6.54606467247585e-64,1.35441678414255,0.555,0.216,1.60208386794174e-59,"25","Vim",TRUE
8.9228774373296e-63,1.03564897084872,0.366,0.101,2.18378502401205e-58,"25","Itga1",TRUE
5.12950230444051e-62,1.72756543013138,0.514,0.208,1.25539439398877e-57,"25","Cpq",TRUE
2.72397910971081e-61,1.52652348035017,0.617,0.299,6.66666647310623e-57,"25","Nr2f2",TRUE
3.26061770161384e-61,1.82452855723472,0.368,0.113,7.98003576292971e-57,"25","Eva1b",TRUE
7.70761539331969e-61,1.98064305966127,0.323,0.092,1.88636179136106e-56,"25","Fmo1",TRUE
1.05140119137495e-60,1.8001097146285,0.354,0.106,2.57319927577105e-56,"25","Rab13",TRUE
2.29114915390807e-60,1.43530480478456,0.55,0.233,5.60735843927462e-56,"25","Sept11",TRUE
3.0552173112972e-60,1.95780325857119,0.376,0.118,7.47733884766876e-56,"25","Mmp14",TRUE
3.66285605519136e-60,1.57336904617958,0.443,0.155,8.96447390947534e-56,"25","Cdkn1c",TRUE
7.31452569148902e-60,1.7712273647021,0.627,0.365,1.79015701773502e-55,"25","Atp1b3",TRUE
2.74120348123624e-59,1.70601868555576,0.325,0.093,6.70882139997757e-55,"25","Ltbp3",TRUE
2.87847834997134e-59,1.83332061795409,0.323,0.093,7.04478791371986e-55,"25","Phldb2",TRUE
2.97944943559419e-57,1.78818872583124,0.435,0.159,7.29190454867321e-53,"25","Notch2",TRUE
2.85607369864415e-56,1.858788919474,0.325,0.096,6.9899547700617e-52,"25","Rhoj",TRUE
2.188880831253e-55,0.962363018440471,0.428,0.154,5.35706694640858e-51,"25","Dab2",TRUE
3.75183223919343e-55,1.64162783793824,0.354,0.112,9.182234222202e-51,"25","Rcn1",TRUE
6.692859914468e-55,0.745875698103257,0.577,0.217,1.6380105354669e-50,"25","Olfml3",TRUE
9.87876399059944e-55,0.575117536796418,0.457,0.154,2.41772869905931e-50,"25","Hspb1",TRUE
5.44917000762818e-54,1.50165449874539,0.361,0.118,1.33362986766692e-49,"25","Acsl1",TRUE
1.69584277574463e-53,1.23627202739516,0.347,0.107,4.1504056093574e-49,"25","Pdlim2",TRUE
2.36888446503635e-53,1.86233921966363,0.316,0.095,5.79760783972997e-49,"25","Il13ra1",TRUE
3.60661441487807e-53,0.86291992343808,0.531,0.217,8.8268281189726e-49,"25","Ramp2",TRUE
8.4138346710338e-53,1.92399862651397,0.644,0.371,2.05920189738881e-48,"25","Alcam",TRUE
1.28432848293179e-52,2.12308798092991,0.273,0.076,3.14326552912726e-48,"25","Arfgap3",TRUE
2.86201975271554e-52,1.31037986528202,0.713,0.484,7.00450714279601e-48,"25","Pgrmc1",TRUE
4.85214021889974e-52,2.01074365204362,0.275,0.077,1.18751279717352e-47,"25","Adamts10",TRUE
9.29911889789906e-52,1.96317169396618,0.27,0.075,2.27586635907182e-47,"25","Ptpn14",TRUE
2.35060091809683e-51,1.55209799312465,0.311,0.094,5.75286068695017e-47,"25","Gstt1",TRUE
1.19449466192387e-50,1.10566565252182,0.773,0.59,2.92340623559247e-46,"25","Cd63",TRUE
1.76914452064818e-50,1.74368147411235,0.299,0.091,4.32980429983436e-46,"25","Ephx1",TRUE
2.3114018382696e-50,1.5831858371283,0.572,0.307,5.65692485898101e-46,"25","Wls",TRUE
4.26380054931142e-50,1.71943904380005,0.292,0.086,1.04352254643848e-45,"25","Prkag2",TRUE
1.25415542469124e-49,1.58678621358405,0.507,0.22,3.06941998638933e-45,"25","Vcam1",TRUE
1.65934104653067e-49,1.8268995730124,0.256,0.069,4.06107127727915e-45,"25","Dock6",TRUE
3.02590986524883e-49,2.02986825066514,0.34,0.113,7.40561180420998e-45,"25","Col4a2",TRUE
2.01496650341156e-48,1.63800508894385,0.512,0.229,4.93142902044944e-44,"25","Fgfr1",TRUE
2.41185088416738e-48,1.7206781620821,0.328,0.108,5.90276385391124e-44,"25","Man2a1",TRUE
1.8965793449135e-47,1.78470486590804,0.318,0.104,4.64168828874129e-43,"25","Slc29a1",TRUE
8.88538610561552e-47,1.15400335806022,0.615,0.313,2.17460939548834e-42,"25","Id3",TRUE
3.55094732081041e-46,1.08511089548953,0.323,0.1,8.6905884729514e-42,"25","Rbpms",TRUE
1.58825938877022e-45,1.46700015799872,0.584,0.319,3.88710602807623e-41,"25","Myl12a",TRUE
1.65092875971868e-45,1.67046959763377,0.404,0.158,4.04048304653551e-41,"25","Tnfsf12",TRUE
1.87506296092119e-45,1.46647715304118,0.342,0.116,4.58902909055853e-41,"25","Sh3d19",TRUE
1.93945507949596e-45,1.60444688263933,0.49,0.223,4.7466223615584e-41,"25","Mdk",TRUE
2.16189180224689e-45,1.9232229626022,0.263,0.079,5.29101399681904e-41,"25","Rnd3",TRUE
3.30759453694591e-45,1.63491133427907,0.366,0.136,8.09500686972141e-41,"25","Sh3bp5",TRUE
5.20543151538461e-45,1.93833125317536,0.254,0.073,1.27397730907523e-40,"25","Sntb2",TRUE
7.68540753410985e-45,1.79219781166056,0.366,0.136,1.88092663989804e-40,"25","Plxna2",TRUE
2.78582331835386e-44,0.85230972109223,0.629,0.307,6.81802398933923e-40,"25","Maf",TRUE
6.65444388374477e-44,1.41671406132963,0.572,0.306,1.62860859610769e-39,"25","Hlf",TRUE
9.27588317159098e-44,1.13811594830282,0.481,0.206,2.27017964741518e-39,"25","Kcnk2",TRUE
8.26656749473028e-43,1.18969687037945,0.653,0.388,2.02315972866029e-38,"25","Selenom",TRUE
9.3750703709511e-43,1.22416274327521,0.258,0.077,2.29445472258657e-38,"25","Sept6",TRUE
1.02813618960401e-42,1.18986151089084,0.306,0.101,2.51626051043685e-38,"25","Slc24a3",TRUE
1.93671811481709e-42,1.44827040558984,0.553,0.301,4.73992391420334e-38,"25","March6",TRUE
4.27572555536981e-42,0.490644693789932,0.328,0.105,1.04644107242121e-37,"25","Tm4sf1",TRUE
7.18223422037531e-41,1.39674284970977,0.33,0.12,1.75778000309465e-36,"25","Robo1",TRUE
2.01067221125074e-40,0.778563690187917,0.828,0.72,4.92091916981507e-36,"25","Myl6",TRUE
2.32097493694848e-40,1.37925893174084,0.414,0.174,5.68035406068771e-36,"25","Cd151",TRUE
5.38900330554804e-40,1.89807515023769,0.28,0.093,1.31890466899983e-35,"25","Runx1t1",TRUE
5.45313979113762e-40,1.53678615898547,0.34,0.126,1.33460143248302e-35,"25","Pdpn",TRUE
7.41439188149109e-40,1.45487185785575,0.335,0.121,1.81459826907613e-35,"25","Cast",TRUE
1.26193689017747e-39,1.29103738750187,0.567,0.305,3.08846434502033e-35,"25","Cd302",TRUE
4.61739563679671e-39,1.49386848775469,0.325,0.117,1.13006140814963e-34,"25","Abhd14b",TRUE
1.1328808138721e-38,1.54795672684682,0.385,0.16,2.77261250387058e-34,"25","Fkbp9",TRUE
1.28933436774374e-38,1.4478509841215,0.251,0.078,3.15551693161602e-34,"25","Shc1",TRUE
1.88171037423874e-38,1.26678723912063,0.344,0.127,4.60529796991188e-34,"25","Oaf",TRUE
1.90207326814796e-38,0.706718460935013,0.278,0.09,4.65513411646533e-34,"25","Dnajc6",TRUE
1.93383794180897e-38,2.01460442244952,0.273,0.09,4.73287497878328e-34,"25","Spsb2",TRUE
2.02739238804958e-38,0.611871225319538,0.306,0.1,4.96184013051254e-34,"25","Cavin1",TRUE
2.68206738172031e-38,1.02679085486894,0.545,0.27,6.56409171002228e-34,"25","Arl4a",TRUE
7.9429657788878e-38,1.14722766815138,0.359,0.14,1.943961444725e-33,"25","Mgst1",TRUE
1.48868992216011e-37,1.5655866201507,0.275,0.091,3.64341971549466e-33,"25","Eya1",TRUE
4.84626406184901e-37,1.46507122876919,0.347,0.137,1.18607466649693e-32,"25","Myadm",TRUE
9.09661156020528e-37,1.33244162994905,0.545,0.306,2.22630471324464e-32,"25","Imp3",TRUE
1.7220860783879e-36,1.35031312308697,0.467,0.232,4.21463346824654e-32,"25","Prdx4",TRUE
3.22460629215991e-36,1.48710582968926,0.27,0.092,7.89190143943215e-32,"25","Efnb1",TRUE
3.87152419456045e-36,0.95702935202138,0.617,0.378,9.47516831376725e-32,"25","Nenf",TRUE
6.89404138445073e-36,1.26641941702889,0.256,0.084,1.68724768843047e-31,"25","H2afy2",TRUE
7.44016204859376e-36,1.2688012688883,0.462,0.216,1.82090525977284e-31,"25","Sdc2",TRUE
1.00601814625216e-35,1.29708309758615,0.254,0.082,2.46212881113753e-31,"25","Hmgcs2",TRUE
1.79626763465261e-35,0.408060265521765,0.998,0.99,4.3961854090488e-31,"25","mt-Cytb",TRUE
2.08192151868907e-35,1.15591365801569,0.333,0.127,5.09529472483962e-31,"25","Lmna",TRUE
3.09774376975229e-35,1.2019568116703,0.34,0.133,7.58141810209176e-31,"25","Zfp385a",TRUE
3.80841945125829e-35,1.32711085283026,0.419,0.187,9.32072576500954e-31,"25","Akap7",TRUE
3.98753104211293e-35,1.26854091173265,0.292,0.105,9.75908347246719e-31,"25","Arhgef25",TRUE
1.54615772074306e-34,1.11245692235223,0.39,0.159,3.78406640574658e-30,"25","Abca9",TRUE
1.94695424501392e-34,1.26120886661805,0.648,0.466,4.76497581924708e-30,"25","Selenos",TRUE
2.26913785815381e-34,0.872838992147851,0.385,0.159,5.55348799404563e-30,"25","Agpat4",TRUE
3.78128055956113e-34,0.71981118034964,0.737,0.498,9.2543060414699e-30,"25","Tmsb10",TRUE
1.10854478933004e-33,0.985177607341161,0.337,0.134,2.71305251740635e-29,"25","Flna",TRUE
9.57318571878004e-33,0.852496011287992,0.749,0.575,2.34294147281423e-28,"25","Ctsl",TRUE
3.73842811872077e-32,1.14700594919096,0.438,0.211,9.14942897775721e-28,"25","Tmem205",TRUE
8.93608032371159e-32,0.992173906889101,0.44,0.206,2.18701629842517e-27,"25","Afdn",TRUE
1.40952588950547e-31,1.04934255816483,0.313,0.122,3.44967366197568e-27,"25","Myo1b",TRUE
1.43761089595395e-31,1.36545767081551,0.263,0.092,3.51840890675769e-27,"25","Zfp536",TRUE
2.71857059421339e-31,0.886659411346069,0.533,0.262,6.65342967227784e-27,"25","Ctsh",TRUE
6.12545076383622e-31,0.863942348721795,0.261,0.092,1.49914281994128e-26,"25","Adcy1",TRUE
1.88071300074488e-30,1.48881528995192,0.321,0.133,4.60285699802301e-26,"25","Aga",TRUE
2.86339317005545e-30,0.564225914958745,0.892,0.831,7.00786844439371e-26,"25","Itm2b",TRUE
3.61391583726992e-30,0.808115248657764,0.447,0.213,8.84469762013441e-26,"25","Tpm4",TRUE
8.41608253915314e-30,1.11054087368922,0.452,0.226,2.05975204063234e-25,"25","Cebpb",TRUE
1.10610370970466e-29,1.25899375015486,0.478,0.254,2.70707821913119e-25,"25","Pmp22",TRUE
2.97226691994144e-29,1.37336088648153,0.256,0.094,7.27432605986468e-25,"25","E130308A19Rik",TRUE
5.89260269129404e-29,1.08383938173337,0.385,0.177,1.4421555826673e-24,"25","Pdxk",TRUE
9.76881667812823e-29,0.783872223687198,0.72,0.599,2.3908201938051e-24,"25","Rabac1",TRUE
1.2588544599921e-28,1.22264957772655,0.256,0.094,3.08092040538465e-24,"25","Mpped2",TRUE
2.7463715150856e-28,1.31226199382721,0.301,0.123,6.72146964602051e-24,"25","Snx21",TRUE
3.56295239527953e-28,1.12428495789783,0.498,0.285,8.71996969220712e-24,"25","Srpr",TRUE
4.36932581213673e-28,1.6066801009744,0.33,0.147,1.06934879926234e-23,"25","Gas1",TRUE
5.34488618363551e-28,1.1592481534405,0.622,0.457,1.30810744458295e-23,"25","Slc3a2",TRUE
5.90187659862037e-28,0.952390667918136,0.605,0.39,1.44442527874635e-23,"25","Aldh2",TRUE
6.15243769379015e-28,0.884906589673328,0.742,0.636,1.5057476011782e-23,"25","Itm2c",TRUE
1.25435159621587e-27,0.756346672038143,0.689,0.503,3.06990009657871e-23,"25","Nedd4",TRUE
1.33845440489156e-27,1.24379932528228,0.385,0.184,3.2757333105316e-23,"25","Ginm1",TRUE
1.45928819738056e-27,1.21536931444646,0.388,0.185,3.57146193426918e-23,"25","Il11ra1",TRUE
1.51873530227526e-27,1.31587392375762,0.321,0.136,3.71695277878848e-23,"25","Ier5l",TRUE
1.64644909411739e-27,1.34421918686415,0.321,0.136,4.02951951294291e-23,"25","Siva1",TRUE
3.00786018396103e-27,1.0632723157507,0.256,0.095,7.36143701422622e-23,"25","Tmem204",TRUE
1.05479215775632e-26,0.25701509345583,0.524,0.306,2.58149832689281e-22,"25","Snhg11",TRUE
1.19180578853158e-26,1.03393335703035,0.416,0.204,2.9168254868522e-22,"25","Srgn",TRUE
2.16153546189312e-26,1.2672560592753,0.354,0.166,5.29014188943723e-22,"25","Ikbip",TRUE
1.15870189587202e-25,0.962153439936508,0.421,0.215,2.83580701995717e-21,"25","Serpinb6a",TRUE
3.07146918554496e-25,1.43988375043801,0.344,0.162,7.51711368470274e-21,"25","Creb3l2",TRUE
3.69836543447102e-25,0.828434688572399,0.33,0.143,9.05137956432439e-21,"25","Wwtr1",TRUE
1.00581692791182e-24,1.06957457406495,0.287,0.119,2.46163634937138e-20,"25","Axin2",TRUE
1.09794561774909e-24,1.16543150651487,0.344,0.161,2.68711210487911e-20,"25","Rab34",TRUE
1.68684907384095e-24,1.12826294771961,0.318,0.141,4.12839442331835e-20,"25","Syne2",TRUE
1.90676091738821e-24,1.04370344769293,0.423,0.215,4.66660666921592e-20,"25","Mir100hg",TRUE
2.17131737884395e-24,0.899173439959085,0.414,0.207,5.31408215298269e-20,"25","Tspo",TRUE
3.51239128965762e-24,1.27620784107362,0.306,0.137,8.59622644230806e-20,"25","Mical3",TRUE
4.9059937023442e-24,1.06440184577935,0.445,0.242,1.20069289871172e-19,"25","Por",TRUE
6.14707947355016e-24,1.06841928783739,0.45,0.254,1.50443623035667e-19,"25","Il6st",TRUE
6.82619230626895e-24,0.934443857950211,0.287,0.119,1.67064230503626e-19,"25","Nkd1",TRUE
8.96218086306794e-24,1.14894255864736,0.483,0.288,2.19340414442725e-19,"25","Tcn2",TRUE
1.03265687806524e-23,0.931986688695632,0.342,0.161,2.52732444337686e-19,"25","Rnf181",TRUE
1.59447891027823e-23,1.03086147320669,0.254,0.103,3.90232768501493e-19,"25","Mgat3",TRUE
2.59892900772343e-23,0.704675307127814,0.538,0.33,6.36061885350233e-19,"25","Ifi27",TRUE
3.8466509265675e-23,0.754499340648109,0.289,0.121,9.41429347768129e-19,"25","Efnb3",TRUE
5.46695951469718e-23,1.72647496196612,0.273,0.117,1.33798367162699e-18,"25","Mgp",TRUE
7.57420487257829e-23,0.960192972242949,0.383,0.193,1.85371090051481e-18,"25","Fdx1",TRUE
1.43189025156885e-22,0.892677622243234,0.579,0.394,3.5044082016896e-18,"25","Cnpy2",TRUE
2.49984999838875e-22,1.01249302923252,0.411,0.226,6.11813288605663e-18,"25","Kdelr2",TRUE
2.61393095612866e-22,0.859999327847662,0.469,0.269,6.39733462202929e-18,"25","Foxp1",TRUE
3.74327431558872e-22,1.02227003087905,0.289,0.129,9.16128955997183e-18,"25","Tmed1",TRUE
4.12414125005388e-22,0.418744194341899,0.562,0.301,1.00934232953819e-17,"25","Cyba",TRUE
5.37593723057136e-22,0.77251184681221,0.514,0.311,1.31570687781004e-17,"25","Cstb",TRUE
4.57679756937613e-21,1.00835978237914,0.455,0.265,1.12012543712911e-16,"25","1810058I24Rik",TRUE
7.51780032969868e-21,0.699816582883495,0.811,0.633,1.83990645269045e-16,"25","Sparc",TRUE
1.13095183934682e-20,1.08085593258737,0.411,0.229,2.7678915316174e-16,"25","Errfi1",TRUE
2.61685733226895e-20,0.328267511440381,0.545,0.293,6.40449663499503e-16,"25","Fxyd1",TRUE
3.44074980308573e-20,0.898715102865619,0.514,0.337,8.42089106807201e-16,"25","Ift20",TRUE
4.19577784236106e-20,1.15812847592418,0.366,0.198,1.02687466913945e-15,"25","Hist1h1c",TRUE
6.27232031110896e-20,0.304229009963422,0.608,0.352,1.53508767294081e-15,"25","Trf",TRUE
7.00921063938415e-20,0.833432362105731,0.457,0.272,1.71543421188288e-15,"25","Dhrs7",TRUE
1.26552275890228e-19,1.23895802768852,0.471,0.313,3.09724040013744e-15,"25","Mpp6",TRUE
1.76956278653786e-19,0.771977154966037,0.404,0.22,4.33082796377276e-15,"25","Cavin3",TRUE
2.53583825304509e-19,0.852008426610659,0.586,0.426,6.20621054050255e-15,"25","Dnajc3",TRUE
2.73755550440759e-19,0.700791353706814,0.426,0.243,6.69989334148713e-15,"25","Pds5b",TRUE
4.3277578259402e-19,1.19849651546797,0.378,0.212,1.0591754503206e-14,"25","Stim1",TRUE
7.15930940085037e-19,0.912791730671143,0.486,0.309,1.75216938276412e-14,"25","Tcf12",TRUE
2.65546011690756e-18,0.809179554482695,0.421,0.248,6.49897309011956e-14,"25","Acadsb",TRUE
3.06063833677928e-18,1.21665620337788,0.278,0.132,7.49060626543362e-14,"25","Mllt3",TRUE
3.27005763512315e-18,0.678406198783473,0.325,0.159,8.00313905620041e-14,"25","Rras",TRUE
4.08931594622617e-18,0.788878454283007,0.586,0.436,1.00081918467939e-13,"25","Sec61b",TRUE
5.700828627127e-18,0.92658348238821,0.278,0.131,1.39522079820306e-13,"25","Nxn",TRUE
6.2223334280863e-18,0.812347141613261,0.416,0.242,1.52285388318984e-13,"25","Tmod3",TRUE
6.49321009472097e-18,0.671116779078519,0.689,0.597,1.58914823858201e-13,"25","Gabarap",TRUE
7.01408536383018e-18,0.702914153611587,0.593,0.422,1.7166272519438e-13,"25","Tjp1",TRUE
9.26796638726773e-18,1.09479435448998,0.256,0.118,2.2682420936199e-13,"25","Iah1",TRUE
1.14252858597138e-17,1.68960874065908,0.328,0.175,2.79622446130637e-13,"25","Gsdme",TRUE
1.17304687805483e-17,0.922904478476359,0.388,0.22,2.8709149293514e-13,"25","Aprt",TRUE
1.26071323251736e-17,0.757341634034453,0.371,0.201,3.08546956526299e-13,"25","Arl2",TRUE
1.6093020609518e-17,0.734356754977801,0.349,0.191,3.93860586397345e-13,"25","Insig2",TRUE
1.73725888982118e-17,0.857157496518808,0.364,0.193,4.25176740694835e-13,"25","Tnfrsf1a",TRUE
2.29449511965478e-17,0.64174892733696,0.402,0.228,5.61554735584311e-13,"25","Glrb",TRUE
2.65164590973909e-17,0.913925853377399,0.376,0.205,6.48963819949544e-13,"25","Pros1",TRUE
2.97679337020027e-17,0.888338870132402,0.287,0.139,7.28540409422814e-13,"25","Btg3",TRUE
4.03459024035499e-17,0.789248635730186,0.476,0.294,9.87425615424481e-13,"25","Ifnar2",TRUE
4.93203447825913e-17,0.816814853376124,0.33,0.173,1.20706611820914e-12,"25","Slc20a2",TRUE
6.03477315344393e-17,0.576204390024916,0.45,0.266,1.47695038157387e-12,"25","Rora",TRUE
6.98893509373522e-17,0.625090014989407,0.567,0.389,1.71047197484076e-12,"25","Lmo4",TRUE
8.31792325932875e-17,0.705253302495209,0.462,0.285,2.03572853848812e-12,"25","Ssr2",TRUE
9.13255674888235e-17,0.733486414509534,0.562,0.399,2.23510193872147e-12,"25","Sdf4",TRUE
9.34847397853079e-17,0.612424166036304,0.586,0.407,2.28794552150563e-12,"25","Add3",TRUE
9.7361331741277e-17,0.827767251099166,0.318,0.168,2.38282123303601e-12,"25","Pgd",TRUE
1.10497211442939e-16,0.84416112884163,0.536,0.366,2.70430875285449e-12,"25","Bcap31",TRUE
1.40310396340128e-16,1.115748826637,0.299,0.156,3.43395664002828e-12,"25","Gnb4",TRUE
1.5090336517142e-16,0.738579115781876,0.251,0.119,3.69320895920533e-12,"25","Eml2",TRUE
1.76406322304023e-16,0.447266267961099,0.565,0.379,4.31736833206867e-12,"25","Tceal9",TRUE
3.3369887320609e-16,0.579064514028968,0.376,0.202,8.16694622284584e-12,"25","Ntrk3",TRUE
3.36503802084793e-16,0.909018496481996,0.316,0.166,8.23559405222323e-12,"25","Prxl2c",TRUE
3.67126377433478e-16,0.597497352284282,0.787,0.701,8.98505096130693e-12,"25","Tcf4",TRUE
3.71110579612788e-16,0.396519022115775,0.768,0.689,9.08256032544337e-12,"25","Gpx4",TRUE
5.61435394271351e-16,0.838411353417341,0.376,0.209,1.3740569839397e-11,"25","Bmpr1a",TRUE
5.77223212501807e-16,0.6577371447614,0.409,0.236,1.41269609027692e-11,"25","Rhoc",TRUE
6.35343586120623e-16,0.818818451199831,0.333,0.176,1.55493989267161e-11,"25","Tead1",TRUE
7.02005245642861e-16,0.648438506775392,0.373,0.215,1.71808763818634e-11,"25","Tex264",TRUE
8.68921833240282e-16,0.439712682457003,0.797,0.712,2.12659929467227e-11,"25","Ndufa13",TRUE
9.46917685514076e-16,0.837703148649066,0.388,0.228,2.31748634352715e-11,"25","Bcl7c",TRUE
1.23577112157042e-15,0.627824140547218,0.488,0.315,3.02442624293145e-11,"25","Rbbp7",TRUE
1.89197877190256e-15,0.636763052953184,0.366,0.201,4.63042884635431e-11,"25","Iqgap1",TRUE
2.10322311981141e-15,0.536502417827509,0.51,0.351,5.14742826342645e-11,"25","Nop10",TRUE
2.28755691055334e-15,0.724556889316668,0.644,0.489,5.59856678288825e-11,"25","Lrp1",TRUE
