gene,lfc,pval,adj_pval,stat,mean_oud,mean_ctrl,effect_size,significant,significant_strict
MKNK1,-0.004864453102139669,5.370295097506528e-09,7.963858276084816e-09,-5.8375512816289135,0.07831123,0.083175555,-0.052487835,False,False
CYP4X1,-0.0008321437537798671,0.0,0.0,-22.19146833459832,0.0016166574,0.0024488077,-0.19958976,False,False
TAL1,-0.0052454309606058454,0.0,0.0,-13.430512170369711,0.009378336,0.014623727,-0.120763086,False,False
AGBL4,0.00686949502759814,2.2515322939398175e-13,3.756727965416825e-13,7.3374667162383025,0.09477809,0.08790872,0.06597459,False,False
AC099788.1,0.00013942458349000935,0.05324104562478049,0.05986624320627492,1.933062654509142,0.0027665365,0.002627117,0.017382953,False,False
ELAVL4,-0.004991614530420397,0.0,0.0,-24.98273211646852,0.010540951,0.015532569,-0.22464448,False,False
AL592182.1,1.2946539991103936e-05,1.280497485822707e-09,1.922668897631692e-09,6.072385016636019,2.0003037e-05,7.0566102e-06,0.054854576,False,False
ECHDC2,0.001223993506100163,0.020149815891795653,0.023187360059603743,2.3237121011902304,0.03978575,0.03856209,0.02088846,False,False
PODN,-0.00042249998088139933,0.0,0.0,-9.148627585866793,0.00090104016,0.0013235364,-0.082277164,False,False
SLC1A7,-0.00017666488223961645,0.0,0.0,-8.644133657134667,0.00043805077,0.00061471266,-0.07776044,False,False
ACOT11,-0.004566104769767593,2.977840196649595e-12,4.831541692779224e-12,-6.982631273626645,0.06304627,0.06761245,-0.06278655,False,False
MROH7,0.0012772169263586713,0.010156197634672015,0.01190644505823214,2.5706832613554225,0.03716267,0.035885707,0.02311025,False,False
TMEM61,0.00021816211186889643,0.0,0.0,17.197965880036264,0.0005902209,0.00037205665,0.15475859,False,False
FYB2,-0.0007118074843316783,0.0,0.0,-15.498525714132573,0.000741243,0.0014530496,-0.13938549,False,False
DAB1,-0.08627524320530298,0.0,0.0,-38.297226014333006,0.37968233,0.46595705,-0.34435034,False,False
JUN,0.00448762108998833,8.960809871894071e-11,1.400856155064211e-10,6.486628039303529,0.11704289,0.11255578,0.058318984,False,False
C1orf87,0.00014283039159482226,0.19134102852422008,0.20707903519937237,1.306661684632807,0.007479112,0.0073362673,0.011751153,False,False
LINC01748,-0.004113604224216923,5.768920408044664e-08,8.241314868635235e-08,-5.427660228614451,0.045174662,0.049288098,-0.04880165,False,False
AC099792.1,-0.006054042775045038,0.0,0.0,-9.064947885031106,0.027807502,0.033861533,-0.08150887,False,False
NFIA-AS2,-0.0008284724756794473,1.658482462030264e-06,2.258487238352607e-06,-4.792404614669806,0.010670552,0.011499001,-0.04309232,False,False
KANK4,-0.013673560908674887,0.0,0.0,-15.2125326652025,0.022808187,0.036481667,-0.13678478,False,False
DOCK7,0.025710150032403158,0.0,0.0,25.861352411190886,0.2726846,0.24697419,0.23253809,False,False
AC103923.1,-0.00033028625778800335,0.028985993791813103,0.03302619877532826,-2.1838173116167097,0.0058360323,0.0061663254,-0.019637568,False,False
CACHD1,0.0012045049231895716,0.231695632169858,0.249135088354686,1.1960347615864642,0.043290365,0.042085834,0.010754536,False,False
RAVER2,-0.0024317029563741335,0.0,0.0,-9.117495831991105,0.020577954,0.023009596,-0.08198131,False,False
AK4,0.016968952597602293,0.0,0.0,44.82545168407994,0.034919932,0.017951094,0.40305758,False,False
TCTEX1D1,-0.0003763802854698971,1.4132175429892868e-08,2.0610853811219545e-08,-5.67387621434947,0.0013408073,0.0017171896,-0.051024765,False,False
IL12RB2,0.007071762411106577,0.0,0.0,29.928228944957986,0.023940746,0.016869007,0.26911122,False,False
GADD45A,0.004726164252229501,0.0,0.0,37.55283434591966,0.013656024,0.0089298505,0.33768496,False,False
GNG12,0.019324384193835236,0.0,0.0,35.78263961518877,0.06406619,0.044741806,0.3217468,False,False
GNG12-AS1,0.020296734295972087,0.0,0.0,47.247717524633785,0.046009813,0.02571311,0.42483875,False,False
WLS,0.02193161591841188,0.0,0.0,37.97519464163383,0.09649419,0.07456303,0.34145424,False,False
RPE65,0.00025926594476372966,0.0,0.0,18.640373193599398,0.0006871208,0.00042785675,0.16772388,False,False
ERICH3-AS1,-0.0008893422284642122,0.0,0.0,-37.29130499582598,0.000560745,0.0014500858,-0.33544502,False,False
SLC44A5,0.007197876144527058,2.038639834722744e-08,2.9631392946551515e-08,5.610718688282354,0.1655431,0.1583448,0.050452273,False,False
ST6GALNAC5,0.0005261465643425891,0.6895157517850545,0.7050263310685629,0.39951747612381333,0.069563605,0.069037646,0.0035910215,False,False
AC103591.3,-0.0005555856575532417,5.920816881221924e-08,8.442229393377269e-08,-5.423012199935123,0.0032054821,0.0037610752,-0.048766587,False,False
PTGFR,-0.00029096983460862806,0.002049392795158811,0.00249722923861756,-3.08334035026165,0.0013370743,0.0016280413,-0.027726607,False,False
IFI44L,-0.0007198351573324223,0.15760096443849503,0.17124335143624958,-1.4132334534424151,0.016428486,0.01714834,-0.012707733,False,False
ADGRL4,-0.001490004902931398,1.0321443255634222e-08,1.5134081019991527e-08,-5.727515773731304,0.013536643,0.015026656,-0.05150141,False,False
ADGRL2,0.001192713035420244,5.249762847059358e-05,6.785561629115931e-05,4.045002048224963,0.023017477,0.021824785,0.036371388,False,False
MCOLN2,0.0002218030504880524,0.03420354040806495,0.03880885825423406,2.1177933283518913,0.0062673003,0.0060454975,0.019044003,False,False
AL078459.1,0.010946469744567169,0.0,0.0,25.60827340559783,0.076329164,0.06538289,0.23025896,False,False
DDAH1,-0.005452699439524087,9.52821155308925e-10,1.4356923485317806e-09,-6.119738506022576,0.057912897,0.06336587,-0.05502922,False,False
CCN1,0.0007508474256034038,2.81776824095914e-10,4.317315997383769e-10,6.3113552606757075,0.003927709,0.0031768722,0.056752723,False,False
GBP1,0.003280221632093074,0.0,0.0,31.138200243615007,0.0055211745,0.0022409484,0.28000703,False,False
GBP2,0.004038284631609645,0.0,0.0,18.514226629257212,0.009864393,0.005826087,0.1664798,False,False
GBP4,-0.00033256762665121386,0.00039856475184008033,0.000499246035707825,-3.5415665269899486,0.003843619,0.004176205,-0.03184925,False,False
GBP5,9.885975100615644e-06,0.9029939489736327,0.9084446166736748,0.12188151223201892,0.0006349797,0.000625094,0.0010960054,False,False
AC099063.1,-9.541466020529028e-05,1.4917023275273777e-05,1.9714127676573274e-05,-4.330862943396851,6.320079e-05,0.00015861569,-0.03895874,False,False
AC098656.1,-0.0006624723349516473,0.0,0.0,-10.271409222932403,0.003056148,0.0037186027,-0.09236749,False,False
AL627316.1,-0.0036062845864695318,0.0,0.0,-18.668558840648856,0.00083088945,0.0044371695,-0.16786745,False,False
TGFBR3,0.024300621347771063,0.0,0.0,50.94396955581224,0.052746985,0.028446272,0.45807585,False,False
GFI1,-0.00011075278972682223,1.4956899496709752e-08,2.1803060490830542e-08,-5.664143252237742,0.0006588241,0.0007695751,-0.050954364,False,False
FNBP1L,0.0035117403959111595,9.239276010930553e-12,1.475922685452165e-11,6.821489608232009,0.06253033,0.059018597,0.061336752,False,False
BCAR3,0.00948775508801733,0.0,0.0,15.725401797862022,0.088658474,0.07917064,0.1413991,False,False
ABCA4,-0.0002977230625028437,3.3306690738754696e-15,5.779067218985777e-15,-7.882956237978278,0.002452866,0.0027505797,-0.0708963,False,False
ARHGAP29,-0.00197542068788394,3.324943096383315e-05,4.340656783790228e-05,-4.15082958302868,0.010740695,0.012716132,-0.037323438,False,False
F3,0.013851000010883737,0.0,0.0,23.864335172771913,0.04306454,0.02921358,0.21458012,False,False
SLC44A3,0.020672271721534984,0.0,0.0,75.42464726762859,0.037894063,0.017221814,0.67820734,False,False
CNN3,0.034034787196538775,0.0,0.0,32.94751477193829,0.25001776,0.21598296,0.2962518,False,False
MIR137HG,0.005474823445446869,0.0,0.0,21.278560907672787,0.026776886,0.02130198,0.19133726,False,False
LINC01776,0.00030471574593841585,2.6836333155699776e-10,4.1202149164329237e-10,6.318911267655504,0.0019549134,0.0016502037,0.056827273,False,False
PLPPR5,-0.02147541027160128,0.0,0.0,-45.97838257639783,0.02647954,0.04795486,-0.41342342,False,False
PALMD,-0.0005280329910399232,0.0005409836600243079,0.0006753853433511958,-3.4600973031106492,0.0035521635,0.0040801936,-0.031113446,False,False
FRRS1,-0.0034522825499205007,0.0,0.0,-32.42949217189185,0.004939959,0.008392249,-0.2916188,False,False
CDC14A,-0.005500093810154898,0.0,0.0,-12.130146077723658,0.08888174,0.09438186,-0.10907163,False,False
VCAM1,-7.544734721958126e-05,0.04621849729677763,0.05210653584755088,-1.9935028481016792,0.00050200056,0.00057744543,-0.017928764,False,False
S1PR1,0.00010602531819641281,0.19192410940960758,0.20756032019784526,1.3049474932721505,0.003921555,0.0038155245,0.011735476,False,False
OLFM3,-0.009480201211625357,0.0,0.0,-29.270528442213447,0.016924562,0.026404766,-0.2631952,False,False
AC114485.1,-0.09508897755636296,0.0,0.0,-63.326273899613966,0.05058954,0.14567903,-0.5694074,False,False
COL11A1,0.0015646173980884083,0.17897279515316922,0.19397340515155623,1.343966540679337,0.07231563,0.070751,0.012084578,False,False
NTNG1,-0.004333470112056897,6.993277855471547e-06,9.328516481287078e-06,-4.4949544080688275,0.03768089,0.042014454,-0.040417835,False,False
VAV3,-0.005874494999362581,0.0,0.0,-15.714431815180102,0.028980905,0.034855362,-0.14129974,False,False
FAM102B,0.007755059429764571,0.0,0.0,16.85108495161173,0.09359895,0.085843705,0.15152399,False,False
AHCYL1,0.025182272609798058,0.0,0.0,16.323272377020494,0.40011442,0.37493032,0.14678288,False,False
SLC6A17,0.0010651739156478585,0.0,0.0,11.436784564123347,0.0031565216,0.0020913396,0.102846004,False,False
AL365361.1,-0.0008435674366264337,0.0,0.0,-19.03277859675557,0.0016825659,0.0025261363,-0.17117283,False,False
KCNA3,-2.562609427008218e-05,0.06276193823549026,0.07017734428120416,-1.8609667716743095,0.00022187759,0.00024750404,-0.016745234,False,False
CD53,-0.009143592873567481,0.0,0.0,-14.987302031652955,0.018917276,0.02806082,-0.13476036,False,False
DENND2D,0.0001483896043195317,0.049866205006973585,0.056134564735805165,1.9612157788706683,0.0023510125,0.00220262,0.017637001,False,False
CHI3L2,0.0003300987540184066,0.029812603565104512,0.03394224314812658,2.1727096894373,0.0033652855,0.0030351833,0.019537477,False,False
TMIGD3,0.011186172779976442,0.0,0.0,15.863891477707316,0.079646625,0.06846049,0.14264235,False,False
KCND3,0.07067328881754463,0.0,0.0,34.88957445969553,0.24528839,0.17461523,0.31371185,False,False
AL445426.1,-0.00015654682544807236,0.32808386494544317,0.3480380462646144,-0.9780020274845272,0.019544596,0.01970112,-0.008792986,False,False
CTTNBP2NL,0.008683983688950113,0.0,0.0,9.495393018988013,0.23250915,0.22382523,0.08537848,False,False
LINC01357,-0.0033590950932024413,0.0,0.0,-19.240540131969954,0.006627595,0.009986692,-0.17301197,False,False
PTPN22,0.0014967317735036024,1.481970102190644e-11,2.3560732944207376e-11,6.753156559443981,0.018371126,0.016874414,0.060723167,False,False
SYT6,-0.005087155377386124,0.0,0.0,-14.856128065099128,0.010737629,0.015824772,-0.133583,False,False
AL121999.1,-0.0016493556395876948,0.0,0.0,-13.865377907166701,0.0027648078,0.0044141505,-0.12468048,False,False
NGF,0.0004145710835892051,3.106632602278836e-07,4.324778564657312e-07,5.118410499842932,0.0024978702,0.0020833125,0.046026528,False,False
CD58,0.01374310937459321,0.0,0.0,45.18065216372206,0.04093034,0.027187325,0.4062539,False,False
CD2,-0.0003182176589340536,0.0034850453421715333,0.00419547994643443,-2.9216724388188187,0.00072508556,0.0010433008,-0.026272522,False,False
TENT5C,4.986763471158985e-05,0.45629548471428727,0.4784643321016644,0.744973595513876,0.00063011615,0.00058025157,0.00669904,False,False
TBX15,-0.0002072337332062421,0.028673957084303314,0.032707935837608344,-2.188081297940444,0.0055444986,0.0057517127,-0.019674415,False,False
NOTCH2,0.008696970445128873,0.0,0.0,20.945878323003768,0.04901205,0.040315054,0.1883407,False,False
FCGR1B,0.00029089869950363356,0.04367698090729544,0.04927827857160072,2.0172915453252718,0.004989113,0.004698212,0.01813997,False,False
SRGAP2C,-0.013970020016342451,0.0,0.0,-11.871728387422953,0.2419144,0.25588688,-0.10676476,False,False
SRGAP2-AS1,-0.00013833623504806003,0.6734672402427844,0.6893216379148254,-0.4213997470969906,0.0306389,0.030777091,-0.0037851818,False,False
LINC02798,-0.001824317346111536,0.23357720067676224,0.2508885077086598,-1.1912266994652356,0.1344134,0.13623802,-0.01071279,False,False
HIST2H3PS2,0.010928017365681662,0.0,0.0,61.21064626616585,0.027527714,0.016599718,0.5504073,False,False
SRGAP2B,-0.021896224310542552,0.0,0.0,-14.090956719255503,0.093084626,0.11498113,-0.12670179,False,False
AC245014.3,1.559886753639278e-05,0.5823565522922274,0.6014009145874981,0.5499537758599522,0.000783471,0.0007678762,0.004945357,False,False
ITGA10,-0.004756137259556053,0.0,0.0,-43.983925498762474,0.008376679,0.013132875,-0.3955242,False,False
FCGR1A,0.003597157361394781,0.0,0.0,17.07622474299965,0.009288267,0.005691117,0.15354843,False,False
HIST2H2BF,0.004705306147410425,0.0,0.0,18.6568633013989,0.040805683,0.036100555,0.16775411,False,False
PLEKHO1,-0.001948914876965756,1.7605916724505732e-11,2.794589956270751e-11,-6.7280781029603105,0.026626373,0.028575366,-0.06050028,False,False
CTSS,-0.007844319645013297,0.0,0.0,-29.527510179003862,0.011546055,0.019390436,-0.26550972,False,False
S100A10,0.004853017004783,0.0,0.0,45.01392274233799,0.010155309,0.0053022713,0.4047833,False,False
S100A11,0.0023265762274355143,0.0,0.0,14.420896264135635,0.0051358286,0.002809262,0.12967348,False,False
S100A4,-0.0001212990214399241,0.0013161018991585394,0.0016188215241802453,-3.2128505316549214,0.0009054223,0.0010267261,-0.028897187,False,False
RPS27,0.09407942256285833,0.0,0.0,38.66650942892123,0.43268898,0.3386081,0.34767827,False,False
IL6R,0.04740179605239322,0.0,0.0,44.718048794976895,0.096284054,0.048882317,0.40208727,False,False
AL606500.1,0.000123127221724954,2.220446049250313e-16,3.936961080231052e-16,8.16303526977517,0.00032690962,0.00020378403,0.07344552,False,False
KCNN3,0.03867025833010063,0.0,0.0,42.39525381851758,0.11970213,0.081031695,0.38120443,False,False
AC234582.1,0.0032561478095672327,0.0,0.0,25.811287270908572,0.008159548,0.0049033957,0.23210172,False,False
C1orf61,0.03143005455312385,0.0,0.0,21.605457230006536,0.28823316,0.25680208,0.19427393,False,False
BCAN,0.02226784648996012,0.0,0.0,20.327932091723863,0.15866752,0.13639976,0.18278031,False,False
SH2D2A,0.0009678599286581827,0.0,0.0,12.633497618533086,0.0017483319,0.0007804657,0.11361001,False,False
INSRR,0.00029066621031434545,0.0,0.0,18.90264682964288,0.0008340661,0.00054339936,0.17007376,False,False
PEAR1,3.2260974089256086e-06,0.9390513486631449,0.9418769796019507,0.07646310372392809,0.00031239222,0.00030916595,0.0006877205,False,False
FCRL3,0.00020690693186876865,0.0,0.0,10.375777542674099,0.00068643823,0.0004795326,0.09333999,False,False
KIRREL1,0.0004542661330367538,0.001256631085604143,0.0015469401956554898,3.226114245492516,0.004688067,0.00423382,0.029008549,False,False
MNDA,-0.006268428718000064,0.0,0.0,-24.894297818882126,0.006427005,0.012695469,-0.22384809,False,False
PYHIN1,0.0014539310080430063,1.5384051810229948e-09,2.305302469065427e-09,6.042810336824555,0.013627565,0.0121736685,0.05433509,False,False
IFI16,0.07313811896561395,0.0,0.0,44.5002362980615,0.353392,0.28025398,0.40012747,False,False
FCRL6,-0.00013808405449731946,9.845753617399033e-05,0.00012644375364810403,-3.895063499901844,0.00026388015,0.0004019641,-0.035032373,False,False
ATP1A2,-0.025401133721393118,0.0,0.0,-18.045362649713987,0.08033667,0.10573783,-0.16225687,False,False
SLAMF6,-0.0003156946554888332,0.0005162392290987139,0.0006452990363733924,-3.4726907727977334,0.00044293876,0.00075863535,-0.031228425,False,False
AL138930.1,-0.0014627316905578525,0.0,0.0,-20.5122825655935,0.0009785027,0.0024412265,-0.1844616,False,False
CD84,-0.010315236557800023,0.0,0.0,-27.821683826670476,0.0069219097,0.017237168,-0.25016692,False,False
SLAMF1,4.5051982621847984e-05,0.3689414922454186,0.3897269284282591,0.8984759681954393,0.0005849968,0.0005399458,0.008080099,False,False
CD48,-0.00010285199298548997,0.018204613677189174,0.021005323473679817,-2.361602924530783,0.0009434576,0.0010463146,-0.02124031,False,False
SLAMF7,-0.00040731423865304783,8.881784197001252e-16,1.5554788436079252e-15,-8.045448854958659,0.0002253755,0.00063269044,-0.07235525,False,False
LY9,0.0003231821420087794,4.389305818364164e-06,5.899604594575489e-06,4.593171962597019,0.0016094854,0.0012863058,0.04130516,False,False
CD244,-0.0008168194167924516,0.0,0.0,-15.55123326179667,0.0010188238,0.001835637,-0.13985483,False,False
FCER1G,0.0015318989466986564,0.0,0.0,13.178331744071922,0.004668545,0.003136656,0.118502796,False,False
FCGR2A,0.0135733890208999,0.0,0.0,44.524258447620916,0.026913669,0.013340232,0.400356,False,False
HSPA6,0.0040990536308761144,0.0,0.0,37.17919286623292,0.0059169657,0.0018179093,0.33432838,False,False
FCGR3A,0.003566631521652905,0.0,0.0,12.526679859795111,0.010665731,0.0070990464,0.1126397,False,False
SH2D1B,0.0004854344931715123,0.0,0.0,11.409470974973189,0.003156023,0.0026706008,0.102610014,False,False
CCDC190,-6.231027633327925e-05,0.5379911382574503,0.5582751348226741,-0.6158630783314607,0.0044537163,0.004516032,-0.0055385823,False,False
RGS5,0.0009399097788047399,0.1514418000704989,0.1646703154082989,1.4345061894137119,0.096607596,0.09566782,0.012896817,False,False
AL499616.1,0.0016479157552097567,0.0,0.0,9.758469790896822,0.016538322,0.014890357,0.08775143,False,False
DUSP27,-3.944510190299159e-05,0.0931166109171373,0.10312630102577809,-1.6792532979470078,0.0007679873,0.000807429,-0.015104157,False,False
CD247,0.015051147394301008,0.0,0.0,26.661414973966338,0.056286577,0.041235168,0.2397355,False,False
RCSD1,-0.014670799506719987,0.0,0.0,-17.868248553116867,0.027811754,0.04248256,-0.16066504,False,False
MPZL1,-0.029178766055931466,0.0,0.0,-50.642656734244845,0.052425176,0.081603914,-0.4553628,False,False
PRRX1,-0.0033286027581643793,3.025965079395121e-06,4.089141999182596e-06,-4.670235780429313,0.030675001,0.03400338,-0.041990366,False,False
BX284613.2,-0.003063735996542787,0.0012097208129469017,0.0014916409530787936,-3.2369920370267176,0.042901948,0.045965645,-0.029105475,False,False
MROH9,0.0005357600175423336,0.13746192942269553,0.15017690759944888,1.4853622826460613,0.030009001,0.02947325,0.013355827,False,False
FMO2,0.00018750141350216322,0.11869087464519956,0.13019108736219331,1.5603517847464272,0.0014888726,0.0013013663,0.014031487,False,False
FASLG,-4.536624008759071e-05,0.005535649544438748,0.006579615147906594,-2.774357991449137,2.679475e-05,7.21608e-05,-0.024960767,False,False
KIAA0040,0.002467876280614866,0.0,0.0,17.474737382873684,0.0040127826,0.0015449077,0.15713571,False,False
Z94057.1,-0.007694694062406951,0.0,0.0,-21.96540054395551,0.008776897,0.016471587,-0.19750822,False,False
TNR,-0.04040382133699342,0.0,0.0,-11.419406763111782,0.13094369,0.17134836,-0.10268049,False,False
ASTN1,-0.006554216261145817,3.873426412948078e-07,5.377269430284235e-07,-5.076588548374139,0.229549,0.2361037,-0.04565001,False,False
LINC01645,-0.0018287839273953583,0.0,0.0,-19.27449528245722,0.0053184587,0.0071472656,-0.17332762,False,False
RASAL2,-0.08695018122602466,0.0,0.0,-46.868676093475486,0.42196882,0.5089183,-0.42142025,False,False
RALGPS2,0.0021757450489565035,2.641529217584093e-10,4.057648567717501e-10,6.3213593595226385,0.050329167,0.048153523,0.056837734,False,False
CACNA1E,-0.0948722871916959,0.0,0.0,-52.52043330342558,0.18696842,0.28184038,-0.47224045,False,False
AL161734.2,-0.00348667178073312,0.0,0.0,-15.491258222884143,0.009084466,0.012571182,-0.13929814,False,False
LINC01344,-0.005408312831602734,0.007721428174251477,0.009109038349490535,-2.6642546370490283,0.17905486,0.18446247,-0.023952778,False,False
