gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
FAM13C,4.1821485,4.1573195,-0.02482891,0.02482891,0.2512549526366678,0.801642838145264,0.8429472535702041,False
DCC,2.2742083,2.2255836,-0.048624754,0.048624754,0.24806987633162822,0.804105834402248,0.8446489857166471,False
MYO6,4.9058857,4.887036,-0.01884985,0.01884985,0.2407514190923156,0.8097724848004166,0.8497087983215285,False
LINGO2,0.13434018,0.118689135,-0.015651047,0.015651047,0.22647578774830107,0.8208545552828013,0.8604345443215946,False
CD22,2.128807,2.1158047,-0.013002396,0.013002396,0.22307235723228824,0.8235019947822437,0.8614242995789793,False
LRMDA,4.8262043,4.7008066,-0.12539768,0.12539768,0.22304712426246714,0.8235216303975041,0.8614242995789793,False
NRCAM,1.7229346,1.7686994,0.045764804,0.045764804,-0.22149111005316122,0.824732691774301,0.861789646577117,False
MCTP1,0.3009815,0.31439495,0.013413459,0.013413459,-0.2194304652635525,0.8263371544927834,0.8625648794287928,False
MIR646HG,0.79316723,0.8078543,0.014687061,0.014687061,-0.2149967022487057,0.8297918316302082,0.8647261668235703,False
PTPRZ1,3.1459997,3.0576694,-0.08833027,0.08833027,0.21455378970841074,0.8301371201506275,0.8647261668235703,False
WWC1,0.43228146,0.41835314,-0.013928324,0.013928324,0.2100303263276576,0.8336654183560962,0.8674978338773114,False
NOVA1,4.08788,4.0576,-0.030280113,0.030280113,0.20836157693161053,0.8349678925835456,0.867949992290588,False
PTPRK,11.379049,11.430838,0.05178833,0.05178833,-0.20646066774722588,0.8364521215859698,0.8685899497258254,False
ENTPD1-AS1,2.5872183,2.574749,-0.012469292,0.012469292,0.19695695389049295,0.8438812561121306,0.8753954938922517,False
BMP2K,1.7595539,1.731804,-0.027749896,0.027749896,0.19440343172019642,0.8458797665911089,0.8757869708912783,False
SLC7A14-AS1,8.606979,8.556935,-0.05004406,0.05004406,0.19328334547256493,0.8467567144914462,0.8757869708912783,False
CNTNAP5,0.5762272,0.5565845,-0.01964271,0.01964271,0.19311823435114392,0.8468860008518662,0.8757869708912783,False
CCSER1,0.4860299,0.50125873,0.015228838,0.015228838,-0.19139616147689664,0.8482346745097203,0.8762754901959922,False
AC008691.1,1.0757941,1.1125933,0.036799192,0.036799192,-0.18687996667291445,0.8517737201176554,0.8780877782479235,False
MMP16,1.1579399,1.200725,0.04278505,0.04278505,-0.18584167978738234,0.8525877826375967,0.8780877782479235,False
UNC5C,16.504543,16.578148,0.073604584,0.073604584,-0.1857964699932769,0.8526232326787337,0.8780877782479235,False
PDGFRA,0.40845692,0.3949201,-0.013536811,0.013536811,0.18417460285394457,0.8538951725792967,0.878306888656035,False
USP54,5.305008,5.3246083,0.019600391,0.019600391,-0.1832855066457296,0.8545926026623221,0.878306888656035,False
KCNMB2-AS1,0.8874107,0.9085938,0.021183074,0.021183074,-0.18098192231836316,0.8564001215285981,0.8787087371836053,False
PRKCH,0.32862285,0.343214,0.014591157,0.014591157,-0.1802215374593283,0.856996927273994,0.8787087371836053,False
KCNQ5,0.29992372,0.32159582,0.0216721,0.0216721,-0.1794281444158844,0.8576197274911987,0.8787087371836053,False
LY86,0.42470348,0.43614528,0.011441797,0.011441797,-0.16391411490820632,0.8698153341175667,0.8902920512974071,False
CHD9,4.079077,4.0910063,0.011929512,0.011929512,-0.16104257624322355,0.8720761484406706,0.8916934033135692,False
SORBS2,0.33328357,0.32308504,-0.010198534,0.010198534,0.15853453493613984,0.8740516313121495,0.8928004405639933,False
MIR4300HG,0.6747965,0.69053906,0.01574254,0.01574254,-0.14630102573380338,0.8836985150564429,0.9017331786290234,False
PDZRN3,0.38572192,0.39459348,0.008871555,0.008871555,-0.14438638391924458,0.8852099300727178,0.9020688407725139,False
HS6ST3,0.6754764,0.6925122,0.017035842,0.017035842,-0.14359901216110602,0.8858316016386086,0.9020688407725139,False
HTR2C,0.16377375,0.17221361,0.008439869,0.008439869,-0.1419858472628266,0.8871054997151274,0.9024471004223067,False
TNS3,0.68783,0.67750144,-0.010328531,0.010328531,0.14018510102795728,0.8885278733593318,0.9029754810562315,False
TMEM144,12.657049,12.699047,0.04199791,0.04199791,-0.13419964670843976,0.8932582213143139,0.9068611383901664,False
HSP90AA1,3.9495807,3.9644022,0.014821529,0.014821529,-0.1290520693629649,0.8973294369672523,0.9100704228876798,False
RASSF8,1.3172854,1.3081172,-0.009168267,0.009168267,0.11680238143163735,0.9070283955668452,0.9189750714962971,False
MEIS2,3.113796,3.1237602,0.009964228,0.009964228,-0.10906971649762252,0.9131581468150084,0.9242491364524377,False
LDLRAD4,5.215279,5.191844,-0.023435116,0.023435116,0.10301477260022292,0.917961584497932,0.928171470675361,False
RAB3IP,1.4318645,1.4262816,-0.0055829287,0.0055829287,0.0917723193106826,0.9268881371065415,0.9353295917530298,False
INPP4B,0.63850456,0.64444035,0.005935788,0.005935788,-0.09174275311694388,0.9269116254272525,0.9353295917530298,False
UTRN,0.6641636,0.6711637,0.0070000887,0.0070000887,-0.09019031523026554,0.9281450203050415,0.9356300607913726,False
AMER2,3.13738,3.1441689,0.006788969,0.006788969,-0.08849575600389108,0.9294915261693611,0.9360438330003636,False
GRIK1,0.59985256,0.60747194,0.007619381,0.007619381,-0.07766244304357059,0.9381043461956466,0.9437669478829444,False
PRKCB,1.2482789,1.2541374,0.0058585405,0.0058585405,-0.07490888439783919,0.9402947066750933,0.9450198057036113,False
MIR100HG,6.0817347,6.085356,0.0036215782,0.0036215782,-0.03464722669633886,0.9723645035060551,0.9762695818333886,False
GRM5,0.7894665,0.78569865,-0.003767848,0.003767848,0.03181138806870583,0.9746256421776803,0.9775583171290675,False
AL359091.1,2.1843069,2.1830282,-0.0012786388,0.0012786388,0.016380116203578533,0.9869327780257151,0.9889105992241635,False
ASPH,1.441314,1.441621,0.00030696392,0.00030696392,-0.004864116156063002,0.9961194977072712,0.9965155805384611,False
AC068587.4,0.8883219,0.888064,-0.0002578497,0.0002578497,0.00436763252932615,0.9965155805384611,0.9965155805384611,False
