"analysis","statistic","source","condition","score","p_value"
"OUD_vs_Control_Caudate_results_mlm","mlm","LYL1","OUD_vs_Control_Caudate_results",-3.23257948102673,0.00122822522447563
"OUD_vs_Control_Caudate_results_mlm","mlm","KMT2A","OUD_vs_Control_Caudate_results",-2.99647561449434,0.00273363632649052
"OUD_vs_Control_Caudate_results_mlm","mlm","FOXA1","OUD_vs_Control_Caudate_results",-2.92423549309717,0.00345585133989823
"OUD_vs_Control_Caudate_results_mlm","mlm","MYB","OUD_vs_Control_Caudate_results",-2.77270214831482,0.00556303911856898
"OUD_vs_Control_Caudate_results_mlm","mlm","KLF4","OUD_vs_Control_Caudate_results",2.56273571328898,0.0103903802123103
"OUD_vs_Control_Caudate_results_mlm","mlm","ETS1","OUD_vs_Control_Caudate_results",-2.43144754242449,0.0150449684401142
"OUD_vs_Control_Caudate_results_mlm","mlm","SOX2","OUD_vs_Control_Caudate_results",-2.39500563507512,0.0166267580618254
"OUD_vs_Control_Caudate_results_mlm","mlm","REL","OUD_vs_Control_Caudate_results",2.33713604886188,0.0194392481743844
"OUD_vs_Control_Caudate_results_mlm","mlm","GATA3","OUD_vs_Control_Caudate_results",-2.28075569976896,0.0225705206809468
"OUD_vs_Control_Caudate_results_mlm","mlm","RARA","OUD_vs_Control_Caudate_results",2.20771857930501,0.0272721201951935
"OUD_vs_Control_Caudate_results_mlm","mlm","HIF1A","OUD_vs_Control_Caudate_results",2.18866090170693,0.0286298755909763
"OUD_vs_Control_Caudate_results_mlm","mlm","MYC","OUD_vs_Control_Caudate_results",2.18492775043137,0.0289025547785648
"OUD_vs_Control_Caudate_results_mlm","mlm","RFX1","OUD_vs_Control_Caudate_results",-2.16269333217769,0.0305733649869299
"OUD_vs_Control_Caudate_results_mlm","mlm","TP73","OUD_vs_Control_Caudate_results",2.14126642914908,0.0322613209829691
"OUD_vs_Control_Caudate_results_mlm","mlm","TCF7L2","OUD_vs_Control_Caudate_results",-2.13733372132674,0.0325796514726872
"OUD_vs_Control_Caudate_results_mlm","mlm","ATF4","OUD_vs_Control_Caudate_results",2.12632164858729,0.0334853671302077
"OUD_vs_Control_Caudate_results_mlm","mlm","NR1I2","OUD_vs_Control_Caudate_results",-2.11509175597852,0.0344310961188901
"OUD_vs_Control_Caudate_results_mlm","mlm","GATA2","OUD_vs_Control_Caudate_results",-2.08033188391994,0.0375043376673198
"OUD_vs_Control_Caudate_results_mlm","mlm","STAT5A","OUD_vs_Control_Caudate_results",-2.04764477931463,0.040604296686651
"OUD_vs_Control_Caudate_results_mlm","mlm","SMAD1","OUD_vs_Control_Caudate_results",2.02106224465216,0.0432829915819703
"OUD_vs_Control_Caudate_results_mlm","mlm","TWIST1","OUD_vs_Control_Caudate_results",-1.99067386047013,0.0465266342620075
"OUD_vs_Control_Female_results_ulm","ulm","STAT3","OUD_vs_Control_Female_results",9.18170171042437,4.53407139833978e-20
"OUD_vs_Control_Female_results_ulm","ulm","NFKB1","OUD_vs_Control_Female_results",9.14387844584453,6.43112886574441e-20
"OUD_vs_Control_Female_results_ulm","ulm","RELA","OUD_vs_Control_Female_results",8.73949686461274,2.47276163030423e-18
"OUD_vs_Control_Female_results_ulm","ulm","HIF1A","OUD_vs_Control_Female_results",8.47847093526456,2.39485947117727e-17
"OUD_vs_Control_Female_results_ulm","ulm","ATF4","OUD_vs_Control_Female_results",7.93402571158438,2.20207604410189e-15
"OUD_vs_Control_Female_results_ulm","ulm","CEBPB","OUD_vs_Control_Female_results",7.85924139812378,4.00590822583591e-15
"OUD_vs_Control_Female_results_ulm","ulm","STAT1","OUD_vs_Control_Female_results",7.38873680169818,1.52463651189585e-13
"OUD_vs_Control_Female_results_ulm","ulm","NFKB2","OUD_vs_Control_Female_results",6.90262874207594,5.21615450514095e-12
"OUD_vs_Control_Female_results_ulm","ulm","MYC","OUD_vs_Control_Female_results",6.34321619748885,2.28530218505618e-10
"OUD_vs_Control_Female_results_ulm","ulm","ETS1","OUD_vs_Control_Female_results",6.24221433228234,4.37742390694627e-10
"OUD_vs_Control_Female_results_ulm","ulm","EGR1","OUD_vs_Control_Female_results",5.4710826847258,4.51208453922823e-08
"OUD_vs_Control_Female_results_ulm","ulm","REL","OUD_vs_Control_Female_results",5.39592743068687,6.87357473294938e-08
"OUD_vs_Control_Female_results_ulm","ulm","JUN","OUD_vs_Control_Female_results",5.2718847466398,1.36052755759386e-07
"OUD_vs_Control_Female_results_ulm","ulm","SP1","OUD_vs_Control_Female_results",5.0600134665456,4.21935803015733e-07
"OUD_vs_Control_Female_results_ulm","ulm","FOSL2","OUD_vs_Control_Female_results",4.9757539684925,6.53877251126095e-07
"OUD_vs_Control_Female_results_ulm","ulm","E2F4","OUD_vs_Control_Female_results",4.96393913958873,6.94920678523343e-07
"OUD_vs_Control_Female_results_ulm","ulm","CEBPA","OUD_vs_Control_Female_results",4.78501781121982,1.71862537974763e-06
"OUD_vs_Control_Female_results_ulm","ulm","EPAS1","OUD_vs_Control_Female_results",4.72269228695717,2.33895243302632e-06
"OUD_vs_Control_Female_results_ulm","ulm","TBP","OUD_vs_Control_Female_results",4.71998203974566,2.37030734201533e-06
"OUD_vs_Control_Female_results_ulm","ulm","BHLHE40","OUD_vs_Control_Female_results",4.48134325404557,7.44749653209842e-06
"OUD_vs_Control_Female_results_ulm","ulm","CEBPD","OUD_vs_Control_Female_results",4.34862887505995,1.37485614066943e-05
"OUD_vs_Control_Female_results_ulm","ulm","SRF","OUD_vs_Control_Female_results",4.33661733437364,1.45208809241458e-05
"OUD_vs_Control_Female_results_ulm","ulm","ELK1","OUD_vs_Control_Female_results",4.17402723551478,3.00185583600041e-05
"OUD_vs_Control_Female_results_ulm","ulm","FOS","OUD_vs_Control_Female_results",4.06423581765211,4.83244888144427e-05
"OUD_vs_Control_Female_results_ulm","ulm","E2F1","OUD_vs_Control_Female_results",4.00017245889941,6.34625516482365e-05
"OUD_vs_Control_Female_results_ulm","ulm","RXRG","OUD_vs_Control_Female_results",-3.91951091260058,8.89445514215766e-05
"OUD_vs_Control_Female_results_ulm","ulm","KLF4","OUD_vs_Control_Female_results",3.9100821862817,9.24869937193101e-05
"OUD_vs_Control_Female_results_ulm","ulm","SMAD1","OUD_vs_Control_Female_results",3.8785535363494,0.000105324919140842
"OUD_vs_Control_Female_results_ulm","ulm","SOX2","OUD_vs_Control_Female_results",-3.7083822616082,0.000208999179739669
"OUD_vs_Control_Female_results_ulm","ulm","NFE2L2","OUD_vs_Control_Female_results",3.61107913104909,0.00030547013952784
"OUD_vs_Control_Female_results_ulm","ulm","AR","OUD_vs_Control_Female_results",3.55589177943955,0.00037733416673344
"OUD_vs_Control_Female_results_ulm","ulm","TFAP2A","OUD_vs_Control_Female_results",3.50565472872912,0.000456213779748076
"OUD_vs_Control_Female_results_ulm","ulm","IRF1","OUD_vs_Control_Female_results",3.48205359232161,0.000498359711291091
"OUD_vs_Control_Female_results_ulm","ulm","KLF5","OUD_vs_Control_Female_results",3.42981157899305,0.00060489045747913
"OUD_vs_Control_Female_results_ulm","ulm","FOXL2","OUD_vs_Control_Female_results",3.38538674614678,0.000711778042222849
"OUD_vs_Control_Female_results_ulm","ulm","JUNB","OUD_vs_Control_Female_results",3.35106491553051,0.000806102322106482
"OUD_vs_Control_Female_results_ulm","ulm","RELB","OUD_vs_Control_Female_results",3.32884181220525,0.000873229155388993
"OUD_vs_Control_Female_results_ulm","ulm","VDR","OUD_vs_Control_Female_results",3.24346289989069,0.00118227626694984
"OUD_vs_Control_Female_results_ulm","ulm","FOXA2","OUD_vs_Control_Female_results",-3.09265837836331,0.00198571757674431
"OUD_vs_Control_Female_results_ulm","ulm","CREB3L1","OUD_vs_Control_Female_results",2.97290845155745,0.00295249084295512
"OUD_vs_Control_Female_results_ulm","ulm","HSF1","OUD_vs_Control_Female_results",2.85065408440252,0.00436619950688965
"OUD_vs_Control_Female_results_ulm","ulm","TCF3","OUD_vs_Control_Female_results",2.82761140768746,0.00469307110474983
"OUD_vs_Control_Female_results_ulm","ulm","FOXP2","OUD_vs_Control_Female_results",2.80134615812735,0.00509255884341257
"OUD_vs_Control_Female_results_ulm","ulm","ATF1","OUD_vs_Control_Female_results",2.77448406819074,0.00553267930035578
"OUD_vs_Control_Female_results_ulm","ulm","ONECUT1","OUD_vs_Control_Female_results",-2.74052038343727,0.00613817261496614
"OUD_vs_Control_Female_results_ulm","ulm","IRF2","OUD_vs_Control_Female_results",2.56286525731748,0.0103865274547951
"OUD_vs_Control_Female_results_ulm","ulm","SREBF1","OUD_vs_Control_Female_results",2.53964276911992,0.0111020542186649
"OUD_vs_Control_Female_results_ulm","ulm","TCF7L2","OUD_vs_Control_Female_results",2.47558744865377,0.0133077198832267
"OUD_vs_Control_Female_results_ulm","ulm","ARID3A","OUD_vs_Control_Female_results",2.47477088130599,0.0133381759085529
"OUD_vs_Control_Female_results_ulm","ulm","STAT5B","OUD_vs_Control_Female_results",2.46127127851597,0.0138506843215303
"OUD_vs_Control_Female_results_ulm","ulm","MAX","OUD_vs_Control_Female_results",2.4393724163446,0.0147190998152348
"OUD_vs_Control_Female_results_ulm","ulm","ELK4","OUD_vs_Control_Female_results",2.42720157154734,0.0152222041501696
"OUD_vs_Control_Female_results_ulm","ulm","STAT2","OUD_vs_Control_Female_results",2.40092954720453,0.0163601108048276
"OUD_vs_Control_Female_results_ulm","ulm","NFYA","OUD_vs_Control_Female_results",2.39160534230589,0.0167815742114403
"OUD_vs_Control_Female_results_ulm","ulm","MITF","OUD_vs_Control_Female_results",2.38492397407228,0.0170894126574129
"OUD_vs_Control_Female_results_ulm","ulm","FOXO4","OUD_vs_Control_Female_results",2.37340681399353,0.0176316987887103
"OUD_vs_Control_Female_results_ulm","ulm","TP53","OUD_vs_Control_Female_results",2.37156550780849,0.0177197811046838
"OUD_vs_Control_Female_results_ulm","ulm","TP73","OUD_vs_Control_Female_results",2.35480624439749,0.0185393828598069
"OUD_vs_Control_Female_results_ulm","ulm","ZKSCAN1","OUD_vs_Control_Female_results",2.3528758685166,0.0186358850237784
"OUD_vs_Control_Female_results_ulm","ulm","ZEB1","OUD_vs_Control_Female_results",2.3314977013084,0.0197343460839605
"OUD_vs_Control_Female_results_ulm","ulm","ETV4","OUD_vs_Control_Female_results",2.28582135143166,0.022272314674544
"OUD_vs_Control_Female_results_ulm","ulm","KLF13","OUD_vs_Control_Female_results",2.26891050443514,0.0232815144272613
"OUD_vs_Control_Female_results_ulm","ulm","TWIST1","OUD_vs_Control_Female_results",-2.25340884475945,0.0242412586277668
"OUD_vs_Control_Female_results_ulm","ulm","POU5F1","OUD_vs_Control_Female_results",-2.25175551191846,0.0243456166548467
"OUD_vs_Control_Female_results_ulm","ulm","MYOD1","OUD_vs_Control_Female_results",2.24170556886584,0.0249883822816749
"OUD_vs_Control_Female_results_ulm","ulm","TFDP1","OUD_vs_Control_Female_results",2.22227428282027,0.0262729119878633
"OUD_vs_Control_Female_results_ulm","ulm","FOXO3","OUD_vs_Control_Female_results",2.2205086093471,0.0263924135798256
"OUD_vs_Control_Female_results_ulm","ulm","ZNF24","OUD_vs_Control_Female_results",2.21781420790197,0.0265756770510606
"OUD_vs_Control_Female_results_ulm","ulm","SMAD3","OUD_vs_Control_Female_results",2.21468166671985,0.0267901222087889
"OUD_vs_Control_Female_results_ulm","ulm","STAT6","OUD_vs_Control_Female_results",2.17355311929858,0.0297472510175407
"OUD_vs_Control_Female_results_ulm","ulm","KLF6","OUD_vs_Control_Female_results",2.16315659697575,0.0305377602812251
"OUD_vs_Control_Female_results_ulm","ulm","KLF1","OUD_vs_Control_Female_results",2.15436713600238,0.0312200857180802
"OUD_vs_Control_Female_results_ulm","ulm","HNF1A","OUD_vs_Control_Female_results",-2.14590964269679,0.031888950262438
"OUD_vs_Control_Female_results_ulm","ulm","FOXK2","OUD_vs_Control_Female_results",2.13741749882508,0.0325728791371242
"OUD_vs_Control_Female_results_ulm","ulm","GATA3","OUD_vs_Control_Female_results",-2.13595032895613,0.0326923040981444
"OUD_vs_Control_Female_results_ulm","ulm","LYL1","OUD_vs_Control_Female_results",-2.13371654630913,0.0328748499576322
"OUD_vs_Control_Female_results_ulm","ulm","ETS2","OUD_vs_Control_Female_results",2.1304689434834,0.033141802095322
"OUD_vs_Control_Female_results_ulm","ulm","FOXA1","OUD_vs_Control_Female_results",-2.11395174630813,0.0345284038627934
"OUD_vs_Control_Female_results_ulm","ulm","ATF3","OUD_vs_Control_Female_results",2.11154182465957,0.0347348007102411
"OUD_vs_Control_Female_results_ulm","ulm","SOX9","OUD_vs_Control_Female_results",2.08921553738915,0.0366975318654881
"OUD_vs_Control_Female_results_ulm","ulm","ETV6","OUD_vs_Control_Female_results",2.05674530522304,0.0397201828495232
"OUD_vs_Control_Female_results_ulm","ulm","RFX5","OUD_vs_Control_Female_results",2.03958440543846,0.041401313632007
"OUD_vs_Control_Female_results_ulm","ulm","FOXP1","OUD_vs_Control_Female_results",2.03789070939004,0.0415704532853912
"OUD_vs_Control_Female_results_ulm","ulm","ATF2","OUD_vs_Control_Female_results",2.02667668967289,0.0427051580072975
"OUD_vs_Control_Female_results_ulm","ulm","HNF4A","OUD_vs_Control_Female_results",2.02358008174467,0.0430230683800783
"OUD_vs_Control_Female_results_ulm","ulm","IRF9","OUD_vs_Control_Female_results",2.01057093613024,0.0443805806186178
"OUD_vs_Control_Female_results_ulm","ulm","SREBF2","OUD_vs_Control_Female_results",1.99638322448867,0.0459021078447641
"OUD_vs_Control_Female_results_ulm","ulm","NR2C2","OUD_vs_Control_Female_results",1.99057500333244,0.0465375527834075
"OUD_vs_Control_Female_results_ulm","ulm","SNAI2","OUD_vs_Control_Female_results",1.96406494740838,0.0495326594621414
"OUD_vs_Control_Female_results_mlm","mlm","RXRG","OUD_vs_Control_Female_results",-6.91300900040226,4.84997764821108e-12
"OUD_vs_Control_Female_results_mlm","mlm","RXRB","OUD_vs_Control_Female_results",5.96666177169948,2.45162247129852e-09
"OUD_vs_Control_Female_results_mlm","mlm","ATF4","OUD_vs_Control_Female_results",5.1476411471862,2.65624142639531e-07
"OUD_vs_Control_Female_results_mlm","mlm","NFKB2","OUD_vs_Control_Female_results",4.9366918238344,7.99307200533285e-07
"OUD_vs_Control_Female_results_mlm","mlm","STAT3","OUD_vs_Control_Female_results",4.39970741404007,1.08810385927257e-05
"OUD_vs_Control_Female_results_mlm","mlm","MYC","OUD_vs_Control_Female_results",4.3435121564581,1.40731920856948e-05
"OUD_vs_Control_Female_results_mlm","mlm","HIF1A","OUD_vs_Control_Female_results",3.92404569908284,8.72891444149129e-05
"OUD_vs_Control_Female_results_mlm","mlm","STAT1","OUD_vs_Control_Female_results",3.62375875063711,0.000290883560600235
"OUD_vs_Control_Female_results_mlm","mlm","CEBPB","OUD_vs_Control_Female_results",3.42757951318162,0.000609892831708037
"OUD_vs_Control_Female_results_mlm","mlm","REL","OUD_vs_Control_Female_results",3.09560844685007,0.00196609827002129
"OUD_vs_Control_Female_results_mlm","mlm","TWIST1","OUD_vs_Control_Female_results",-2.95844350900104,0.0030946407731687
"OUD_vs_Control_Female_results_mlm","mlm","FOXA2","OUD_vs_Control_Female_results",-2.86449093317384,0.00418001093140726
"OUD_vs_Control_Female_results_mlm","mlm","SOX2","OUD_vs_Control_Female_results",-2.84469648304234,0.00444870746432816
"OUD_vs_Control_Female_results_mlm","mlm","AR","OUD_vs_Control_Female_results",2.83666139870623,0.00456217476186468
"OUD_vs_Control_Female_results_mlm","mlm","STAT4","OUD_vs_Control_Female_results",-2.80068106779724,0.00510310132971325
"OUD_vs_Control_Female_results_mlm","mlm","GATA3","OUD_vs_Control_Female_results",-2.75004350895595,0.00596268762639399
"OUD_vs_Control_Female_results_mlm","mlm","E2F4","OUD_vs_Control_Female_results",2.70032065133992,0.00693157093526078
"OUD_vs_Control_Female_results_mlm","mlm","PRDM14","OUD_vs_Control_Female_results",-2.45483776065285,0.014101059714289
"OUD_vs_Control_Female_results_mlm","mlm","KLF4","OUD_vs_Control_Female_results",2.44993622997706,0.0142944342729833
"OUD_vs_Control_Female_results_mlm","mlm","LYL1","OUD_vs_Control_Female_results",-2.44073258561745,0.0146638642410088
"OUD_vs_Control_Female_results_mlm","mlm","STAT5A","OUD_vs_Control_Female_results",-2.40651359481577,0.0161122554266976
"OUD_vs_Control_Female_results_mlm","mlm","KLF5","OUD_vs_Control_Female_results",2.38622962557799,0.0170289430080357
"OUD_vs_Control_Female_results_mlm","mlm","CDX2","OUD_vs_Control_Female_results",-2.33287451153669,0.019662014444182
"OUD_vs_Control_Female_results_mlm","mlm","USF1","OUD_vs_Control_Female_results",-2.27797535664147,0.022735798720499
"OUD_vs_Control_Female_results_mlm","mlm","CREB1","OUD_vs_Control_Female_results",-2.2422627235656,0.0249524543908224
"OUD_vs_Control_Female_results_mlm","mlm","ONECUT1","OUD_vs_Control_Female_results",-2.16628941114318,0.0302977699431054
"OUD_vs_Control_Female_results_mlm","mlm","NFKB1","OUD_vs_Control_Female_results",2.07016840508953,0.0384460299948777
"OUD_vs_Control_Female_results_mlm","mlm","CEBPA","OUD_vs_Control_Female_results",2.06684413000272,0.0387583220160548
"OUD_vs_Control_Female_results_mlm","mlm","MYB","OUD_vs_Control_Female_results",-2.04240207080763,0.0411213254864908
"OUD_vs_Control_Female_results_mlm","mlm","TCF3","OUD_vs_Control_Female_results",2.02688491835997,0.0426839575143543
"OUD_vs_Control_Female_results_mlm","mlm","FOSL2","OUD_vs_Control_Female_results",1.97024887057256,0.0488200233465578
"OUD_vs_Control_Female_results_mlm","mlm","SRF","OUD_vs_Control_Female_results",1.96829179703959,0.049044654513391
"OUD_vs_Control_Female_results_mlm","mlm","TBP","OUD_vs_Control_Female_results",1.96479267492041,0.0494484428112818
"OUD_vs_Control_Male_results_ulm","ulm","STAT1","OUD_vs_Control_Male_results",-12.9218627225292,4.40626828755097e-38
"OUD_vs_Control_Male_results_ulm","ulm","ETS1","OUD_vs_Control_Male_results",-11.7508989194419,8.36692144820561e-32
"OUD_vs_Control_Male_results_ulm","ulm","SPI1","OUD_vs_Control_Male_results",-11.3851441455742,5.81306956411418e-30
"OUD_vs_Control_Male_results_ulm","ulm","FOS","OUD_vs_Control_Male_results",-10.4970363365957,1.00022411403566e-25
"OUD_vs_Control_Male_results_ulm","ulm","TFAP2C","OUD_vs_Control_Male_results",-10.3932845752749,2.97202270399944e-25
"OUD_vs_Control_Male_results_ulm","ulm","CEBPA","OUD_vs_Control_Male_results",-10.3294638933498,5.77705268192158e-25
"OUD_vs_Control_Male_results_ulm","ulm","FOXA1","OUD_vs_Control_Male_results",-9.86882528820963,6.21947967500212e-23
"OUD_vs_Control_Male_results_ulm","ulm","MITF","OUD_vs_Control_Male_results",-9.37224413452664,7.64301903928379e-21
"OUD_vs_Control_Male_results_ulm","ulm","TAL1","OUD_vs_Control_Male_results",-9.21481832632837,3.34027303531762e-20
"OUD_vs_Control_Male_results_ulm","ulm","GATA2","OUD_vs_Control_Male_results",-9.14891904014417,6.1485919490834e-20
"OUD_vs_Control_Male_results_ulm","ulm","EGR1","OUD_vs_Control_Male_results",-8.81127324523026,1.31079771877632e-18
"OUD_vs_Control_Male_results_ulm","ulm","RUNX1","OUD_vs_Control_Male_results",-8.70462589354236,3.3663210441041e-18
"OUD_vs_Control_Male_results_ulm","ulm","GATA3","OUD_vs_Control_Male_results",-8.6271805714419,6.63104814505782e-18
"OUD_vs_Control_Male_results_ulm","ulm","HNF4A","OUD_vs_Control_Male_results",-8.61260385183645,7.52859260026255e-18
"OUD_vs_Control_Male_results_ulm","ulm","E2F1","OUD_vs_Control_Male_results",-8.18051346572685,2.95067139282236e-16
"OUD_vs_Control_Male_results_ulm","ulm","FOXP1","OUD_vs_Control_Male_results",-7.95040638490648,1.93190829093637e-15
"OUD_vs_Control_Male_results_ulm","ulm","CTCF","OUD_vs_Control_Male_results",-7.67568556801523,1.70140889869284e-14
"OUD_vs_Control_Male_results_ulm","ulm","ESR1","OUD_vs_Control_Male_results",-7.48804189871987,7.20658881282883e-14
"OUD_vs_Control_Male_results_ulm","ulm","PRDM14","OUD_vs_Control_Male_results",-7.06730854415272,1.61839928632111e-12
"OUD_vs_Control_Male_results_ulm","ulm","ZNF263","OUD_vs_Control_Male_results",-7.06337800357465,1.6647773351418e-12
"OUD_vs_Control_Male_results_ulm","ulm","E2F4","OUD_vs_Control_Male_results",-6.53403144698922,6.51731017678169e-11
"OUD_vs_Control_Male_results_ulm","ulm","LYL1","OUD_vs_Control_Male_results",-6.12394802857534,9.25558851140094e-10
"OUD_vs_Control_Male_results_ulm","ulm","SOX2","OUD_vs_Control_Male_results",-5.93182387975733,3.03269670766406e-09
"OUD_vs_Control_Male_results_ulm","ulm","STAT3","OUD_vs_Control_Male_results",-5.91204130054177,3.41992353204755e-09
"OUD_vs_Control_Male_results_ulm","ulm","HSF1","OUD_vs_Control_Male_results",-5.53495652322028,3.14224530273691e-08
"OUD_vs_Control_Male_results_ulm","ulm","SP1","OUD_vs_Control_Male_results",-5.34615732843455,9.05770931890886e-08
"OUD_vs_Control_Male_results_ulm","ulm","RELA","OUD_vs_Control_Male_results",-5.32287972207754,1.02959911837479e-07
"OUD_vs_Control_Male_results_ulm","ulm","VDR","OUD_vs_Control_Male_results",-5.25520378899506,1.48993814704376e-07
"OUD_vs_Control_Male_results_ulm","ulm","HIF1A","OUD_vs_Control_Male_results",-5.11032454351928,3.23817369355864e-07
"OUD_vs_Control_Male_results_ulm","ulm","FOSL2","OUD_vs_Control_Male_results",-4.9707541132946,6.71050038073258e-07
"OUD_vs_Control_Male_results_ulm","ulm","TP53","OUD_vs_Control_Male_results",-4.92424587972134,8.51908172862912e-07
"OUD_vs_Control_Male_results_ulm","ulm","STAT2","OUD_vs_Control_Male_results",-4.85128896261002,1.23351528487679e-06
"OUD_vs_Control_Male_results_ulm","ulm","EBF1","OUD_vs_Control_Male_results",-4.81025602231598,1.51557522220912e-06
"OUD_vs_Control_Male_results_ulm","ulm","SMAD3","OUD_vs_Control_Male_results",-4.70423990465163,2.56086314055497e-06
"OUD_vs_Control_Male_results_ulm","ulm","STAT5B","OUD_vs_Control_Male_results",-4.6238244818122,3.784898025046e-06
"OUD_vs_Control_Male_results_ulm","ulm","TCF3","OUD_vs_Control_Male_results",-4.61352553617174,3.97730543580285e-06
"OUD_vs_Control_Male_results_ulm","ulm","AHR","OUD_vs_Control_Male_results",-4.57198360443702,4.85291586950436e-06
"OUD_vs_Control_Male_results_ulm","ulm","MEF2A","OUD_vs_Control_Male_results",-4.49482051578969,6.99206641330267e-06
"OUD_vs_Control_Male_results_ulm","ulm","FLI1","OUD_vs_Control_Male_results",-4.44116562179525,8.98312637627051e-06
"OUD_vs_Control_Male_results_ulm","ulm","BHLHE40","OUD_vs_Control_Male_results",-4.35135341566366,1.35800954193128e-05
"OUD_vs_Control_Male_results_ulm","ulm","KMT2A","OUD_vs_Control_Male_results",-4.31422792596889,1.60735829979665e-05
"OUD_vs_Control_Male_results_ulm","ulm","TEAD4","OUD_vs_Control_Male_results",-4.30462996890847,1.67859649999358e-05
"OUD_vs_Control_Male_results_ulm","ulm","POU2F2","OUD_vs_Control_Male_results",-4.29583224942044,1.74653002370711e-05
"OUD_vs_Control_Male_results_ulm","ulm","MXI1","OUD_vs_Control_Male_results",-4.27409250014706,1.92581280766121e-05
"OUD_vs_Control_Male_results_ulm","ulm","TEAD1","OUD_vs_Control_Male_results",-4.247263276231,2.17128469054469e-05
"OUD_vs_Control_Male_results_ulm","ulm","KLF6","OUD_vs_Control_Male_results",-4.24006892750892,2.24200976990645e-05
"OUD_vs_Control_Male_results_ulm","ulm","RUNX3","OUD_vs_Control_Male_results",-4.23564640496546,2.28656851318294e-05
"OUD_vs_Control_Male_results_ulm","ulm","FOXK2","OUD_vs_Control_Male_results",-4.21638462041622,2.49065651182392e-05
"OUD_vs_Control_Male_results_ulm","ulm","MAZ","OUD_vs_Control_Male_results",-4.15981055034255,3.19505469772482e-05
"OUD_vs_Control_Male_results_ulm","ulm","NFKB1","OUD_vs_Control_Male_results",-4.11447159713711,3.89228733616298e-05
"OUD_vs_Control_Male_results_ulm","ulm","ZNF384","OUD_vs_Control_Male_results",-4.08968982261866,4.33213839924852e-05
"OUD_vs_Control_Male_results_ulm","ulm","TCF12","OUD_vs_Control_Male_results",-4.06072683940888,4.90594571692986e-05
"OUD_vs_Control_Male_results_ulm","ulm","BCL11A","OUD_vs_Control_Male_results",-4.04153303865158,5.32513886204243e-05
"OUD_vs_Control_Male_results_ulm","ulm","THAP11","OUD_vs_Control_Male_results",-3.99078475129134,6.6030566085398e-05
"OUD_vs_Control_Male_results_ulm","ulm","ARNT","OUD_vs_Control_Male_results",-3.9089506328858,9.29263576749443e-05
"OUD_vs_Control_Male_results_ulm","ulm","IRF4","OUD_vs_Control_Male_results",-3.89476245839815,9.85339524140741e-05
"OUD_vs_Control_Male_results_ulm","ulm","MYC","OUD_vs_Control_Male_results",-3.89222418908023,9.95702558244743e-05
"OUD_vs_Control_Male_results_ulm","ulm","TCF7L2","OUD_vs_Control_Male_results",-3.89113647324578,0.000100017481395099
"OUD_vs_Control_Male_results_ulm","ulm","ERG","OUD_vs_Control_Male_results",-3.89033831207281,0.000100346859170569
"OUD_vs_Control_Male_results_ulm","ulm","ELF1","OUD_vs_Control_Male_results",-3.8886530565742,0.000101045681403753
"OUD_vs_Control_Male_results_ulm","ulm","MNT","OUD_vs_Control_Male_results",-3.79854290271929,0.000145871182140887
"OUD_vs_Control_Male_results_ulm","ulm","NFYB","OUD_vs_Control_Male_results",-3.78450431297516,0.00015435118893964
"OUD_vs_Control_Male_results_ulm","ulm","AR","OUD_vs_Control_Male_results",-3.7270839789778,0.000194106839694192
"OUD_vs_Control_Male_results_ulm","ulm","KLF9","OUD_vs_Control_Male_results",-3.71735319682493,0.000201731432486248
"OUD_vs_Control_Male_results_ulm","ulm","NFIC","OUD_vs_Control_Male_results",-3.69868638100718,0.000217151832009659
"OUD_vs_Control_Male_results_ulm","ulm","RARA","OUD_vs_Control_Male_results",-3.65226226962984,0.000260436252503566
"OUD_vs_Control_Male_results_ulm","ulm","MAFB","OUD_vs_Control_Male_results",-3.64593949103331,0.000266921781919899
"OUD_vs_Control_Male_results_ulm","ulm","ZBTB7A","OUD_vs_Control_Male_results",-3.60012323454645,0.000318641531701684
"OUD_vs_Control_Male_results_ulm","ulm","NFYA","OUD_vs_Control_Male_results",-3.59516213702294,0.000324772796505324
"OUD_vs_Control_Male_results_ulm","ulm","NFE2","OUD_vs_Control_Male_results",-3.59039943222109,0.000330762611887353
"OUD_vs_Control_Male_results_ulm","ulm","STAT5A","OUD_vs_Control_Male_results",-3.58234159768037,0.000341132543688021
"OUD_vs_Control_Male_results_ulm","ulm","IKZF1","OUD_vs_Control_Male_results",-3.56257710234417,0.00036787049140017
"OUD_vs_Control_Male_results_ulm","ulm","TCF4","OUD_vs_Control_Male_results",-3.54198664081311,0.00039780124870718
"OUD_vs_Control_Male_results_ulm","ulm","RFX5","OUD_vs_Control_Male_results",-3.51072625336555,0.000447619894250793
"OUD_vs_Control_Male_results_ulm","ulm","RELB","OUD_vs_Control_Male_results",-3.48155067087283,0.000499314847346208
"OUD_vs_Control_Male_results_ulm","ulm","ZBTB33","OUD_vs_Control_Male_results",-3.45908882744584,0.000542850289751356
"OUD_vs_Control_Male_results_ulm","ulm","JUN","OUD_vs_Control_Male_results",-3.45443822510463,0.000552295098476354
"OUD_vs_Control_Male_results_ulm","ulm","EPAS1","OUD_vs_Control_Male_results",-3.40753261687248,0.000656496211751646
"OUD_vs_Control_Male_results_ulm","ulm","KLF13","OUD_vs_Control_Male_results",-3.40428429623345,0.000664350282678473
