"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis","25/1217","228/9577",0.109649122807018,0.86286741916418,-0.799575930620927,0.814903779453719,0.932079486303273,0.717631123289136,"14972/15451/16476/60595/14964/54401/12915/19303/19106/16451/15184/56233/11972/74197/13654/17000/18035/105782/22030/12912/18709/12579/12028/56463/19664",25
"Human Diseases","Cancer: overview","mmu05204","Chemical carcinogenesis - DNA adducts","9/1217","90/9577",0.1,0.786935086277732,-0.774823817368148,0.823853816828967,0.939247022443447,0.723149587204579,"76263/13849/14862/12408/20887/54486/15483/19225/13078",9
"Genetic Information Processing","Transcription","mmu03022","Basal transcription factors","4/1217","44/9577",0.0909090909090909,0.715395532979756,-0.721917339493661,0.82785692031438,0.940712837015839,0.724278154213698,"68705/98053/74197/66464",4
"Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction","15/1217","144/9577",0.104166666666667,0.819724048205971,-0.831626548438652,0.83051504753684,0.940712837015839,0.724278154213698,"18797/18752/18783/11513/11514/11540/18754/11606/18750/60596/98932/224129/18753/58802/16533",15
"Metabolism","Lipid metabolism","mmu00592","alpha-Linolenic acid metabolism","2/1217","25/9577",0.08,0.629548069022186,-0.707601800684417,0.845163640194038,0.954217013122301,0.734675354464087,"18783/235674",2
"Metabolism","Metabolism of cofactors and vitamins","mmu00830","Retinol metabolism","10/1217","102/9577",0.0980392156862745,0.771504986546796,-0.885159270846809,0.850723235974222,0.957405571032082,0.737130304313423,"11761/74134/213043/79235/67442/19682/19892/19378/71724/20148",10
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis","2/1217","26/9577",0.0769230769230769,0.605334681752102,-0.768821348779931,0.86063568903327,0.963982275285934,0.742193872099847,"12408/14287",2
"Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease","7/1217","76/9577",0.0921052631578947,0.724808632097911,-0.91894847880267,0.865270701921946,0.963982275285934,0.742193872099847,"22095/14972/14998/14964/14999/14102/14960",7
"Genetic Information Processing","Translation","mmu03015","mRNA surveillance pathway","10/1217","104/9577",0.0961538461538462,0.756668352190127,-0.951931541815262,0.866669919829037,0.963982275285934,0.742193872099847,"18789/56215/56488/24018/66899/67337/233908/21681/83410/226517",10
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","17/1217","167/9577",0.101796407185629,0.801071644713859,-0.989451098299725,0.86758404775734,0.963982275285934,0.742193872099847,"11652/67605/13033/226421/17274/100504663/19744/67474/15289/51897/213948/18753/12633/74747/68118/18709/13030",17
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species","2/1217","27/9577",0.0740740740740741,0.582914878724246,-0.82801673212808,0.874679663390803,0.965734644122338,0.743543064346823,"29806/215653",2
"Human Diseases","Endocrine and metabolic disease","mmu04950","Maturity onset diabetes of the young","2/1217","27/9577",0.0740740740740741,0.582914878724246,-0.82801673212808,0.874679663390803,0.965734644122338,0.743543064346823,"18012/103988",2
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","16/1217","162/9577",0.0987654320987654,0.777219838298995,-1.09108372825491,0.890010153833516,0.979570924030599,0.754195959554386,"22433/14281/21937/11652/16476/22259/14102/12865/84682/20787/16150/12859/22030/18709/12028/11450",16
"Genetic Information Processing","Chromosome","mmu03082","ATP-dependent chromatin remodeling","13/1217","136/9577",0.0955882352941176,0.752217361883126,-1.11036444552393,0.896393351313171,0.983503676989372,0.75722388363693,"69714/71777/233875/245688/56456/15270/56397/404634/116871/67155/68094/12055/330409",13
"Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal","9/1217","100/9577",0.09,0.708241577649959,-1.11897963007827,0.903068650739485,0.985643609878851,0.758871471064619,"56484/16476/226421/12177/56715/213948/53375/270151/22030",9
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","7/1217","81/9577",0.0864197530864197,0.68006735851162,-1.10322711486376,0.903975996488889,0.985643609878851,0.758871471064619,"11652/14862/14102/14082/11798/18709/12028",7
"Organismal Systems","Immune system","mmu04622","RIG-I-like receptor signaling pathway","6/1217","73/9577",0.0821917808219178,0.646795961324163,-1.15576116133034,0.915829395204298,0.992266017628571,0.763970227106509,"14082/270151/16150/66641/18035/22030",6
"Genetic Information Processing","Folding, sorting and degradation","mmu03018","RNA degradation","7/1217","83/9577",0.0843373493975904,0.66368019324628,-1.17408920875291,0.916565662406318,0.992266017628571,0.763970227106509,"18641/69125/56421/15510/103135/66583/12228",7
"Metabolism","Carbohydrate metabolism","mmu00053","Ascorbate and aldarate metabolism","2/1217","31/9577",0.0645161290322581,0.507700055663053,-1.04745201767303,0.918744184604736,0.992266017628571,0.763970227106509,"11669/56752",2
"Metabolism","Energy metabolism","mmu00190","Oxidative phosphorylation","13/1217","141/9577",0.0921985815602837,0.725542987348264,-1.25263384349437,0.921389873512244,0.992266017628571,0.763970227106509,"54411/11966/12865/74776/66335/84682/66237/11972/67895/12859/11964/140494/68775",13
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes","8/1217","95/9577",0.0842105263157895,0.66268217791809,-1.26062331150177,0.928512159809653,0.99418067514761,0.765444369436957,"22017/229363/22271/14862/382985/99586/80914/22247",8
"Cellular Processes","Cell motility","mmu04814","Motor proteins","19/1217","198/9577",0.095959595959596,0.75513972925641,-1.328332723579,0.929060619585619,0.99418067514761,0.765444369436957,"17912/103733/21957/16593/16570/98932/21955/16561/329421/67665/16568/69654/16574/21956/16576/21952/232943/17913/103768",19
"Organismal Systems","Digestive system","mmu04978","Mineral absorption","4/1217","55/9577",0.0727272727272727,0.572316426383805,-1.21359574628067,0.931689318424045,0.99418067514761,0.765444369436957,"15203/98660/381290/11931",4
"Genetic Information Processing","Chromosome","mmu03083","Polycomb repressive complex","7/1217","87/9577",0.0804597701149425,0.633166161372888,-1.31138475180399,0.937519402654516,0.997361066653741,0.767893031769497,"269536/237339/353282/245688/54650/494448/71458",7
"Metabolism","Metabolism of other amino acids","mmu00430","Taurine and hypotaurine metabolism","1/1217","22/9577",0.0454545454545455,0.357697766489878,-1.15071995930204,0.949885662508748,0.99999999999851,0.769924812028928,"14417",1
"Metabolism","Lipid metabolism","mmu00565","Ether lipid metabolism","3/1217","48/9577",0.0625,0.491834428923583,-1.34659318424641,0.953548935079061,0.99999999999851,0.769924812028928,"67916/212862/18783",3
"Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation","7/1217","93/9577",0.0752688172043011,0.592316731606895,-1.5073107926197,0.960269253044948,0.99999999999851,0.769924812028928,"12532/11652/11513/11514/18667/224129/18709",7
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species","21/1217","229/9577",0.091703056768559,0.721643528900977,-1.62664929927323,0.962738381865353,0.99999999999851,0.769924812028928,"56484/14281/11652/16476/13849/13645/12359/14862/20656/12408/12865/84682/13521/18753/19246/16150/12859/18035/18709/19271/13078",21
"Genetic Information Processing","Folding, sorting and degradation","mmu04120","Ubiquitin mediated proteolysis","13/1217","154/9577",0.0844155844155844,0.664295852052631,-1.60234744189916,0.963801755373077,0.99999999999851,0.769924812028928,"11634/56459/71745/74126/22346/28000/230904/67030/99375/231380/107986/11798/76980",13
"Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation","18/1217","209/9577",0.0861244019138756,0.677743136507138,-1.79715732324731,0.976261508687882,0.99999999999851,0.769924812028928,"12363/11652/18797/18752/11596/12946/18750/15184/56233/15289/13058/15270/404634/18602/12796/12728/18709/64008",18
"Genetic Information Processing","Folding, sorting and degradation","mmu03060","Protein export","2/1217","42/9577",0.0476190476190476,0.374730993465587,-1.54940665715297,0.976596533644592,0.99999999999851,0.769924812028928,"14828/217337",2
"Human Diseases","Cancer: overview","mmu05206","MicroRNAs in cancer","27/1217","303/9577",0.0891089108910891,0.70122928480194,-2.01632258293888,0.985642305034831,0.99999999999851,0.769924812028928,"53614/12532/14086/21859/21808/12505/18752/22350/18671/18754/21417/17210/18750/15184/11789/93759/13637/20416/16150/19225/74747/20677/13081/14184/18709/13557/13078",27
"Metabolism","Metabolism of cofactors and vitamins","mmu00860","Porphyrin metabolism","2/1217","47/9577",0.0425531914893617,0.334865994160737,-1.74399746776694,0.986960361360488,0.99999999999851,0.769924812028928,"15203/67417",2
"Metabolism","Lipid metabolism","mmu00140","Steroid hormone biosynthesis","6/1217","99/9577",0.0606060606060606,0.476930355319838,-1.99596527594838,0.990282948360191,0.99999999999851,0.769924812028928,"15483/13070/192970/12846/114664/13078",6
"Metabolism","Carbohydrate metabolism","mmu00040","Pentose and glucuronate interconversions","1/1217","36/9577",0.0277777777777778,0.218593079521592,-1.7921145868031,0.99256990322042,0.99999999999851,0.769924812028928,"71755",1
"Genetic Information Processing","Translation","mmu03008","Ribosome biogenesis in eukaryotes","8/1217","125/9577",0.064,0.503638455217749,-2.1312063261527,0.992912414654681,0.99999999999851,0.769924812028928,"56488/21771/67619/73736/74097/21453/14791/237107",8
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","8/1217","128/9577",0.0625,0.491834428923583,-2.20826666751001,0.994501542341302,0.99999999999851,0.769924812028928,"14998/66809/12628/14999/12268/12796/14960/12263",8
"Metabolism","Lipid metabolism","mmu00591","Linoleic acid metabolism","2/1217","55/9577",0.0363636363636364,0.286158213191903,-2.025598852588,0.994977235077429,0.99999999999851,0.769924812028928,"18783/13110",2
"Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis","18/1217","238/9577",0.0756302521008403,0.595160989621814,-2.4129863462482,0.996190303491866,0.99999999999851,0.769924812028928,"12894/78070/12896/19092/76178/67605/11513/11514/19744/12865/56456/84682/224129/67155/68094/57279/12859/12912",18
"Cellular Processes","Cell growth and death","mmu04114","Oocyte meiosis","7/1217","123/9577",0.056910569105691,0.447849236093018,-2.35145489796531,0.996861049292322,0.99999999999851,0.769924812028928,"12532/54401/11513/11514/11835/18667/224129",7
"Human Diseases","Immune disease","mmu05322","Systemic lupus erythematosus","9/1217","150/9577",0.06,0.472161051766639,-2.48596224104156,0.99781851468003,0.99999999999851,0.769924812028928,"60595/14998/14999/14812/12268/15270/404634/14960/12263",9
"Genetic Information Processing","Transcription","mmu03040","Spliceosome","18/1217","265/9577",0.0679245283018868,0.534521945396195,-2.93180366217942,0.999444381792775,0.99999999999851,0.769924812028928,"54633/193740/56215/15481/15511/66585/101214/28000/28035/193116/76938/73666/15381/233908/21681/67229/60321/75062",18
"Cellular Processes","Cell growth and death","mmu04110","Cell cycle","7/1217","157/9577",0.0445859872611465,0.350862777321282,-3.12892466631762,0.999880974924335,0.99999999999851,0.769924812028928,"12532/21808/54401/19090/245000/12579/13557",7
"Human Diseases","Infectious disease: viral","mmu05171","Coronavirus disease - COVID-19","18/1217","334/9577",0.0538922155688623,0.424096753083808,-4.08743164615341,0.999998077674806,0.99999999999851,0.769924812028928,"14281/21937/16476/18752/19106/246727/18750/16451/225215/12268/13058/20005/16150/18035/74145/12263/18709/246730",18
"Genetic Information Processing","Translation","mmu03010","Ribosome","4/1217","265/9577",0.0150943396226415,0.118782654532488,-5.55032877504116,0.99999999999851,0.99999999999851,0.769924812028928,"121022/225215/20005/94062",4
