"","Control_DLPFC_vs_NAC_full","Control_Male_vs_Female_full","DLPFC_OUD_vs_Control_full","Female_OUD_vs_Control_full","Male_OUD_vs_Control_full","NAC_OUD_vs_Control_full","OUD_DLPFC_vs_NAC_full","OUD_Male_vs_Female_full","Pooled_OUD_vs_Control_full"
"FOXA2",-0.555871752193296,0,-1.83095349595212,0,0,-0.413023736364537,-0.570726637370991,0,-0.54491724757721
"FOXJ2",-0.769260797894733,0,-0.323020949367587,-0.434529369731404,0,-0.0933048086646638,-0.91058831117003,0,-0.514357515682546
"FOXK2",1.60362936085714,0,0.164914540655593,0.216279331347509,0,0.268047117902135,1.86077641023492,0,0.206968170309777
"FOXL2",-0.476411629119631,0,0.392473277870704,0.463246771974264,0.726440596079743,1.3425239707067,-0.177964571590953,0,1.18569296144554
"FOXM1",-0.164892453443187,0,3.05274318408361,1.62884370891424,2.45622431497245,0.364087486818924,0.121511556965918,0,2.6413965990409
"FOXO1",-0.310626206893618,0,1.1501516186171,0.357720264114627,1.24280460426634,0.174428580565638,0.208165358323029,0,0.154714451868787
"FOXO3",0.00385537776609637,0,2.00280079633749,1.07724238836272,0.536365945295126,0.718152494269962,0.271755825145372,0,1.57350100497747
"FOXO4",0.0928730328513745,0,1.81047312151909,1.9303758819202,0.924941298941873,1.5939285798015,0.0494627160557733,0,0.566320495475904
"FOXP1",3.78487995631195,0,0.997558917045425,1.00672174675816,-0.0949460932569752,2.05177713590776,2.67844145621356,-0.641748922014169,0.997959799696446
"FOXP2",0.774543166841786,0,2.93675933434519,3.3379490803293,1.38152723417122,2.73568159235861,0.915695877069123,0,2.51056345941484
"GABPA",3.02445952674934,0,0,0.201505392107337,0,0.0801746333131355,1.84476970097109,0,-0.0442759394031439
"GATA1",0.0149764349574633,0,0,0,0,0,0.0136212366536628,0,0
"GATA2",-0.0583920247663485,0,3.61600326208762,3.12192170348875,0.517771549129361,2.30947707896944,-0.0322974663580505,0,3.59677727134028
"GATA3",0.0162041313427815,-0.795152032787432,1.09483106643282,0.606707536371421,2.36956713446297,0.242458405569715,-0.236572975749771,0,1.06427123738973
"GATA4",-0.596671945868482,0,0.694512845121949,0,0,0,-0.28687662826933,0,0.467980291159258
"GATA6",-0.311057519954555,0,-1.87965208579449,0,0,0,-0.0473431199938931,0,0
"GFI1B",0.407999037737154,0,0,0,0,-0.140181653769409,0.503786243405632,0,-0.23105996053594
"GLI2",-0.859247164909097,0,0,0,0,0.36050679710481,-0.555371293720871,0,0
"GRHL2",-0.298733559375537,0,-1.23956251855416,-0.204489814382121,0,-0.0593671634011517,-0.802131699433243,0,-0.0242468670894547
"HBP1",0.779269343855273,0,0.945849415770387,1.47363132390413,1.31861465552649,1.65191007839199,0.732122449453877,-1.24978639749777,1.53423531491986
"HHEX",-0.72806403659695,0,-1.83095349595212,-0.895048405454264,0,-1.09759532592668,0.145164537828819,0,-0.54491724757721
"HIF1A",0.281472493340262,0,2.1533240828819,2.3272748396547,1.27752334074197,0.713906636344425,0.278287739829137,0,1.65143276994777
"HINFP",-0.3395985007768,0,0.518322292681676,0.594682473593853,0,0.36050679710481,-0.287871502717871,0,0.313182915909817
"HMBOX1",0.114435889289067,0,0.916685916401225,1.06636445281678,0.66432950956925,1.16899054640048,-0.439108190483322,0,1.01896986407489
"HNF1A",0.0159049104404606,0,0.340588036108925,0,0,0,0.0159759801229599,0,0.170686161082573
"HNF1B",0.017949784317791,0,-0.0736332827971013,0.284046455345745,0.517771549129361,0.118460427873059,-0.549983248662711,0,0.310606134948902
"HNF4A",-0.115900478226179,0,0.425152155560469,1.17453200764184,0.757443122995121,0.455549041993546,-0.241389223099249,0,0.858486070755296
"HNF4G",-0.201306791734393,0,-1.13958801444417,0.192353293733688,0,-0.419073668918972,-0.617030822213114,0,-0.0422685016297684
"HOXA9",1.64489774642088,0,0,0,0,0.263563162239128,1.65414845573455,0,0.222005517988013
"HOXB13",3.47547729599293,0,0.189615531282128,0,0.468050882870917,0.659323066803917,2.87393604217999,0,0.248361453791223
"HSF1",0.0754502884468761,0,1.54831471986637,0,0,-0.384052131090836,0.336380863119014,0,0
"IKZF1",-0.87359205763323,0,-0.0736332827971013,0.784775572756755,0.517771549129361,0.102859864692722,-2.40954109475412,0,0.0910252302629201
"IRF1",-0.645715427323339,0,0.797248211031262,-0.132502972691958,0.599884682399641,0.0461930837689627,-0.203548518167302,0,0.218604467606494
"IRF2",0.471940879858271,-0.779152216002031,0.48453003455552,0.175741369004741,0.825429766474963,1.22109166126168,0.632727269181169,-2.24391229961626,1.00336053906394
"IRF3",-0.312359676127327,0.766417069296713,-0.0493601256201454,-1.87959617424542,-0.744178079503103,-9.47146300968232,1.18568391209151,0,-1.62283087505669
"IRF4",-0.32610874574745,0,0,0.146927525595167,0,0.0180702122307008,0.0667025003001395,-1.0173514616594,0.113098090624811
"IRF9",-0.772109764860963,0,0,-3.42709925952671,0,-0.384052131090836,-0.738144472946628,0,0
"JUN",-0.43881906706825,0,-0.105916216193699,0,0,-0.631125222155063,-0.131521080863367,0,-1.90363705396449
"JUNB",0.665872608632351,0,-0.257267042728291,0.613216404981434,0,0.382724919055858,0.10031997084848,0,0.34901468465441
"JUND",-0.190554961323561,0,4.31182874280557,2.79543233316881,3.20382629022007,2.16969643448688,-0.0331538740104919,0,2.7385888712009
"KDM5B",-0.760175777031566,0,-0.569896122098184,0,0,-0.259398265025434,-0.792563440074747,0,-0.37397355095679
"KLF1",-0.577249056256954,0,1.34112320771286,0.625390382200033,0.220009276647953,-0.890025903572642,0.76049824004082,0,-0.134191431544552
"KLF13",-0.668134982601744,0,-0.703213848926299,0.964432896117132,0,-0.832237252364914,1.07632602982284,-1.34699381554875,0.441124194917897
"KLF3",1.80786543325713,0,-0.693196561942754,0,0,-0.358036955617058,0.736150359875543,0,0
"KLF4",-0.717659600454779,0,1.54831471986637,0.855257549360118,2.30017992567793,1.19037120631173,-0.0703900316748222,0,1.07797571117548
"KLF5",-1.19117878459173,0,1.31881909058697,-0.463664974531667,1.42183881455426,-2.98385258231593,0.181880909425292,0,0.29654589257669
"KLF6",-0.829116169509172,0,0.271144701479107,0.216279331347509,1.11300704748062,-0.170762841668954,-0.196408714309584,0,0.46220492819531
"KLF9",-0.939185277606885,0,-0.378089814339357,0,-0.77756296175414,-2.80501767863973,0.356606935097768,0,-1.24429923338971
"KMT2A",0.00749496212615967,0,0,0,0,0,0.006812013235828,0,0
"LEF1",-0.304544581145111,0,0.407295713212701,1.22260262464568,0,0.0584030520434143,-0.168737689532835,0,0.647041400409677
"LHX2",-0.879417907343854,0,0,0,0,0,-0.447699414940524,0,0
"LYL1",-2.26218474453463,0,-0.211859270129599,-0.0845324917156122,0.757443122995121,-1.51039240569716,-1.12797367917955,0,-0.899135506765874
"MAF",0.247663413295256,0,-0.171626268439337,-0.125073242082377,0.526927368655563,0.104627498766648,0.49995912011525,0,-0.629570297206012
"MAFB",0.376509391314772,0,-1.04046499919715,-0.111143667596259,0,0.8944430501978,0.151500313860935,0,1.09762572172487
"MAFF",2.87543805365327,0,0.618215259242512,0,0,0,2.93857470203166,0,0.288089988814658
"MAFG",-0.143024234846088,0,0.376644375541978,0.307365289863577,0.546102514520204,0.134199711457931,-0.0188683708734775,0,0.348279344022311
"MAFK",1.74782071425475,0,-0.745393481350486,-0.114025455027731,0.439099529251273,0.0293946695519977,1.17384719003333,0,-0.136320836323748
"MAX",-0.499426302315097,0,-0.151729980614439,-0.109253345800047,-0.862447653193683,-1.79045891795923,0.818484708622347,0,-0.9012930940188
"MAZ",-0.678577305739038,0,-0.356215541809783,-1.09301651366337,0,-8.05930743057023,1.35944884296122,0,-2.21061288390061
"MBD1",-0.0438318866154182,0,-0.754518709733948,0,0,-1.84296390234974,0.670572866244755,0,-0.761517118626948
"MBD2",-1.75831542951704,0,0.288586368433271,-0.132502972691958,0.599884682399641,-2.64393788906973,-0.391810706430215,0,-0.0720846684056847
"MEF2A",3.62479100413554,0,-0.101858164253517,0.938378588094944,0,0.315020216296401,2.45264229760786,0,0.395270209605125
"MEF2B",0.277028085452861,0,-0.638720017734766,0.413675329152682,0,0.110048337380842,0.433926039235401,0,0.568649219266955
"MEF2C",0.612456183531801,0,-0.0499688965244468,-0.0933292164579873,0,-0.0724567631608715,0.661937605215244,0,0.0455203647829853
"MEIS1",1.15634523840022,0,0,0,0,0.0704806300575941,0.921681389499692,0,0.0506039078325376
"MEIS2",2.45182971321276,0,0,0,0,0.307789722388989,2.39008067451799,0,0.0341273260884579
"MITF",1.10229013745408,0,0.736498220991442,0.877447463814023,0.56653697680359,1.37197326119226,0.812247341116291,0,1.27725017177563
"MNT",-0.239901825594637,0,-0.0612684416209927,0.192353293733688,0.400686915057194,-0.151581663146493,0.273308664305557,0,-0.123885351208861
"MXI1",-0.0942206812618028,0,-0.0475697000328605,-0.090050368608992,0.299395074396535,-0.495538757858284,2.04866726736814,0,-1.0033789376195
"MYB",-0.779321618477114,0,0.365172446796245,-0.140247648235899,0,-0.173613788324522,-0.807032927636375,0,0.189239161880276
"MYBL2",-0.654824890151484,0,2.1174811277128,1.89929353066707,1.61276088687664,0.610605973581288,-1.43893070236189,0,1.64185309672192
"MYC",-0.125260335021982,0,0,0,0,0,0.235202249124616,0,0
"MYCN",-0.70864969973045,0,-0.098580528198156,0,0.955211703902521,-0.358036955617058,-0.356420681707192,0,-0.105825022837868
"MYOD1",1.13307585683031,0,-0.252342073744062,0,0,-0.213822029653163,2.03322960205654,0,-1.28232299926079
"NANOG",2.86288318334827,0,0,0,0,-0.052272967926767,2.2592509403551,0,0.0604534217107364
"NCOA1",1.54645304361017,0,1.13966549667737,0.512799766441872,0.781464617736062,0.291349717728844,0.348337038359981,0,0.709632743358928
"NCOA2",3.98993260370103,0,0,0,0,0.323321130797617,3.14851202259395,0,0.277981203672209
"NCOA3",0.728405541801481,0,0.392473277870704,0.463246771974264,0,1.3425239707067,0.0639012773146921,0,1.18569296144554
"NEUROD1",-1.30317162113994,0,-0.340383733053215,-1.1621067415593,0,-0.567954259470292,0.0530444636080404,0,-1.0598934842787
"NFATC1",-0.923113242031977,0,0.736498220991442,2.44283877376309,0.56653697680359,1.4750631574532,-0.831568982241752,0,1.27725017177563
"NFATC2",-0.0502415167177169,0,0,0,0,0,-0.0525465986382476,0,0
"NFE2",-1.31679628019431,0,-0.764870005793168,0.663960652716957,0.453203612465439,1.05745486226242,-0.936536318581819,0,0.116798740752015
"NFE2L1",0.341738152955407,0,-0.379420153463732,0.468035146864962,0,0.900046421583028,0.431638048658395,0,-0.0736215829788001
"NFE2L2",-0.0791684062989395,0,0,0,0,0,0.145164537828819,0,0
"NFIC",-0.205599086536611,0,1.6209032690938,0.396152616817626,0.650409266798828,0,0.00567419074251492,0,0.498861830504488
"NFKB1",-0.165639805235005,0,2.01363400670023,3.70436295871653,2.78462869315168,1.63740363465588,0.067236644436899,0,2.68011422095569
"NFKB2",0.189180589274081,0,1.22116311360772,0.551067555910678,0.823425185040383,0.884513437991276,-0.0182977130590143,0,0.781246581121144
"NFYA",0.386247822434826,0,0,0,0,0,0.488003045760477,0,0
"NFYB",2.60968587625258,0,0,-0.0908614228483561,0,-0.331566708727512,2.23742273640519,0,0.174464984627048
"NPAS4",1.24254996435106,0,-5.89290403696069,-1.14511984884841,0,-0.631125222155063,0.671988326869175,0,-3.2964664055972
"NR1H2",-0.22923576426723,0,0,0,0,-0.358036955617058,0.226585833540193,0,-0.484800001263465
"NR1H3",-0.0797776662698698,0,0.62471415613294,0,0,-0.384052131090836,-0.0985026418514084,0,0
"NR2C2",1.34500581131055,0,-0.0414519235541694,0.321758933065599,0.260290869204988,-1.20795471939805,0.634981465267684,0,0.508341687870155
"NR2F1",-0.10845437522279,0,0.10517489614222,-0.244486354680802,0,-5.96910339692656,1.65616360458933,0,-2.36994422089913
"NR2F2",-0.0485716255581225,0,0,0,0,0,-0.00656965457617318,0,0
"NR2F6",1.10435332830769,0,0,0,0,-1.93537245379337,3.78648674870376,-1.33351770773178,-1.15217809847716
"NR3C1",0.212276569307644,0,0,0,0,0,-0.0750450290445508,0,0
"NR4A1",1.24254996435106,0,-4.00710086036914,0,0,-0.631125222155063,1.27494391652987,0,-1.90363705396449
"NR5A1",-0.00922726442204376,0,0,0,0,0,-0.00648353782833894,0,0
"NR5A2",-0.103254914905383,0,-0.08047902454797,-0.132502972691958,0,0.507422121651488,0.0399582735155513,0,-0.178545773598256
"NRF1",0.0865128019752738,-0.7638279279494,-0.321478079740569,-0.479381630584595,0.291718258208828,-1.64784705812109,1.37989020339625,-0.955635515484208,-0.59334739039365
"ONECUT1",0.841949165447509,0,-1.15814390328651,-0.306116639184097,0,0.476379378429978,0.674508453580587,0,-0.0895937129553965
"OTX2",-0.540472570732111,0,-0.466235606497411,0,0,0.23920169850483,-0.350454541429337,0,0
"PAX5",-0.612937261102367,-0.909130937841455,-0.0619908175715684,-0.109253345800047,0.406718496289106,-0.152937302085608,-0.179945085789421,0,-0.671330556101502
"PAX6",-0.0706491838065424,0,-0.098580528198156,0,0,0,0.37515002717514,0,0.378974978425597
"PAX8",-0.924283504300621,0,0,0,0,0,-0.888370335087782,0,0
"PBX2",0.230791606999616,0,-0.258407968283286,0,0,0.0928761758674,0.599032976116462,0,0
"PBX3",0.17787180417369,0,-0.645176597592404,0,0,0.259643135031412,0.490740893261578,0,-0.278815369713045
"PDX1",0.665872608632351,0,0.734614375954249,0.211207589562334,0,0.0732830913403265,0.966229603184975,0,0.0528946747115179
"PGR",-0.108328236962064,0,1.62111960922268,1.78911768553539,0,0,-0.0251685968784424,0,1.14559936650773
"PKNOX1",0.0364574698846649,0,-0.0769996983898873,0.315727804520724,0,0.139974667397699,-0.0207440142258557,0,0.109790679268953
"POU2F1",-0.0768398109694235,0,2.17433674919063,1.62884370891424,0.57727218900254,0.152421686919223,-0.00403737214048851,0,0.606538907378729
"POU2F2",-0.27450460081338,0,0.694512845121949,0.775901804783597,0,0,-0.149133808060915,0,0.467980291159258
"POU4F2",-0.35936547806166,0,-0.413258952234305,0,0,0.587887575734714,-0.12809794506987,0,0
"POU5F1",1.61588079363879,0,-0.0505837053396391,-0.228871711981528,0,-0.0489680571574268,1.20404390958332,0,0.047275178423376
"PPARA",-0.263262806918063,0,0.491002210326272,1.21371668887325,0.599884682399641,0.994569217350818,-0.0334922038605872,0,1.19417697519416
"PPARG",-1.03171833701493,0,1.59628074667676,1.15005902663589,1.27965266201668,1.25934462940885,-0.627835549517635,0,1.45959723073862
"PRDM1",-0.419545451511079,0,0.889892663252211,0.751769018227552,0.500252774983093,0.0360986920127926,0.017008039421883,0,0.170064201200957
"PRDM14",-0.65342479025582,0,-0.874208849097404,-1.3992160804207,0,-3.02382617861529,1.31343356509333,0,-0.407776659755123
"PROX1",-0.566397993154953,0,-1.13276622136911,-1.39365729170983,0,-0.505142087959628,-0.271538927452246,0,-0.737001667966597
"RARA",-0.197298972014412,0,2.82832314480554,2.31224429274837,2.31851573840996,0.740230846184448,-0.210968868203506,0,3.11697256192956
"RBPJ",-1.82905633040093,0,1.93582062672569,1.60380332277849,0,1.2009654403834,-1.61003315812851,0,1.42595184718323
"REL",-0.296997409431896,0,4.1949112049553,5.96295018033016,4.5597827239924,4.09640675428874,-0.0803033790044927,1.37849321505793,5.050156622234
"RELA",-0.125260335021982,0,3.67727817671,3.94149438671907,4.85157152130462,3.09708855719956,0.0243546797598134,0,2.90979066446262
"RELB",-0.970451345295649,0,1.87944196726152,1.64777484256496,2.23019879896511,0.769746237580396,-0.614396111115106,0,1.01693881210786
"REST",-0.0592421215719515,0,-1.75671274723476,0,0,-0.384052131090836,1.51170249250271,0,-0.513362030975926
"RFX1",-0.327602448897622,0,0.225605888967626,-0.276890275032138,0,-0.162883760075597,-0.00727970278757016,0,0.158898034916038
"RFX2",0.138562838549884,0,0.422998321697863,0.495337369775348,0,-0.217237897714122,0.386387206445438,0,0
"RFX5",-0.000733418281554207,0,0,0,-1.3766651012594,0,-0.00704859836150592,0,0
"RUNX1",-0.107571355862806,0,0,0,0.762169466928261,-0.217237897714122,-0.374592722829745,0,0.234505692343003
"RUNX2",-0.940856799084952,0,0.200491948838316,0.222941885799557,0.935192434765825,0.28840798868318,-1.34111370564398,0,0.499761398391186
"RUNX3",-2.44994606571679,0,0.62471415613294,0.704402117148306,0,0.456966596251893,-1.7872840253355,0,0.405486073150369
"RXRA",-0.216644357846962,0,0,0,0,0,-0.225091206847813,0,0
"SIX2",1.48399916373168,0,-0.306886358872503,0,0,0,2.27996289962257,0,-0.157378880073275
"SIX5",-0.533155475899444,0,0,-3.63418055250476,0,-9.88408577765744,0.903946704436079,0,-5.18964824474986
"SMAD1",0.504298123784433,0,1.26601438383212,1.42701071894924,0.84634599358629,0.341183932354804,0.42694146911043,0,0.821107389141893
"SMAD3",-0.229641830088664,0,3.11386532623993,3.0452250544589,3.6729282233131,1.5583979479091,-0.0274487205792392,0,2.710688024171
"SMAD4",-0.132976196076194,0,1.66303243545887,1.89929353066707,1.61276088687664,0.610605973581288,-0.0604383401450929,0,1.01896986407489
"SMAD5",-0.0499860723194814,0,0,0,0,0.487521380292242,-0.558138612264236,0,0.434961992789836
"SNAI2",-0.46131371385199,-0.835445528435028,0.196343755053873,-0.848391204229106,0.347111666287643,-4.45532241253453,0.708944966540317,-1.02969695717516,-0.375259540091216
"SNAPC4",0.127623259481988,0,0,-1.28090349953902,0,-4.51305400701559,1.32452429659581,0,-1.22028545932883
"SOX10",-2.42731021307114,0,-0.613869580849219,0,0,0.0668241268309243,-1.86143932554435,0,-0.099841444791544
"SOX11",0.217586536975067,0,0.318321323535502,0.384544131769442,0,0.566285651729485,-0.427455793131126,0,0.154287762615622
"SOX13",-2.94853556537316,0,-0.167785679622803,0.359959720086328,0,-0.202174857235607,-2.94591925110193,-1.2185363940344,0.147015519983946
"SOX2",-0.427444389785586,0,0,0,0,0,-0.11976844074842,0,0
"SOX6",0.48537470802909,0,-0.978030029574637,-0.485118294418438,0,-0.120009079966157,-0.781981661274073,0,-0.205138445620569
"SOX9",-0.355399581160723,0,1.4821279802197,0.673462781308206,0.955211703902521,0.429392579054255,-0.0128622451009478,0,0.532138810844398
"SP1",-0.246363643299139,-0.269453159784122,4.20772887333126,1.9520400457994,1.5750538407742,0.38532771333253,-0.0151278075988712,0.302569736857085,1.08951546905379
"SP2",0.112907292019004,0,0,0,0,-0.205160110195714,0.38601285673593,0,-0.310631104931772
"SP3",-0.657551982094076,0,2.64915628207074,2.3440198372023,1.49085307611938,1.25561528172018,-0.137266705213598,0,2.35053962895228
"SP4",1.07741474771511,0,0.267421442679837,-0.104634677879682,0,-1.62574331612577,2.47429615751306,0,-0.116047514020058
"SPI1",-3.5988833840986,0,4.67304999447982,8.30837679365682,1.18999719512667,4.21805751849033,-2.0327709577006,0,6.09704115685529
"SPIB",-3.09582633955167,0,-0.546638719208933,0.171616482997766,0,0.195796398678662,-4.13423031221264,0,0.144756974832815
"SREBF1",0.0458517124191973,0,0.392473277870704,0,0,0.250993874235957,0.788369159662895,0,-0.0868521282906886
