gene,log_fold_change_female,pvalue_female,padj_female,log_fold_change_male,pvalue_male,padj_male,interaction_effect,abs_interaction_effect,interaction_pvalue,interaction_padj,significant
JMJD1C,1.0592833,7.799301087067952e-21,7.799301087067952e-20,-0.7562604,4.186830862205826e-19,1.6747323448823302e-17,-1.8155437,1.8155437,4.186830862205826e-19,1.6747323448823302e-17,True
ADIPOR2,1.2215595,2.5356730332696123e-25,3.67488845401393e-24,-0.5461004,3.6368913682221474e-08,3.7111136410430074e-07,-1.7676599,1.7676599,3.6368913682221474e-08,3.7111136410430074e-07,True
FNIP1,1.2439933,3.5573107594860243e-28,6.1332944129069384e-27,-0.5175624,5.5264891128416355e-06,3.684326075227757e-05,-1.7615557,1.7615557,5.5264891128416355e-06,3.684326075227757e-05,True
ARAP2,0.29811192,0.3637646905841515,0.43616869374598505,-1.4556952,1.1016416432937048e-05,6.901720296747705e-05,-1.7538071,1.7538071,0.3637646905841515,0.43616869374598505,False
DOCK10,-2.9335241,2.0112779069673278e-13,1.2649546584700175e-12,-1.1817665,0.009181093187081492,0.02676703553084983,1.7517576,1.7517576,0.009181093187081492,0.02676703553084983,True
CDC14B,1.0814812,1.17293457970502e-27,1.9548909661750336e-26,-0.66794896,4.747153712279766e-15,1.3563296320799331e-13,-1.7494302,1.7494302,4.747153712279766e-15,1.3563296320799331e-13,True
SOX6,-0.89792114,0.0006031718657917053,0.0012436533315292892,0.84060585,0.017056426437854766,0.04401681902078987,1.738527,1.738527,0.017056426437854766,0.04401681902078987,True
NAALADL2,-1.1495376,2.5095627301339913e-16,2.0238409113983802e-15,0.5783744,5.0490968030448775e-06,3.434759729962502e-05,1.727912,1.727912,5.0490968030448775e-06,3.434759729962502e-05,True
AUTS2,-3.7448587,2.223261296241876e-23,2.850334995181892e-22,-2.027172,2.898383140806974e-06,2.085167727199262e-05,1.7176867,1.7176867,2.898383140806974e-06,2.085167727199262e-05,True
NEBL,-0.9979849,1.612683614938227e-05,4.479676708161742e-05,0.7085185,0.025041907641997412,0.058922135628229205,1.7065034,1.7065034,0.025041907641997412,0.058922135628229205,True
DNAJC6,1.6116009,8.257145930215467e-07,2.7341542815283005e-06,-0.080078125,0.8167064015136838,0.8584702974100824,-1.691679,1.691679,0.8167064015136838,0.8584702974100824,False
PHACTR3,1.4717355,2.95792402682702e-23,3.6517580578111354e-22,-0.21733475,0.06006500839000225,0.11506706588123036,-1.6890702,1.6890702,0.06006500839000225,0.11506706588123036,False
LINC01572,-0.7687199,5.327849962670205e-13,3.2289999773758813e-12,0.9177697,3.574686787446473e-45,8.936716968616182e-43,1.6864896,1.6864896,5.327849962670205e-13,3.2289999773758813e-12,True
ELOVL5,1.4347522,0.004489728952655895,0.008118858865562196,-0.23991597,6.551396676058302e-12,1.3102793352116602e-10,-1.6746682,1.6746682,0.004489728952655895,0.008118858865562196,True
RBMS3,-0.8631822,0.0007698454943163763,0.0015458744865790687,0.8065896,0.003584560569420752,0.012666291764737641,1.6697718,1.6697718,0.003584560569420752,0.012666291764737641,True
FMN1,-0.012800515,0.8662414656571464,0.8921127349713146,1.6402016,1.984740993429333e-33,1.8043099940266665e-31,1.653002,1.653002,0.8662414656571464,0.8921127349713146,False
MGAT4C,-1.3605547,1.1568907785565314e-08,4.8003766745084296e-08,0.29166257,0.41902313580818473,0.507291931971168,1.6522173,1.6522173,0.41902313580818473,0.507291931971168,False
CCDC88A,1.2030449,1.1381169935535901e-08,4.742154139806626e-08,-0.4451313,0.034633565080127424,0.07496442658036238,-1.6481762,1.6481762,0.034633565080127424,0.07496442658036238,True
GLUL,1.7220805,8.868924932550034e-26,1.3042536665514755e-24,0.07442975,0.3365756485916839,0.43001774149887756,-1.6476507,1.6476507,0.3365756485916839,0.43001774149887756,False
LPGAT1,-0.39102554,0.1232359909822784,0.16631037919335817,1.249208,3.446587490714234e-06,2.444388291286691e-05,1.6402335,1.6402335,0.1232359909822784,0.16631037919335817,False
PLCB1,-1.1834314,0.0014583512181063727,0.0028317499380706265,0.43675876,0.2200394759584495,0.31434210851207073,1.6201901,1.6201901,0.2200394759584495,0.31434210851207073,False
PRKN,-1.5733814,1.0982931001847585e-86,2.196586200369517e-84,0.046307564,0.5833418434493074,0.662888458465122,1.619689,1.619689,0.5833418434493074,0.662888458465122,False
ZNF638,1.6808796,5.747032885208319e-23,6.841705815724189e-22,0.07062149,0.6598793365306547,0.7267393574126153,-1.6102581,1.6102581,0.6598793365306547,0.7267393574126153,False
PREX2,-1.6680934,4.316853172569143e-14,2.8588431606418167e-13,-0.067836046,0.814468989912202,0.8573357788549495,1.6002574,1.6002574,0.814468989912202,0.8573357788549495,False
TMEFF2,-1.3836026,8.240397156673582e-07,2.7341542815283005e-06,0.21391392,0.589101550806735,0.6671591741865628,1.5975165,1.5975165,0.589101550806735,0.6671591741865628,False
AL589740.1,-1.0544426,6.240569116608484e-08,2.3510920855664623e-07,0.53601885,0.020235565092742522,0.04984129333187813,1.5904615,1.5904615,0.020235565092742522,0.04984129333187813,True
PPP2R2A,1.1762569,2.634192785084966e-41,8.780642616949886e-40,-0.40920115,1.5080068285440474e-06,1.136659140805402e-05,-1.585458,1.585458,1.5080068285440474e-06,1.136659140805402e-05,True
PCSK6,1.1475863,1.8080863832139373e-08,7.290670900056199e-08,-0.43499994,0.008941037457830219,0.02614338437962052,-1.5825863,1.5825863,0.008941037457830219,0.02614338437962052,True
FUT8,1.0015764,0.002241746897644178,0.00425378917959047,-0.57602024,0.04128934714030013,0.08460931791045109,-1.5775967,1.5775967,0.04128934714030013,0.08460931791045109,True
CTNNA3,-2.8134232,0.03547845628465387,0.0534314100672498,-4.380947,0.0011120591931275219,0.004692232882394607,-1.567524,1.567524,0.03547845628465387,0.0534314100672498,True
NCKAP5,-0.24967194,0.7039159016982262,0.7552745726375817,-1.814024,0.016073289768212286,0.041966814016220065,-1.564352,1.564352,0.7039159016982262,0.7552745726375817,False
AL354809.1,-1.7158635,3.5377494709046634e-64,3.5377494709046635e-62,-0.15332723,0.19874718726942248,0.28971893187962455,1.5625362,1.5625362,0.19874718726942248,0.28971893187962455,False
GALNT13,-1.3577676,1.9569382110080374e-15,1.4713821135398777e-14,0.19942474,0.30808418191620185,0.4032515470107354,1.5571923,1.5571923,0.30808418191620185,0.4032515470107354,False
BCAS3,-2.3482158,1.12941001701526e-108,5.6470500850763e-106,-0.79426813,2.460770591858055e-18,9.075871128693007e-17,1.5539477,1.5539477,2.460770591858055e-18,9.075871128693007e-17,True
ETV6,1.3020681,4.4295981721636235e-07,1.5118082498851958e-06,-0.24807465,0.06322700015765637,0.11974810635919765,-1.5501428,1.5501428,0.06322700015765637,0.11974810635919765,False
MT-ND3,-1.1880091,1.50691692203105e-06,4.849353863798417e-06,0.352427,0.22316508186442452,0.31654621541053124,1.5404361,1.5404361,0.22316508186442452,0.31654621541053124,False
FAM155A,-0.8830607,0.0074253351625002545,0.01298135517919625,0.6567733,0.10626456271801943,0.1819598676678415,1.539834,1.539834,0.10626456271801943,0.1819598676678415,False
EVA1C,1.7134148,3.722030758078807e-77,4.6525384475985085e-75,0.192595,0.0005314189299340027,0.0023994917033453855,-1.5208198,1.5208198,0.0005314189299340027,0.0023994917033453855,True
GRID1,1.9901114,1.427303925028258e-16,1.1894199375235484e-15,0.47584915,0.018816396015597685,0.047399587084169185,-1.5142622,1.5142622,0.018816396015597685,0.047399587084169185,True
AC008771.1,-0.67552185,1.2925143382277077e-06,4.210144424194488e-06,0.8360174,6.657845964931436e-18,2.2192819883104786e-16,1.5115392,1.5115392,1.2925143382277077e-06,4.210144424194488e-06,True
SPARCL1,-0.8997464,8.430258607246148e-05,0.00019867696791824223,0.6036056,0.042676082236007384,0.08727215181187604,1.503352,1.503352,0.042676082236007384,0.08727215181187604,True
PRKG1,-1.0486012,1.7907725618251737e-05,4.866229787568407e-05,0.43744326,0.13111174054861377,0.2131898220302663,1.4860444,1.4860444,0.13111174054861377,0.2131898220302663,False
MAPK10,-1.0616126,1.6879090756493977e-09,7.672313980224535e-09,0.41963625,0.12237543715307438,0.20160698048282436,1.4812489,1.4812489,0.12237543715307438,0.20160698048282436,False
MARCH1,-0.1593132,0.7195772716671243,0.7687791363965002,-1.631958,0.0016815437512885739,0.006753187756179012,-1.4726448,1.4726448,0.7195772716671243,0.7687791363965002,False
WDFY3,1.2420974,2.408249535454231e-22,2.7366471993798078e-21,-0.22911882,1.619356537620282e-05,9.874125229391964e-05,-1.4712162,1.4712162,1.619356537620282e-05,9.874125229391964e-05,True
FNIP2,0.7686281,2.984022959431486e-20,2.925512705324986e-19,-0.6992719,5.530208623437829e-14,1.5361690620660638e-12,-1.4679,1.4679,5.530208623437829e-14,1.5361690620660638e-12,True
TF,-0.6414623,0.034026338376722864,0.05147706259716016,0.81856346,0.0024764509484601384,0.009514980515615862,1.4600258,1.4600258,0.034026338376722864,0.05147706259716016,True
IQCJ-SCHIP1,1.0293427,1.8913902890827395e-18,1.719445717347945e-17,-0.43056345,0.00027502969959557476,0.001306144563759719,-1.4599061,1.4599061,0.00027502969959557476,0.001306144563759719,True
FBXL7,-1.7476234,9.468201567877815e-10,4.530239984630534e-09,-0.29251003,0.29154827838597924,0.3897704256497049,1.4551134,1.4551134,0.29154827838597924,0.3897704256497049,False
TMEM132C,-0.6373557,5.799437770891102e-05,0.00014284329484953452,0.81416416,6.4548473196425485e-12,1.3102793352116602e-10,1.4515198,1.4515198,5.799437770891102e-05,0.00014284329484953452,True
UNC5C,-1.2565727,0.028038818922375947,0.043742307211194924,0.19299698,0.7248705804470333,0.7819531612157856,1.4495697,1.4495697,0.7248705804470333,0.7819531612157856,False
GAS7,1.1363139,8.222911617513964e-23,9.674013667663487e-22,-0.3126061,0.0012853617088235884,0.005311412019932184,-1.44892,1.44892,0.0012853617088235884,0.005311412019932184,True
PTPRZ1,-0.29846907,0.6214938901246093,0.6867335802481871,1.1497355,0.03982162740308465,0.08278924616025915,1.4482045,1.4482045,0.6214938901246093,0.6867335802481871,False
SCD5,1.4131575,6.677491016548805e-08,2.5009329649995524e-07,-0.032589912,0.8970267208417742,0.9190847549608342,-1.4457474,1.4457474,0.8970267208417742,0.9190847549608342,False
AC131944.1,1.4466567,0.000124248894316815,0.0002862877749235369,0.021225415,0.0062227616376194055,0.01963016289469844,-1.4254313,1.4254313,0.0062227616376194055,0.01963016289469844,True
MAGI1,-1.7352872,7.731996608771252e-81,1.2886661014618754e-78,-0.31394053,2.207474143666873e-05,0.00013298037010041404,1.4213467,1.4213467,2.207474143666873e-05,0.00013298037010041404,True
LRRTM3,-0.4402895,0.014931203359411097,0.024679674974233217,0.9780178,8.293622962169222e-12,1.6262005808174946e-10,1.4183073,1.4183073,0.014931203359411097,0.024679674974233217,True
MT-CO3,-1.4957683,1.9483583900052135e-09,8.737033139036832e-09,-0.08709216,0.7370749684754438,0.7917024366009063,1.4086761,1.4086761,0.7370749684754438,0.7917024366009063,False
NUTM2A-AS1,-0.561821,4.627942217742634e-13,2.8219159864284354e-12,0.84443927,5.495194066702879e-12,1.1448320972297665e-10,1.4062603,1.4062603,5.495194066702879e-12,1.1448320972297665e-10,True
TACC1,1.1214166,4.4999721724578874e-11,2.3936022193924935e-10,-0.28386164,6.64322104219031e-06,4.37054015933573e-05,-1.4052782,1.4052782,6.64322104219031e-06,4.37054015933573e-05,True
DSCAM,-0.9878161,0.2685700338730091,0.33404233068782224,0.4124384,0.665878551305654,0.7306799021186012,1.4002545,1.4002545,0.665878551305654,0.7306799021186012,False
LRRC7,-1.031704,3.3548408275968675e-05,8.602155968197096e-05,0.36460066,0.15688149516086633,0.2413561464013328,1.3963046,1.3963046,0.15688149516086633,0.2413561464013328,False
ERBB4,-5.1768217,9.21353032009484e-21,9.122307247618652e-20,-3.7847176,2.3462909592468634e-08,2.52289350456652e-07,1.3921041,1.3921041,2.3462909592468634e-08,2.52289350456652e-07,True
SH3RF3,1.0216402,0.009580808771071515,0.01640549447101287,-0.36870044,0.03716188161873852,0.07856634591699475,-1.3903406,1.3903406,0.03716188161873852,0.07856634591699475,True
BCAS1,1.6330042,1.371353048831488e-08,5.620299380456918e-08,0.24938774,0.4213152528145633,0.5089645934089636,-1.3836164,1.3836164,0.4213152528145633,0.5089645934089636,False
FAM107B,0.79317665,1.1882342533633679e-05,3.375665492509568e-05,-0.59021044,0.0005275080842533981,0.0023977640193336277,-1.3833871,1.3833871,0.0005275080842533981,0.0023977640193336277,True
NECAB1,1.583607,2.0908676489504258e-24,2.8642022588362e-23,0.20131183,0.15677117980985397,0.2413561464013328,-1.3822951,1.3822951,0.15677117980985397,0.2413561464013328,False
LINC01170,-0.73379993,0.00048519301502837685,0.0010257780444574564,0.64573956,0.00019788546012175452,0.0009943992970942437,1.3795395,1.3795395,0.00048519301502837685,0.0010257780444574564,True
PTPRM,1.3712255,1.4244075129716836e-11,7.741345179193932e-11,-0.006722212,0.9558970686629217,0.9655525946090118,-1.3779477,1.3779477,0.9558970686629217,0.9655525946090118,False
MT-ND4,-1.0401704,1.294962860631544e-09,6.079637843340582e-09,0.33611226,0.18890523400200476,0.2798596059288959,1.3762827,1.3762827,0.18890523400200476,0.2798596059288959,False
SFMBT2,-2.4234304,5.689393717559181e-09,2.4736494424170353e-08,-1.0604167,0.019022779753913307,0.04755694938478326,1.3630137,1.3630137,0.019022779753913307,0.04755694938478326,True
DDX5,-0.36055732,9.382381517127122e-05,0.0002187035318677651,0.9936621,8.127103595770381e-26,5.079439747356488e-24,1.3542194,1.3542194,9.382381517127122e-05,0.0002187035318677651,True
CDK18,1.4188504,6.456967747457427e-22,6.796808155218345e-21,0.06555724,0.6253041604693143,0.6963298000771874,-1.3532932,1.3532932,0.6253041604693143,0.6963298000771874,False
MAST4,-0.9051938,1.0735498540223351e-11,5.96416585567964e-11,0.43898368,0.010918156082521469,0.030556793946600182,1.3441775,1.3441775,0.010918156082521469,0.030556793946600182,True
PREX1,0.91960096,2.3722214375476016e-10,1.1802096704216923e-09,-0.4221859,0.00015620356332203008,0.0008010439144719491,-1.3417869,1.3417869,0.00015620356332203008,0.0008010439144719491,True
FRYL,-0.018829346,0.9520896286692042,0.9588012373305178,-1.3599062,2.9126030956455195e-05,0.00017132959386150114,-1.3410769,1.3410769,0.9520896286692042,0.9588012373305178,False
ANKUB1,-0.3978399,3.90462800259965e-05,9.960785720917475e-05,0.9387558,3.6025976671356276e-35,5.1465680959080394e-33,1.3365958,1.3365958,3.90462800259965e-05,9.960785720917475e-05,True
SLC2A3,1.3386627,2.426314308447656e-08,9.628231382728793e-08,0.0061531737,0.8040082241547329,0.8517036272825561,-1.3325095,1.3325095,0.8040082241547329,0.8517036272825561,False
BBS9,-1.0102684,4.225555747353032e-27,6.767841762839086e-26,0.3172853,7.145470109845762e-07,5.626354417201387e-06,1.3275537,1.3275537,7.145470109845762e-07,5.626354417201387e-06,True
HSPA1A,0.95005137,6.051102635761288e-05,0.0001486757404363953,-0.3747902,2.8968318774587777e-11,5.570830533574573e-10,-1.3248415,1.3248415,6.051102635761288e-05,0.0001486757404363953,True
OSBPL1A,0.6610489,4.127073508529476e-07,1.4182383190822941e-06,-0.6610975,8.866927235317191e-10,1.2850619181619115e-08,-1.3221464,1.3221464,4.127073508529476e-07,1.4182383190822941e-06,True
C1orf61,-0.68909514,1.5719204913645483e-07,5.614001754873386e-07,0.62970555,0.0022657320273269752,0.008816077927342316,1.3188007,1.3188007,0.0022657320273269752,0.008816077927342316,True
PXK,0.87238264,0.00044785612665509305,0.0009508622646604948,-0.4449954,0.09912285877189016,0.1711966472744217,-1.317378,1.317378,0.09912285877189016,0.1711966472744217,False
SLCO3A1,0.61987877,0.028304273776967828,0.043968993879012395,-0.6955223,0.027047866213431637,0.06217900278949802,-1.3154011,1.3154011,0.028304273776967828,0.06217900278949802,True
MT-ATP6,-0.922101,6.709741348645764e-05,0.00016246347091151972,0.39269328,0.19074688371958295,0.2817531517275967,1.3147943,1.3147943,0.19074688371958295,0.2817531517275967,False
FP236383.3,-0.7522249,0.03707847358512326,0.055589915419974906,0.560976,0.22292676607357592,0.31654621541053124,1.313201,1.313201,0.22292676607357592,0.31654621541053124,False
CD9,1.6505704,7.31500054336317e-44,2.926000217345268e-42,0.34973216,9.426013962674562e-07,7.3640734083395014e-06,-1.3008382,1.3008382,9.426013962674562e-07,7.3640734083395014e-06,True
SORL1,-2.0700383,3.9349665349269114e-10,1.9101779295761706e-09,-0.77955055,0.03128162161142648,0.06936058006968178,1.2904878,1.2904878,0.03128162161142648,0.06936058006968178,True
DMD,2.3844795,3.571838301829795e-22,3.968709224255328e-21,1.0985231,7.878397721771207e-08,7.428762864601964e-07,-1.2859564,1.2859564,7.878397721771207e-08,7.428762864601964e-07,True
ITPR2,-1.4083443,0.009476566435501021,0.016254830935679282,-0.12846231,0.8195517499616894,0.8599703567279008,1.279882,1.279882,0.8195517499616894,0.8599703567279008,False
TMEM144,1.9603853,1.1780856588621852e-05,3.365959025320529e-05,0.68320465,0.1170236345261178,0.19569169653196958,-1.2771807,1.2771807,0.1170236345261178,0.19569169653196958,False
RETREG1,1.4279923,2.0561646243932118e-31,3.954162739217715e-30,0.15663028,0.1460816184982827,0.22932750156716278,-1.2713621,1.2713621,0.1460816184982827,0.22932750156716278,False
KANK1,0.54287434,0.0005367574686874923,0.0011159198933211897,-0.726244,5.9764374136508435e-05,0.0003376518312797087,-1.2691183,1.2691183,0.0005367574686874923,0.0011159198933211897,True
LIFR,-1.3853798,5.6463661007399e-42,2.0912467039777406e-40,-0.11955786,0.19196493812345009,0.2823013795933089,1.2658219,1.2658219,0.19196493812345009,0.2823013795933089,False
NHSL1,-0.71424854,9.726265086691937e-09,4.121298765547431e-08,0.54722357,0.015278851027089283,0.0401019711997094,1.2614721,1.2614721,0.015278851027089283,0.0401019711997094,True
DOCK4,-3.70183,8.989585545163369e-07,2.9668599158955013e-06,-2.4416523,0.003945164007511782,0.01369848613719369,1.2601776,1.2601776,0.003945164007511782,0.01369848613719369,True
FIGN,1.3724813,6.658287862865672e-19,6.108520975106121e-18,0.11607313,0.3150480235770071,0.410218780699228,-1.2564082,1.2564082,0.3150480235770071,0.410218780699228,False
PBX1,-1.3319502,4.1079925236510195e-41,1.2837476636409436e-39,-0.08186722,0.45412090239303693,0.5391419245204011,1.250083,1.250083,0.45412090239303693,0.5391419245204011,False
PARD3B,-0.44536614,0.0013644216103991837,0.0026648859578109053,0.79350734,4.1182067215858583e-10,6.239707153917967e-09,1.2388735,1.2388735,0.0013644216103991837,0.0026648859578109053,True
MOB3B,-1.0017686,5.3859632032973e-17,4.603387353245556e-16,0.23581123,0.06519710648575708,0.12278174479426944,1.2375798,1.2375798,0.06519710648575708,0.12278174479426944,False
SCD,-1.2472415,1.3611521247471753e-12,7.959953945889914e-12,-0.012628794,0.9280938189598058,0.9441442715766082,1.2346127,1.2346127,0.9280938189598058,0.9441442715766082,False
PTPRK,0.012349129,0.9730428081997442,0.9759707203608267,-1.2221432,0.00036885502595205443,0.0017317137368641053,-1.2344923,1.2344923,0.9730428081997442,0.9759707203608267,False
MED12L,-0.88532484,9.663269325983999e-11,5.006875298437305e-10,0.34728545,0.010313952847890821,0.02921799673623462,1.2326102,1.2326102,0.010313952847890821,0.02921799673623462,True
FMN2,-1.0096632,1.2115810226981492e-05,3.432240857501839e-05,0.22196579,0.3222020246892646,0.4159422094872131,1.231629,1.231629,0.3222020246892646,0.4159422094872131,False
SLC44A1,-2.7227268,5.619487960624213e-05,0.00013909623664911416,-3.9527931,4.386166199711459e-07,3.5952181964848025e-06,-1.2300663,1.2300663,5.619487960624213e-05,0.00013909623664911416,False
DLEU1,-0.8135085,0.0014179091909665422,0.0027639555379464762,0.4162352,0.23546206527188834,0.3314317159388269,1.2297437,1.2297437,0.23546206527188834,0.3314317159388269,False
IGSF11,0.75051,1.0563318675212683e-12,6.25048442320277e-12,-0.4589405,3.173497128819751e-08,3.3405232934944745e-07,-1.2094505,1.2094505,3.173497128819751e-08,3.3405232934944745e-07,False
ABLIM1,-0.59013397,0.01289389098617926,0.0215616906123399,0.61148536,0.024711270936737945,0.05865587328672788,1.2016194,1.2016194,0.024711270936737945,0.05865587328672788,False
ADCY2,-0.6257724,0.005268126052404331,0.009407367950722018,0.5696172,0.008218041926498831,0.024385881087533624,1.1953896,1.1953896,0.008218041926498831,0.024385881087533624,False
AP003086.1,-0.32308054,0.002933044106160239,0.005462392571413022,0.87159634,3.891198807837631e-32,2.9932298521827932e-30,1.1946769,1.1946769,0.002933044106160239,0.005462392571413022,False
PITPNC1,-0.7646518,0.145792209516129,0.19413077165929296,0.42336416,0.391905478813827,0.48264221528796425,1.1880159,1.1880159,0.391905478813827,0.48264221528796425,False
DAAM2,-2.1077733,1.1003984818628982e-28,1.9305236523910494e-27,-0.921288,3.2403483952193673e-07,2.700290329349473e-06,1.1864853,1.1864853,3.2403483952193673e-07,2.700290329349473e-06,False
PCDH15,-0.398332,0.42277790372698476,0.49680129697648034,0.7877873,0.14703925678881644,0.2297488387325257,1.1861193,1.1861193,0.42277790372698476,0.49680129697648034,False
FGFR2,1.0407867,2.0376372600516644e-10,1.0188186300258321e-09,-0.14292097,0.29881002343246993,0.39509944329129143,-1.1837077,1.1837077,0.29881002343246993,0.39509944329129143,False
KANSL1,0.92557955,2.8968123429600487e-11,1.5574259908387359e-10,-0.25304604,0.0061236128406104845,0.019440040763842807,-1.1786256,1.1786256,0.0061236128406104845,0.019440040763842807,False
FOXP1,-1.3696179,1.9446511859940803e-30,3.6012058999890373e-29,-0.19298863,0.040593467813090124,0.08387080126671513,1.1766293,1.1766293,0.040593467813090124,0.08387080126671513,False
LAMP2,0.92950535,5.321156578110375e-08,2.0387573096208333e-07,-0.244102,0.1431305973185952,0.22540251546235465,-1.1736073,1.1736073,0.1431305973185952,0.22540251546235465,False
SYNJ2,0.5798614,0.00020366725340873645,0.00045665303454873644,-0.5909548,3.7311149582854975e-05,0.0002156713848719941,-1.1708162,1.1708162,0.00020366725340873645,0.00045665303454873644,False
LRMDA,-2.0295706,0.010136522702639502,0.0172097159637343,-0.87206936,0.27591476328392806,0.3728577882215244,1.1575012,1.1575012,0.27591476328392806,0.3728577882215244,False
LINC00499,-0.69433314,4.623676016407127e-05,0.00011675949536381634,0.4522136,0.001169240098722669,0.004912773524044828,1.1465467,1.1465467,0.001169240098722669,0.004912773524044828,False
WWOX,-2.8879395,1.7522461052505486e-41,6.042227949139822e-40,-1.7427692,3.661422079218715e-20,1.8307110396093576e-18,1.1451702,1.1451702,3.661422079218715e-20,1.8307110396093576e-18,False
CCNH,0.6920233,4.099357426480717e-09,1.8058843288461308e-08,-0.45267963,0.0004592491738557236,0.002116355639888127,-1.1447029,1.1447029,0.0004592491738557236,0.002116355639888127,False
ZEB2,0.2576704,0.495049058047494,0.5664176865531968,-0.88583946,0.030848497132751125,0.06855221585055805,-1.1435099,1.1435099,0.495049058047494,0.5664176865531968,False
JAM3,1.21316,4.5461342720210456e-20,4.41372259419519e-19,0.09498978,0.4223811124341027,0.5089645934089636,-1.1181703,1.1181703,0.4223811124341027,0.5089645934089636,False
RERE,-1.0416713,3.057287890036592e-26,4.563116253785958e-25,0.07553959,0.48441255201571953,0.5677944381892882,1.1172109,1.1172109,0.48441255201571953,0.5677944381892882,False
HHIP,-1.4351001,9.630136864398261e-14,6.133845136559402e-13,-0.32352448,0.14848900497418835,0.23093352614551932,1.1115756,1.1115756,0.14848900497418835,0.23093352614551932,False
SORT1,0.2829628,0.06331863287673413,0.08968644883390103,-0.82470083,2.1454843166254736e-06,1.5660469464419514e-05,-1.1076636,1.1076636,0.06331863287673413,0.08968644883390103,False
ANKS1B,-0.83033276,0.009676886994481104,0.01651345903495069,0.27221107,0.4644119093538357,0.5489502474631628,1.1025438,1.1025438,0.4644119093538357,0.5489502474631628,False
BCL6,1.0395144,2.443617839138201e-22,2.745638021503597e-21,-0.06263727,0.02616803803030267,0.06057416210718211,-1.1021516,1.1021516,0.02616803803030267,0.06057416210718211,False
SYNE1,-0.8902128,6.972181908632438e-07,2.3318334142583405e-06,0.20723462,0.36966323597407447,0.4632371378121234,1.0974474,1.0974474,0.36966323597407447,0.4632371378121234,False
USP54,0.8162141,5.85967087542736e-08,2.2280117397062205e-07,-0.27365685,0.06985202792394758,0.1308090410560816,-1.0898709,1.0898709,0.06985202792394758,0.1308090410560816,False
FRMD4B,-0.11645317,0.742038168919952,0.7860573823304576,-1.199645,0.0036288155562471435,0.012777519564250507,-1.0831919,1.0831919,0.742038168919952,0.7860573823304576,False
PCDH7,-0.49245274,0.0008565828126615425,0.0017029479376969036,0.5877348,0.0018864555089800322,0.007397864741098165,1.0801876,1.0801876,0.0018864555089800322,0.007397864741098165,False
ARPP21,-0.67257226,1.2206250145807142e-08,5.0439050189285713e-08,0.40448475,0.002672628833823693,0.010047476818886063,1.077057,1.077057,0.002672628833823693,0.010047476818886063,False
LRRTM4,0.18389559,0.7059947617014347,0.756693206539587,1.251816,0.012166750800317502,0.03320197948607082,1.0679204,1.0679204,0.7059947617014347,0.756693206539587,False
BAALC,1.0804996,3.057296150513688e-15,2.2646638151953243e-14,0.014484286,0.8172637231343984,0.8584702974100824,-1.0660154,1.0660154,0.8172637231343984,0.8584702974100824,False
SLIT2,-0.55437183,7.84242696018768e-09,3.3514645129007176e-08,0.5104935,4.622517775367505e-06,3.210081788449656e-05,1.0648654,1.0648654,4.622517775367505e-06,3.210081788449656e-05,False
ASB3,-0.6693325,9.515767829924557e-15,6.701244950651097e-14,0.39410543,0.0032551123462368717,0.011836772168134078,1.0634379,1.0634379,0.0032551123462368717,0.011836772168134078,False
TUBA1A,1.2296114,4.2637403105886245e-27,6.767841762839086e-26,0.16733122,0.02904408276645762,0.06556226358116844,-1.0622802,1.0622802,0.02904408276645762,0.06556226358116844,False
TRPM3,-1.0001981,2.6355748450434683e-05,6.845648948164853e-05,0.055472493,0.8608683271604104,0.8911680405387271,1.0556706,1.0556706,0.8608683271604104,0.8911680405387271,False
ST6GALNAC3,-2.651071,7.082742034491565e-08,2.641785613622539e-07,-1.597887,0.00013961016606448616,0.0007196400312602379,1.053184,1.053184,0.00013961016606448616,0.0007196400312602379,False
OPHN1,-0.52565944,0.0004353126455509211,0.0009261971181934492,0.5269543,0.006007004825247868,0.019253220593743167,1.0526137,1.0526137,0.006007004825247868,0.019253220593743167,False
TPST1,1.0440879,1.0703988146001273e-05,3.0847228086459006e-05,-0.007707715,0.7097451415378626,0.7723015685939745,-1.0517956,1.0517956,0.7097451415378626,0.7723015685939745,False
LINC00609,-1.1108305,0.00015561839920422873,0.00035207782625391117,-0.070990086,0.7689330660606191,0.8205525417676264,1.0398405,1.0398405,0.7689330660606191,0.8205525417676264,False
EPHA6,-0.532826,3.6818271949711536e-06,1.1225082911497419e-05,0.50488466,0.01834297614833727,0.04679330650086038,1.0377107,1.0377107,0.01834297614833727,0.04679330650086038,False
AC079352.1,-0.62738323,0.0006267695896055871,0.001284363913126203,0.40673947,0.00756301845806146,0.02278017607849837,1.0341227,1.0341227,0.00756301845806146,0.02278017607849837,False
ENTPD1-AS1,-0.39689326,7.485813823808284e-05,0.00017951591903616988,0.63720083,3.7831941326683534e-17,1.2203852040865657e-15,1.0340941,1.0340941,7.485813823808284e-05,0.00017951591903616988,False
HSP90AA1,0.39761496,0.03314436369817536,0.05044804215856219,-0.6311536,2.129425570876076e-06,1.565754096232409e-05,-1.0287685,1.0287685,0.03314436369817536,0.05044804215856219,False
FTX,-0.48360062,0.0005222180046540487,0.0010947966554592217,0.54499817,5.853114991260768e-07,4.682491993008614e-06,1.0285988,1.0285988,0.0005222180046540487,0.0010947966554592217,False
