gene,log_fold_change_female,pvalue_female,padj_female,log_fold_change_male,pvalue_male,padj_male,interaction_effect,abs_interaction_effect,interaction_pvalue,interaction_padj,significant
PRR5L,-0.009691,0.9270608091504785,0.9402239443716821,-0.4148352,7.76110196916988e-05,0.00042879016404253484,-0.4051442,0.4051442,0.9270608091504785,0.9402239443716821,False
PSD3,-0.15402889,0.43007159260504846,0.5035967126522816,0.2510743,0.05026355454919856,0.09894400501810739,0.4051032,0.4051032,0.43007159260504846,0.5035967126522816,False
PTPRT,-0.199476,0.0542083504008521,0.07818093717706963,0.20520455,0.09305211818744218,0.16182977076076902,0.40468055,0.40468055,0.09305211818744218,0.16182977076076902,False
ARHGEF4,-0.34512272,0.0034086650977788527,0.006277467951710594,0.05821538,0.6047303834422406,0.68136656987794,0.4033381,0.4033381,0.6047303834422406,0.68136656987794,False
AC011586.2,-0.0045238156,0.00032153290577281436,0.0006944555200276768,0.39803046,0.03039981287957777,0.06828556894948165,0.40255427,0.40255427,0.03039981287957777,0.06828556894948165,False
PPP1R12B,0.19585967,0.05702744477565433,0.08193598387306657,-0.20301771,0.058122728030387816,0.11220603866870234,-0.39887738,0.39887738,0.058122728030387816,0.11220603866870234,False
MEIS2,0.7082982,6.160086052496306e-09,2.6552095053863387e-08,0.30987406,0.021922142204006952,0.053080247467329186,-0.39842415,0.39842415,0.021922142204006952,0.053080247467329186,False
LRRK1,-0.6629368,2.763323823323422e-06,8.581751004110006e-06,-0.26525396,0.031680268313473786,0.0700890891891013,0.39768285,0.39768285,0.031680268313473786,0.0700890891891013,False
SORCS2,-0.012408376,0.9024168854848253,0.921774142476839,0.38422298,6.792793854649478e-09,8.386165252653676e-08,0.39663136,0.39663136,0.9024168854848253,0.921774142476839,False
ZNRF3,-0.15974343,0.037689513713141054,0.05642142771428301,0.23468125,0.025138038823420725,0.05900948080615194,0.39442468,0.39442468,0.037689513713141054,0.05900948080615194,False
CACNB4,-0.5573372,1.0922980788067824e-09,5.176768146003708e-09,-0.16428459,0.15991655877271982,0.24452073206837893,0.39305264,0.39305264,0.15991655877271982,0.24452073206837893,False
AC090015.1,-0.15485668,0.261067578945238,0.3267429023094343,0.23764849,0.08865156553027875,0.15607669987725134,0.39250517,0.39250517,0.261067578945238,0.3267429023094343,False
KLF12,-0.40810284,4.6449418533482454e-07,1.5692371126176506e-06,-0.015636027,0.8939973803500462,0.9169203901026115,0.3924668,0.3924668,0.8939973803500462,0.9169203901026115,False
ATRNL1,0.4444601,0.1214466276678682,0.1645618261082225,0.05202931,0.829680982496871,0.8687758979024827,-0.39243078,0.39243078,0.829680982496871,0.8687758979024827,False
SIPA1L1,-0.30003023,0.0050250609537681,0.008989375588136134,0.09056091,0.2369923373651431,0.3328544064117179,0.39059114,0.39059114,0.2369923373651431,0.3328544064117179,False
NRCAM,0.018723607,0.9517969852381538,0.9588012373305178,0.40760028,0.13667761201893133,0.21958245840452512,0.38887668,0.38887668,0.9517969852381538,0.9588012373305178,False
MSRA,-0.27834594,0.005483562661514925,0.009757228935079937,0.107170224,0.2036741350731041,0.2947527280363301,0.38551617,0.38551617,0.2036741350731041,0.2947527280363301,False
SGCD,-0.62939703,3.04910929890654e-06,9.41083116946463e-06,-1.0133517,1.1602901530762964e-13,2.9751029566058884e-12,-0.38395464,0.38395464,3.04910929890654e-06,9.41083116946463e-06,False
SH3D19,-0.46784496,0.0033407164637245836,0.006175076642744147,-0.08426952,0.675701922905187,0.7384720468909147,0.38357544,0.38357544,0.675701922905187,0.7384720468909147,False
SDCCAG8,-0.19100213,0.028316032058083983,0.043968993879012395,-0.5734253,3.046547092494726e-12,6.622928461945056e-11,-0.38242316,0.38242316,0.028316032058083983,0.043968993879012395,False
CPQ,-0.9959285,2.089738622542723e-46,9.951136297822489e-45,-0.61522126,6.404733109730117e-14,1.7310089485757074e-12,0.38070726,0.38070726,6.404733109730117e-14,1.7310089485757074e-12,False
PID1,-0.17382914,0.120939573057584,0.16409711405370964,0.20505255,0.10093116265878672,0.1740192459634254,0.3788817,0.3788817,0.120939573057584,0.1740192459634254,False
SEMA4D,0.799881,2.0844331525609174e-09,9.305505145361238e-09,0.42119312,0.000799299631282838,0.00346017156399497,-0.37868786,0.37868786,0.000799299631282838,0.00346017156399497,False
WSB1,0.7680664,5.0437410087574975e-15,3.628590653782372e-14,0.39178038,1.5117566572711849e-06,1.136659140805402e-05,-0.37628603,0.37628603,1.5117566572711849e-06,1.136659140805402e-05,False
FGF14,0.0989933,0.7971280232669095,0.8329446429121311,0.47323513,0.21804279635224816,0.3119353309760346,0.37424183,0.37424183,0.7971280232669095,0.8329446429121311,False
SNHG14,-0.16024828,0.7037108211898462,0.7552745726375817,0.21373701,0.6189603373061456,0.6926319986347874,0.3739853,0.3739853,0.7037108211898462,0.7552745726375817,False
PPM1H,-0.27377796,0.07037462983415792,0.09884077223898584,0.099066734,0.5356023712477401,0.6156349094801611,0.3728447,0.3728447,0.5356023712477401,0.6156349094801611,False
AC068587.4,-0.2794699,0.0006570094753743864,0.001335385112549566,0.093156576,0.2719210523302284,0.36996061541527675,0.37262648,0.37262648,0.2719210523302284,0.36996061541527675,False
XKR4,-0.20966262,0.04215995468923551,0.06236679687756731,0.16158813,0.24312910046582215,0.3390921903289012,0.37125075,0.37125075,0.24312910046582215,0.3390921903289012,False
FAM13C,0.36701465,0.009355169156079741,0.016101840199793015,-0.0037112236,0.9785810226143539,0.9844879503162514,-0.37072587,0.37072587,0.9785810226143539,0.9844879503162514,False
MGAT4A,0.19244409,0.3351726306136904,0.4047978630600126,-0.17731094,0.222447022292966,0.31654621541053124,-0.36975503,0.36975503,0.3351726306136904,0.4047978630600126,False
SNTG1,-0.07653713,0.8178295811537151,0.8501346997439866,0.292125,0.41535346001496,0.5050538337816008,0.36866212,0.36866212,0.8178295811537151,0.8501346997439866,False
AL163541.1,-0.90641177,1.6644843556433027e-05,4.572759218800282e-05,-1.2748127,0.0006984015789909345,0.0030631648201356774,-0.36840093,0.36840093,0.0006984015789909345,0.0030631648201356774,False
SUSD6,0.15446311,0.1217211335943072,0.16461450780583894,-0.21295482,0.003472405760122376,0.0124639419147096,-0.36741793,0.36741793,0.1217211335943072,0.16461450780583894,False
OSBP2,0.07833123,0.32164953804246943,0.3913011411708874,-0.28832746,0.002650521249768831,0.010001966980259739,-0.3666587,0.3666587,0.32164953804246943,0.3913011411708874,False
HDAC9,-0.78724384,0.00026127449402837233,0.0005704683275728653,-0.4208305,0.047193367788792046,0.09419833889978452,0.36641335,0.36641335,0.047193367788792046,0.09419833889978452,False
CAMK1D,-0.5251636,4.0121701411407035e-05,0.00010209084328602298,-0.15995067,0.20063360740552846,0.2918782102995489,0.36521292,0.36521292,0.20063360740552846,0.2918782102995489,False
NXPH1,0.13412595,0.635905847795043,0.6968175302087243,0.49798715,0.10809846325588067,0.1838357443679813,0.3638612,0.3638612,0.635905847795043,0.6968175302087243,False
GALNT18,-0.18099046,0.23339741802280087,0.29770078829438884,0.17989641,0.027589173104465948,0.06306066860003391,0.36088687,0.36088687,0.23339741802280087,0.29770078829438884,False
CACNA2D1,-0.2310071,0.08987732355682877,0.12431165083932058,-0.5880518,0.0002275564640268946,0.0011154728628769343,-0.3570447,0.3570447,0.08987732355682877,0.12431165083932058,False
CPED1,-0.74582446,1.6280166082914211e-10,8.264043696910767e-10,-0.3899406,0.007104286368520607,0.021859342672371097,0.35588387,0.35588387,0.007104286368520607,0.021859342672371097,False
CHI3L1,0.46195596,0.011622789087161038,0.01950132397174671,0.109580986,0.2558799270462482,0.3534253135997903,-0.35237497,0.35237497,0.2558799270462482,0.3534253135997903,False
RIMS2,-0.14150584,0.2905206710909084,0.3569050013401823,0.21073985,0.12378179676840759,0.20358848152698616,0.3522457,0.3522457,0.2905206710909084,0.3569050013401823,False
DOCK7,-0.24073881,0.0022546815122326588,0.004270230136804278,0.11004996,0.2463701631781559,0.3417061902609652,0.35078877,0.35078877,0.2463701631781559,0.3417061902609652,False
RTTN,-0.623628,1.9744984069044723e-08,7.866527517547699e-08,-0.27435744,0.03212011038087319,0.07090532092907988,0.34927058,0.34927058,0.03212011038087319,0.07090532092907988,False
ATP10A,-0.26323912,0.22813435634104937,0.29135933121462243,0.085828945,0.4188139521087515,0.507291931971168,0.34906805,0.34906805,0.4188139521087515,0.507291931971168,False
NTRK2,0.30740428,0.15264570048605036,0.2027167337132143,0.65645385,0.04393389057531067,0.0894783922104087,0.34904957,0.34904957,0.15264570048605036,0.2027167337132143,False
TTC28,-0.3479452,0.0001205808837686627,0.00027847779161353976,-0.00023984909,0.9977279993506072,0.9992798442533298,0.34770536,0.34770536,0.9977279993506072,0.9992798442533298,False
PDZRN3,-0.22699836,0.01911123761002819,0.030974453176706954,0.12000206,0.1121776622927961,0.18916975091533914,0.34700042,0.34700042,0.1121776622927961,0.18916975091533914,False
BCL2,0.32100344,0.00797756580271215,0.01389819826256472,-0.025625467,0.8386344244182952,0.8744884509054173,-0.3466289,0.3466289,0.8386344244182952,0.8744884509054173,False
ZDHHC20,-0.9566637,9.790076756355594e-23,1.138381018180883e-21,-1.303199,6.212749059876065e-34,7.344542960447932e-32,-0.34653533,0.34653533,9.790076756355594e-23,1.138381018180883e-21,False
ALOX5,0.20483235,0.08854028228648242,0.12263196992587592,-0.1397985,0.008883785750941136,0.0261287816204151,-0.34463084,0.34463084,0.08854028228648242,0.12263196992587592,False
SLC22A15,-0.11942434,0.2050234642217178,0.26557443552035986,0.22399592,0.021355081193418952,0.052212912453347075,0.34342027,0.34342027,0.2050234642217178,0.26557443552035986,False
MIR646HG,-0.4019729,8.393107219107413e-06,2.468560946796298e-05,-0.0630486,0.5377753134806685,0.6174228627791831,0.3389243,0.3389243,0.5377753134806685,0.6174228627791831,False
ITPKB,-0.3266641,0.0006372567456118677,0.0013031835288586252,0.011992931,0.8551390079158991,0.8872726265634564,0.33865702,0.33865702,0.8551390079158991,0.8872726265634564,False
ROBO2,-0.3415091,0.28816590825272326,0.3548841234639449,-0.0054274797,0.9876866181183754,0.9916532310425457,0.33608162,0.33608162,0.9876866181183754,0.9916532310425457,False
LANCL1,-0.6470709,2.1816918755151443e-06,6.817787110984826e-06,-0.31895256,0.04276531212334198,0.08727614719049384,0.32811832,0.32811832,0.04276531212334198,0.08727614719049384,False
RGS7,-0.3665483,0.02794755595287334,0.04366805617636459,-0.039307952,0.855330812007172,0.8872726265634564,0.32724035,0.32724035,0.855330812007172,0.8872726265634564,False
CA10,-0.15378356,0.49266078005168257,0.5645511233049665,0.17027867,0.5354015828518686,0.6156349094801611,0.32406223,0.32406223,0.5354015828518686,0.6156349094801611,False
SEMA5A,0.0415169,0.7903333791024582,0.8267085555465044,0.36437333,0.04411123155084838,0.0896569746968463,0.32285643,0.32285643,0.7903333791024582,0.8267085555465044,False
AC009063.2,-0.24144411,0.002233486330921683,0.004246171731790272,-0.5632186,7.009487920208982e-09,8.548156000254855e-08,-0.32177448,0.32177448,0.002233486330921683,0.004246171731790272,False
EXOC6B,-0.42290878,0.09805908554185795,0.13525391109221788,-0.1012373,0.7236031060640009,0.7819531612157856,0.3216715,0.3216715,0.7236031060640009,0.7819531612157856,False
MIR181A1HG,-0.107088566,0.6009122929941594,0.6676391890509512,-0.4274006,0.03645473634457454,0.07739859096512641,-0.32031202,0.32031202,0.6009122929941594,0.6676391890509512,False
LPCAT2,-0.41143698,0.00026486693677852947,0.0005770521498442907,-0.09468359,0.3633612528377397,0.4570581796701128,0.3167534,0.3167534,0.3633612528377397,0.4570581796701128,False
SLC35F1,-0.020787,0.9416464636613833,0.9530834652443151,0.2949642,0.27781183845892926,0.374914761752941,0.3157512,0.3157512,0.9416464636613833,0.9530834652443151,False
DIAPH2,-0.6806822,0.004204270756231349,0.00763025545595526,-0.36914074,0.08009133404631233,0.1432760895282868,0.31154144,0.31154144,0.08009133404631233,0.1432760895282868,False
SLCO2B1,-0.11257857,0.6000898975373716,0.6675082286288895,-0.42411953,0.02589652409054854,0.06008474266948618,-0.31154096,0.31154096,0.6000898975373716,0.6675082286288895,False
DENND1A,0.15283656,0.14035403298656135,0.18763908153283604,-0.15827322,0.00248340991457574,0.009514980515615862,-0.31110978,0.31110978,0.14035403298656135,0.18763908153283604,False
TBC1D4,-0.45447737,5.208443183243161e-08,2.0032473781704463e-07,-0.14432123,0.10755787850663961,0.18323318314589374,0.31015614,0.31015614,0.10755787850663961,0.18323318314589374,False
LIPA,-0.10426998,0.221214825902298,0.2838433908976284,0.20532036,0.011584495122922976,0.032090014190922375,0.30959034,0.30959034,0.221214825902298,0.2838433908976284,False
GRIK2,-0.1592775,0.42602575463454806,0.49944402653522635,0.15013087,0.4728572878226168,0.5563026915560199,0.30940837,0.30940837,0.4728572878226168,0.5563026915560199,False
ARHGAP24,-0.72747946,0.1843939216934751,0.24103780613526157,-1.0357687,0.12001340685780872,0.19942401370701524,-0.3082893,0.3082893,0.1843939216934751,0.24103780613526157,False
IFNGR1,-0.45889103,3.55171661881102e-06,1.0894836254021533e-05,-0.15081567,0.07254923070283524,0.13360815967372972,0.30807537,0.30807537,0.07254923070283524,0.13360815967372972,False
TNRC6A,-0.24601841,0.06854390576344373,0.09681342621955329,0.05830431,0.7462415605568131,0.8006883696961514,0.30432272,0.30432272,0.7462415605568131,0.8006883696961514,False
NPL,-0.29684597,0.0008524954193811503,0.00170158766343543,0.0071678758,0.9350019507649515,0.9482778405324052,0.30401385,0.30401385,0.9350019507649515,0.9482778405324052,False
ANKRD11,-0.016911507,0.8724962143609036,0.895786667721667,-0.32037115,0.00010178893560243385,0.0005472523419485691,-0.30345964,0.30345964,0.8724962143609036,0.895786667721667,False
PARD3,-0.17943573,0.3509903205608941,0.42287990429023387,0.12355471,0.5182938526118434,0.5982415562430716,0.30299044,0.30299044,0.5182938526118434,0.5982415562430716,False
ATM,-0.6376201,1.6404446869823074e-12,9.537469110362253e-12,-0.33552933,0.002431912982173198,0.00938962541379613,0.30209076,0.30209076,0.002431912982173198,0.00938962541379613,False
MEGF10,-0.46843934,9.665020305157027e-06,2.81779017643062e-05,-0.16680384,0.13564464125350187,0.2191351231882098,0.3016355,0.3016355,0.13564464125350187,0.2191351231882098,False
ITM2B,-0.26054895,0.0018878817905835915,0.0036375371687545114,0.04080665,0.6050535140516107,0.68136656987794,0.3013556,0.3013556,0.6050535140516107,0.68136656987794,False
SP100,0.08988559,0.46910306927683654,0.5410646704461782,-0.20969659,0.009463415585107491,0.027430190101760846,-0.29958218,0.29958218,0.46910306927683654,0.5410646704461782,False
PDGFRA,-0.20544398,0.05188643525336693,0.07508890774727488,0.09412193,0.35714908710062054,0.45094581704623804,0.2995659,0.2995659,0.35714908710062054,0.45094581704623804,False
RHBDF2,0.034090668,0.7307914671487491,0.7766115485108918,-0.26507455,0.0017124069843629545,0.006849627937451818,-0.29916522,0.29916522,0.7307914671487491,0.7766115485108918,False
OPRM1,-0.21527973,0.069433098493465,0.09779309646966902,0.082444176,0.01875368408595786,0.047399587084169185,0.2977239,0.2977239,0.069433098493465,0.09779309646966902,False
ABCA1,-0.30914056,0.011066233758162396,0.01866143972708667,-0.013262868,0.8900991385642386,0.9147987035603686,0.2958777,0.2958777,0.8900991385642386,0.9147987035603686,False
RFX4,-0.18890554,0.2869837819687862,0.3538640961390705,0.10556406,0.39301919846515443,0.48341844829662295,0.2944696,0.2944696,0.39301919846515443,0.48341844829662295,False
CNP,0.82442236,0.00014200257442952837,0.00032494868290509926,1.1187708,1.8069407416096665e-09,2.441811812986036e-08,0.29434848,0.29434848,0.00014200257442952837,0.00032494868290509926,False
AMER2,0.2134037,0.05606050479905337,0.08066259683317033,-0.0807569,0.4428384365781354,0.5290781799021929,-0.2941606,0.2941606,0.4428384365781354,0.5290781799021929,False
ENPP2,-0.08996105,0.7363890428532556,0.7817293448548361,0.2040844,0.4939945074847403,0.5770963872485284,0.29404545,0.29404545,0.7363890428532556,0.7817293448548361,False
MT-CO1,-0.53972363,0.00099209698105893,0.001964548477344416,-0.24614835,0.3077356525698758,0.4032515470107354,0.2935753,0.2935753,0.3077356525698758,0.4032515470107354,False
CLU,-0.20187879,0.08524516659640921,0.11839606471723502,0.091430426,0.3140739866115332,0.4094836852823118,0.2933092,0.2933092,0.3140739866115332,0.4094836852823118,False
PRICKLE2,-0.11442575,0.16325963848831557,0.21538210882363532,0.17821199,0.0858119255390108,0.1516111758639767,0.29263774,0.29263774,0.16325963848831557,0.21538210882363532,False
FTH1,2.2435513,6.8536198639300044e-15,4.8954427599500026e-14,1.9513764,6.83073302155448e-27,4.553822014369654e-25,-0.29217482,0.29217482,6.8536198639300044e-15,4.8954427599500026e-14,False
APC,-0.1301055,0.2564844718572048,0.3214091126030135,0.16152811,0.21125514280976732,0.303527504037022,0.2916336,0.2916336,0.2564844718572048,0.3214091126030135,False
RABGAP1L,-0.46976042,1.5556810501467534e-10,7.937148215034456e-10,-0.7605462,9.953453930590512e-14,2.619329981734345e-12,-0.2907858,0.2907858,1.5556810501467534e-10,7.937148215034456e-10,False
APOE,-0.08817017,0.35430520999924286,0.4253363865537129,0.20172566,0.0036837905675938675,0.012880386599978559,0.28989583,0.28989583,0.35430520999924286,0.4253363865537129,False
POLR2F,1.289741,1.2415558008405114e-11,6.822236928243386e-11,0.99996376,5.040755801396862e-07,4.0651256462877925e-06,-0.28977728,0.28977728,5.040755801396862e-07,4.0651256462877925e-06,False
TMEM132B,-0.24349481,0.01071539282967712,0.01813095233447905,0.04446745,0.6207907033546378,0.6928467671368725,0.28796226,0.28796226,0.6207907033546378,0.6928467671368725,False
SMYD3,-0.43960595,0.0006165546364921445,0.0012660259476224734,-0.15187407,0.28342272275787417,0.3814572311680675,0.2877319,0.2877319,0.28342272275787417,0.3814572311680675,False
SDK1,-0.045742214,0.7218710075745396,0.7704066249461468,-0.33269,0.006247433471435525,0.019646017205772092,-0.2869478,0.2869478,0.7218710075745396,0.7704066249461468,False
SLC24A3,-0.19142753,0.01731141777121686,0.028286630345125588,0.09269583,0.32436501384690053,0.41745819027915126,0.28412336,0.28412336,0.32436501384690053,0.41745819027915126,False
ESRRG,-1.0324347,2.81053876673528e-26,4.258392070811031e-25,-0.7499888,1.3301466338983586e-09,1.873445963237125e-08,0.2824459,0.2824459,1.3301466338983586e-09,1.873445963237125e-08,False
EDIL3,-1.2988644,0.022706802524331663,0.035985423968829894,-1.0176983,0.07862789500776085,0.14218425860354583,0.28116608,0.28116608,0.07862789500776085,0.14218425860354583,False
AOAH,-0.4930948,0.0002164198847085546,0.0004820041975691639,-0.2122873,0.27380567971947095,0.37151381237377334,0.2808075,0.2808075,0.27380567971947095,0.37151381237377334,False
RAB31,0.1856057,0.11561042614636442,0.15793774063710986,-0.09426159,0.29778292000469897,0.39493887682722945,-0.2798673,0.2798673,0.29778292000469897,0.39493887682722945,False
RASAL2,-0.5454773,6.25390494760679e-08,2.3510920855664623e-07,-0.26572418,0.007708012507633485,0.023136315387029975,0.2797531,0.2797531,0.007708012507633485,0.023136315387029975,False
ANO4,-0.36567116,0.3101602352331534,0.37864567062853555,-0.08773613,0.8421677594994972,0.8772580828119763,0.27793503,0.27793503,0.8421677594994972,0.8772580828119763,False
SLC12A2,-0.52511954,6.700882516764731e-05,0.00016246347091151972,-0.24753141,0.1071017726080867,0.1830799531762166,0.27758813,0.27758813,0.1071017726080867,0.1830799531762166,False
ABCC4,-0.6232773,0.00011373877161797304,0.00026389506175863813,-0.34768522,0.027823509513433733,0.06323524889416757,0.2755921,0.2755921,0.027823509513433733,0.06323524889416757,False
TMSB4X,0.2512957,0.06918407040030655,0.09757978899902194,-0.024078667,0.6234796811632913,0.6950721083202802,-0.27537435,0.27537435,0.6234796811632913,0.6950721083202802,False
USP53,-0.44094148,9.316795794605031e-05,0.0002181919389837244,-0.16583464,0.06206413607838638,0.11821740205406929,0.27510685,0.27510685,0.06206413607838638,0.11821740205406929,False
GRIA2,0.081805706,0.6253269256412367,0.6894453424930945,0.35647774,0.023845672615062027,0.05730651014711,0.27467203,0.27467203,0.6253269256412367,0.6894453424930945,False
GLIS3,-0.17466378,0.5884869710376778,0.6567934944616939,0.099279225,0.5881263087230948,0.6668098738357083,0.273943,0.273943,0.5884869710376778,0.6668098738357083,False
MAF,-0.45473087,1.4761070327745189e-09,6.740214761527483e-09,-0.18303168,0.03946141134358522,0.0822112736324692,0.2716992,0.2716992,0.03946141134358522,0.0822112736324692,False
GRIA4,-1.1637713,2.32963377364084e-13,1.456021108525525e-12,-0.892907,7.73556703683795e-09,9.319960285346929e-08,0.27086425,0.27086425,7.73556703683795e-09,9.319960285346929e-08,False
SEZ6L,-0.18271017,0.05912842356077698,0.08451827484425502,0.08720702,0.49726321176167887,0.5802371199086102,0.2699172,0.2699172,0.49726321176167887,0.5802371199086102,False
KCTD16,-0.15789396,0.050884259964274425,0.07395968018063144,0.110625744,0.18879309519993592,0.2798596059288959,0.2685197,0.2685197,0.18879309519993592,0.2798596059288959,False
C3,-0.47085366,0.0009178487427700803,0.0018211284578771435,-0.20571461,0.15290299674123609,0.2366919454198701,0.26513904,0.26513904,0.15290299674123609,0.2366919454198701,False
NCALD,-0.2314099,0.0019730490424945462,0.0037797874377290155,0.032350957,0.7667413593473402,0.8200442345960858,0.26376086,0.26376086,0.7667413593473402,0.8200442345960858,False
RPS6KA2,0.35977745,0.04349571382263295,0.06415297023987161,0.09612155,0.5980482269232801,0.675760708387887,-0.2636559,0.2636559,0.5980482269232801,0.675760708387887,False
CADPS,0.34703958,0.027831618435967306,0.04355495842874383,0.08509418,0.3566568001909287,0.45089355270661025,-0.2619454,0.2619454,0.3566568001909287,0.45089355270661025,False
RYR2,0.08148575,0.6334239427700783,0.6953061940396029,-0.17899567,0.31168282636483774,0.40689664016297356,-0.26048142,0.26048142,0.6334239427700783,0.6953061940396029,False
TMEM132D,0.09820682,0.3800855272464917,0.45302208253455506,0.35638115,0.0017421240764580411,0.006940733372342793,0.25817433,0.25817433,0.3800855272464917,0.45302208253455506,False
KCNIP4,0.3955078,0.6165019782230077,0.6827264432148479,0.13757801,0.8842004974160527,0.9106081332812077,-0.2579298,0.2579298,0.8842004974160527,0.9106081332812077,False
ATP8B4,-0.6063666,0.001908819030969548,0.0036708058287875924,-0.34962714,0.07596989777837755,0.13837868447791904,0.25673944,0.25673944,0.07596989777837755,0.13837868447791904,False
ATP10B,0.24949288,0.0390519428044866,0.058286481797741194,-0.0055572987,0.9628860787351134,0.9706512890474934,-0.25505018,0.25505018,0.9628860787351134,0.9706512890474934,False
MTHFD1L,0.14144516,0.26802642528044546,0.33378135153231064,-0.11327964,0.2992045144220617,0.39509944329129143,-0.2547248,0.2547248,0.2992045144220617,0.39509944329129143,False
ABR,-0.61436856,0.001135264729230102,0.0022436061842492135,-0.36100125,0.11752338713303033,0.1958723118883839,0.2533673,0.2533673,0.11752338713303033,0.1958723118883839,False
SRCIN1,-0.0889678,0.39855977573881196,0.47166837365539876,0.16339064,0.14849025731156892,0.23093352614551932,0.25235844,0.25235844,0.39855977573881196,0.47166837365539876,False
HIPK2,-0.4671135,0.009923452585811204,0.016876620043896607,-0.21542406,0.2894979368551946,0.3875474388958428,0.25168943,0.25168943,0.2894979368551946,0.3875474388958428,False
CMIP,0.016324759,0.8904000803834261,0.9113613924088292,-0.23495805,0.03992355891537392,0.08282896040534009,-0.2512828,0.2512828,0.8904000803834261,0.9113613924088292,False
TCF4,-0.10846186,0.4224176273825774,0.49680129697648034,0.14213562,0.26750217165358336,0.3669439940378373,0.25059748,0.25059748,0.4224176273825774,0.49680129697648034,False
FYN,0.72087526,1.3505240592269231e-08,5.557712177888572e-08,0.4709177,0.03586233036500568,0.07663040484211822,-0.24995756,0.24995756,0.03586233036500568,0.07663040484211822,False
SORBS2,-0.12254554,0.22139784490015013,0.2838433908976284,0.12642941,0.11739449157076355,0.1958723118883839,0.24897495,0.24897495,0.22139784490015013,0.2838433908976284,False
INPP5D,-0.72374713,0.00021773283600249712,0.0004820317283363046,-0.47497654,0.04546443535287774,0.09184734414722776,0.2487706,0.2487706,0.04546443535287774,0.09184734414722776,False
FAM189A2,-0.11713928,0.6945223433590216,0.7484076975851526,0.13074005,0.12573758341311614,0.2064656542087293,0.24787933,0.24787933,0.6945223433590216,0.7484076975851526,False
PRDM16,-0.15161309,0.09915026976837875,0.1365706195156732,0.09576419,0.18531558784748958,0.2776329548542362,0.24737728,0.24737728,0.18531558784748958,0.2776329548542362,False
LINC00320,0.4622786,0.000521651425435187,0.0010947966554592217,0.21664405,0.07235776390659522,0.13360815967372972,-0.24563456,0.24563456,0.07235776390659522,0.13360815967372972,False
AL445250.1,0.1658709,0.17176407243969224,0.22570837377094907,-0.07972479,0.4498398890656028,0.5355236774590509,-0.2455957,0.2455957,0.4498398890656028,0.5355236774590509,False
MEF2A,-0.60032797,0.20145570020829556,0.26163077949129293,-0.8438213,0.044431505724827694,0.09012475806253083,-0.24349332,0.24349332,0.20145570020829556,0.26163077949129293,False
NAV1,0.10848355,0.3287002603537037,0.39842455800448934,-0.13150764,0.2493712078068772,0.3453894844970598,-0.23999119,0.23999119,0.3287002603537037,0.39842455800448934,False
MCF2L,0.07309693,0.4541517245095683,0.527088398707864,-0.16676128,0.09075709754936297,0.15922297815677716,-0.23985821,0.23985821,0.4541517245095683,0.527088398707864,False
RIN3,0.09538925,0.32851184720222537,0.39842455800448934,-0.14399183,0.07970119172021889,0.1432760895282868,-0.23938107,0.23938107,0.32851184720222537,0.39842455800448934,False
MIR3681HG,0.006289661,0.954084802022283,0.9598438652135644,0.24427456,0.03288650606959449,0.07227803531779009,0.2379849,0.2379849,0.954084802022283,0.9598438652135644,False
PTPRC,-0.056298554,0.7598726236396676,0.8023998137694484,-0.29228094,0.14203513812789562,0.22473914260742978,-0.23598239,0.23598239,0.7598726236396676,0.8023998137694484,False
CACNA2D3,-0.109193414,0.46758273729130373,0.5399338767797964,0.12614876,0.5243403076588928,0.604078695459554,0.23534217,0.23534217,0.5243403076588928,0.604078695459554,False
LINC01088,-0.29357368,0.030708148959135068,0.047098387974133536,-0.05892296,0.27433340479327467,0.3717254807496947,0.23465072,0.23465072,0.27433340479327467,0.3717254807496947,False
FLT1,-0.072607994,0.8714255912590185,0.8956069797112215,0.16177401,0.33288374907361407,0.42677403727386415,0.234382,0.234382,0.8714255912590185,0.8956069797112215,False
RTN4,-0.9955659,5.8270038125530723e-08,2.224047256699646e-07,-0.76201534,0.0003559185907263923,0.0016788612770112846,0.23355055,0.23355055,0.0003559185907263923,0.0016788612770112846,False
LDLRAD4,-0.19300985,0.5322045351915403,0.6047778808994776,-0.42567778,0.20285933239550902,0.29442573642309006,-0.23266792,0.23266792,0.5322045351915403,0.6047778808994776,False
CACNA1C,-0.047843397,0.6291199712885915,0.6921011785353042,0.18437967,0.01779476759357225,0.045510914561565856,0.23222306,0.23222306,0.6291199712885915,0.6921011785353042,False
SLC4A7,-0.46530294,1.754256406582639e-05,4.7799902086720414e-05,-0.23930508,0.022893717815384438,0.055165585097311905,0.22599787,0.22599787,0.022893717815384438,0.055165585097311905,False
ESYT2,0.29331958,0.02100653835327644,0.033579168144760564,0.06847066,0.2410320086356552,0.3375798440275283,-0.22484893,0.22484893,0.2410320086356552,0.3375798440275283,False
ZNF710,-0.40927213,1.0696940657604377e-06,3.5071936582309433e-06,-0.18512583,0.07990314173970565,0.1432760895282868,0.2241463,0.2241463,0.07990314173970565,0.1432760895282868,False
AC109466.1,-0.07956957,0.37356046787954866,0.44737780584377085,-0.30247998,0.40676393284427204,0.4960535766393562,-0.2229104,0.2229104,0.40676393284427204,0.4960535766393562,False
