Gene	Mock_1	Mock_2	Mock_3	Morphine_1	Morphine_2	Morphine_3
Il27	0	2	4	2	6	8
Il27ra	0	9	2	3	6	6
Il2ra	24	31	22	30	4	23
Il2rb	1	2	6	4	4	11
Il2rg	1	14	3	5	5	10
Il3	0	0	3	2	0	0
Il31	0	3	1	2	1	1
Il31ra	4	15	10	4	10	13
Il33	2835	2080	2606	2924	2979	3554
Il34	69	64	51	57	48	68
Il3ra	6	0	5	2	8	4
Il4	21	19	29	19	24	32
Il4i1	100	56	65	59	70	97
Il4ra	28	21	30	33	27	39
Il5	9	1	1	3	1	5
Il5ra	11	17	3	7	4	22
Il6	1	1	1	9	4	0
Il6ra	42	24	25	76	104	125
Il6st	4889	3376	4144	4066	3708	4798
Il7	17	21	12	13	8	22
Il7r	17	28	9	7	14	14
Il9	0	0	0	2	0	1
Il9r	7	24	3	6	7	4
Ildr1	26	7	17	9	4	10
Ildr2	57	62	64	36	51	68
Ilf2	556	413	530	544	510	596
Ilf3	1045	708	900	813	841	1011
Ilk	1	1	3	2	1	0
Ilkap	197	155	206	199	233	238
Iltifb	0	5	1	0	0	2
Ilvbl	612	390	584	460	538	699
Immp1l	83	66	88	88	57	95
Immp2l	31	24	17	19	16	42
Immt	1134	740	968	910	891	1151
Imp3	834	480	765	720	708	733
Imp4	378	307	360	350	331	445
Impa1	267	172	248	301	295	377
Impa2	5	5	2	6	2	5
Impact	568	386	473	508	514	550
Impad1	2531	1787	2510	2294	2343	2908
Impdh1	15	19	10	18	4	22
Impdh2	33	16	17	18	25	24
Impg1	48	41	49	42	41	52
Impg2	107	96	73	49	56	98
Ina	44	39	32	23	22	64
Inadl	68	67	62	58	50	72
Inca1	20	19	18	39	38	30
Incenp	124	80	109	80	87	145
Inf2	6904	4576	6494	5733	5591	7539
Ing1	383	239	338	351	347	483
Ing2	287	181	249	179	164	222
Ing3	259	192	213	231	266	280
Ing4	959	638	841	775	774	996
Ing5	313	191	235	212	254	307
Inha	4	2	2	2	6	4
Inhba	3	13	5	7	7	8
Inhbb	13	12	21	12	5	20
Inhbc	1	2	1	0	0	1
Inhbe	8	19	13	3	11	6
Inip	276	188	218	338	382	419
Inmt	1	0	8	1	1	5
Ino80	705	448	576	579	555	763
Ino80b	83	68	87	70	69	111
Ino80c	805	409	714	851	930	1115
Ino80d	2466	1678	2066	2001	1759	2214
Ino80e	191	122	174	169	131	194
Inpp1	72	42	76	40	34	58
Inpp4a	361	369	390	537	527	659
Inpp4b	59	67	56	47	39	77
Inpp5a	905	695	705	818	847	926
Inpp5b	488	356	441	514	518	639
Inpp5d	100	68	87	94	73	123
Inpp5e	287	164	221	261	231	289
Inpp5f	4026	2747	3220	2648	2527	3111
Inpp5j	723	411	533	1642	1740	2042
Inpp5k	653	479	635	647	643	880
Inppl1	1408	957	1269	1127	1101	1326
Ins1	0	3	3	4	2	3
Ins2	6	2	3	2	4	10
Insc	465	321	365	165	154	201
Insig1	1495	1053	1267	1527	1558	1815
Insig2	478	318	354	431	403	504
Insl3	0	0	0	0	0	0
Insl5	4	2	2	1	6	17
Insl6	2	8	9	12	8	14
Insm1	62	62	89	28	17	22
Insm2	19	13	21	13	12	12
Insr	2282	1579	2008	2017	1950	2502
Insrr	11	15	9	9	6	16
Ints1	1443	999	1292	1246	1591	1809
Ints10	307	237	268	283	293	284
Ints12	305	265	329	306	286	385
Ints2	494	378	387	476	555	597
Ints3	1188	988	1099	835	837	1042
Ints4	1697	1113	1443	1298	1330	1699
Ints5	160	109	147	126	149	152
Ints6	480	337	376	326	338	496
Ints7	1304	898	1085	1162	1153	1423
Ints8	602	452	542	580	548	713
Ints9	495	331	385	527	546	607
Intu	128	139	122	124	111	162
Invs	528	385	517	394	401	505
Ip6k1	733	509	681	535	558	724
Ip6k2	355	197	240	299	285	319
Ip6k3	1	8	5	2	2	1
Ipcef1	23	43	24	38	26	44
Ipmk	558	420	602	559	466	718
Ipo11	352	266	294	373	360	542
Ipo13	2785	1878	2511	2453	2621	3365
Ipo4	260	164	230	229	203	304
Ipo5	1059	704	875	907	921	994
Ipo7	521	385	501	474	439	639
Ipo8	822	564	641	723	677	820
Ipo9	836	566	758	746	753	962
Ipp	107	70	89	100	116	132
Ippk	466	264	322	427	469	558
Iqca	7	14	6	2	12	9
Iqcb1	133	135	127	120	114	140
Iqcc	167	97	119	123	125	171
Iqcd	1	17	17	11	13	13
Iqce	336	199	273	277	292	346
Iqcf1	2	5	0	4	0	0
Iqcf3	7	12	1	5	6	6
Iqcf4	8	4	3	1	2	7
Iqcf5	0	1	0	2	1	3
Iqcf6	0	2	0	1	5	3
Iqcg	71	55	90	39	64	88
Iqch	175	127	127	143	145	189
Iqcj	5	3	0	2	7	1
Iqck	159	124	157	127	114	128
Iqgap1	584	437	515	491	501	689
Iqgap2	50	42	32	36	43	41
Iqgap3	5	24	17	21	10	12
Iqsec1	3043	1743	2757	3760	4458	5293
Iqsec2	279	171	253	316	324	422
Iqsec3	47	53	54	38	40	53
Iqub	24	36	38	15	16	22
Irak1	444	276	416	453	530	595
Irak1bp1	63	32	49	50	43	46
Irak2	85	44	61	88	99	127
Irak3	158	113	114	119	125	162
Irak4	182	101	88	119	114	174
Ireb2	671	480	465	575	547	766
Irf1	11	13	14	15	9	4
Irf2	794	486	768	674	661	808
Irf2bp1	390	201	354	282	288	369
Irf2bp2	3830	2189	3145	4628	5254	6550
Irf2bpl	216	119	193	154	125	171
Irf3	295	185	266	225	238	326
Irf4	17	22	12	14	7	22
Irf5	24	27	6	14	7	27
Irf6	38	30	26	31	33	37
Irf7	29	27	38	49	34	61
Irf8	35	34	40	21	20	23
Irf9	200	137	187	165	158	204
Irg1	15	16	12	6	2	6
Irgc1	2	1	3	2	0	3
Irgm1	29	13	16	20	22	9
Irgm2	33	28	22	31	23	24
Irgq	330	194	296	278	301	352
Irs1	563	358	452	302	362	377
Irs2	1569	1030	1358	1260	1547	1827
Irs3	0	1	5	2	2	6
Irs4	4	12	3	6	2	6
Irx1	11	3	11	4	6	8
Irx2	17	7	8	16	7	12
Irx3	16	19	11	15	18	23
Irx4	0	6	2	4	4	3
Irx5	21	9	9	10	11	4
Irx6	4	9	4	1	0	15
Isca1	293	162	238	249	242	263
Isca2	210	152	180	217	175	269
Iscu	115	56	102	103	101	123
Isg15	0	2	8	1	0	2
Isg20	25	11	9	10	8	19
Isg20l2	174	124	118	155	173	201
Isl1	8	16	11	8	12	11
Isl2	1	2	1	1	1	0
Islr	12	9	18	11	9	25
Islr2	19	18	27	16	24	29
Ism1	19	14	12	13	12	17
Ism2	1	1	0	4	4	3
Isoc1	118	87	113	105	113	144
Isoc2a	58	27	73	68	81	80
Isoc2b	16	10	13	9	7	13
Ispd	147	110	124	104	125	187
Ist1	1433	903	1438	1174	1316	1725
Isx	1	4	0	2	2	1
Isy1	54	36	43	36	65	60
Isyna1	24	12	21	23	19	24
Itch	3516	2475	2670	2676	2680	3317
Itfg1	2801	1749	2414	2355	2345	3219
Itfg2	854	468	724	627	727	807
Itfg3	1573	944	1496	1037	998	1398
Itga1	42	52	39	46	34	39
Itga10	26	26	19	24	13	16
Itga11	15	12	5	6	10	12
Itga2	27	29	23	20	30	43
Itga2b	40	35	30	31	38	28
Itga3	19	36	32	35	37	51
Itga4	226	196	201	136	150	160
Itga5	6	12	5	6	6	9
Itga6	228	132	178	152	133	179
Itga7	44	19	25	26	29	53
Itga8	43	59	37	42	39	56
Itga9	34	42	35	51	49	80
Itgad	166	93	185	731	767	1007
Itgae	19	24	11	21	7	32
Itgal	31	27	34	21	15	45
Itgam	170	104	109	64	73	106
Itgav	2483	1617	2059	2451	2320	3123
Itgax	14	25	11	6	6	16
Itgb1	2257	1535	1878	2107	1930	2518
Itgb1bp1	179	133	165	136	134	198
Itgb1bp2	36	14	27	15	22	26
Itgb2	24	13	14	14	13	24
Itgb2l	4	7	12	6	5	8
Itgb3	159	120	152	114	102	129
Itgb3bp	117	80	107	123	77	152
Itgb4	2438	1633	1937	1857	1898	2458
Itgb5	103	51	69	74	47	107
Itgb6	27	31	32	14	27	23
Itgb7	41	40	36	55	73	83
Itgb8	2535	1797	1963	2170	2050	2623
Itgbl1	20	32	8	16	24	24
Itih1	4	14	14	3	2	8
Itih2	19	28	28	18	25	28
Itih3	532	341	433	480	427	588
Itih4	6	12	3	2	3	7
Itih5	268	123	211	434	384	554
Itk	10	13	19	16	17	14
Itln1	1	3	3	2	1	0
Itm2a	218	104	180	90	125	167
Itm2b	7523	5080	6220	7589	7044	8991
Itm2c	2504	1371	2369	1980	1955	2483
Itpa	72	56	54	55	63	55
Itpk1	2960	1589	2387	4082	4594	5399
Itpka	1	12	11	2	4	3
Itpkb	216	99	119	123	125	154
Itpkc	95	58	66	38	65	68
Itpr1	431	305	381	352	402	459
Itpr2	461	313	356	687	817	878
Itpr3	20	21	15	27	20	44
Itprip	16	7	4	4	6	8
Itpripl1	66	47	62	45	30	50
Itpripl2	31	26	34	24	19	12
Itsn1	781	648	752	799	672	937
Itsn2	2833	2025	2393	2696	2753	3450
Ivd	884	574	780	771	730	1042
Ivl	18	13	7	7	3	3
Ivns1abp	1693	945	1471	2068	1997	2466
Iws1	915	710	820	805	748	966
Iyd	4	5	2	10	8	4
Izumo1	8	10	7	5	6	9
Izumo2	0	1	4	1	0	1
Izumo3	14	13	9	2	4	10
Izumo4	65	63	59	56	62	70
JPX_1	0	0	0	0	0	0
Jag1	80	82	78	65	44	90
Jag2	19	21	13	14	11	29
Jagn1	206	148	191	187	228	255
Jak1	1023	711	910	970	967	1129
Jak2	1265	828	975	1103	1065	1402
Jak3	7	17	9	8	12	16
Jakmip1	13	34	24	28	19	19
Jakmip2	565	397	489	360	395	419
Jakmip3	1750	1138	1387	1322	1268	1695
Jam2	527	300	503	389	408	506
Jam3	2418	1468	2099	2016	1871	2358
Jarid2	2164	1599	2077	1293	1382	1624
Jazf1	70	44	57	71	45	77
Jdp2	90	69	111	67	103	134
Jhdm1d	439	337	379	442	466	505
Jkamp	726	461	625	650	690	854
Jmjd1c	4166	2858	3693	3043	2672	3792
Jmjd4	154	107	170	93	153	127
Jmjd6	377	261	407	388	315	440
Jmjd7	3	7	5	8	3	5
Jmjd8	438	280	366	343	340	436
Jmy	1409	990	1195	1293	1161	1629
Josd1	134	119	129	109	106	130
Josd2	6477	3972	6120	3917	4078	4994
Jph1	1500	943	1277	774	862	978
Jph2	3	5	3	3	3	8
Jph3	33	23	22	21	28	32
Jph4	4778	3211	5006	2975	2935	3898
Jpx	515	294	445	442	451	609
Jrk	94	84	88	98	104	116
Jrkl	139	93	109	93	59	95
Jsrp1	0	1	5	2	1	3
Jtb	353	203	313	305	297	373
Jun	1012	723	973	542	663	763
Junb	11	13	11	18	10	9
Jund	1722	981	1370	1437	1466	1594
Jup	3225	2299	2917	2158	2124	2724
KCNQ1DN	0	1	0	0	0	0
KCNQ1OT1_1	14	9	9	18	6	5
KCNQ1OT1_2	65	40	53	54	51	74
KCNQ1OT1_3	38	26	32	27	30	39
KCNQ1OT1_5	3	3	3	2	3	2
KCTD12	53	22	44	32	34	39
Kalrn	165	138	179	162	110	181
Kank1	905	661	758	915	1023	1206
Kank2	250	129	120	149	162	172
Kank3	34	22	31	34	18	51
Kank4	9	23	13	14	6	15
Kansl1	2498	1672	2169	1985	2067	2571
Kansl1l	588	424	509	504	483	551
Kansl2	68	33	68	53	42	91
Kansl3	522	363	400	780	858	976
Kap	4	1	1	0	1	3
Kars	898	576	799	766	767	996
Kat2a	509	415	501	411	441	560
Kat2b	2549	1605	2059	1904	1767	2363
Kat5	324	197	274	297	311	312
Kat6a	3435	2452	3083	2706	2661	3561
Kat6b	1334	965	1107	1232	1227	1570
Kat7	770	515	590	627	604	773
Kat8	191	111	164	112	94	185
Katna1	143	79	136	96	115	118
Katnal1	1363	939	1074	1024	888	1171
Katnal2	39	69	37	28	50	61
Katnb1	183	146	164	172	167	227
Katnbl1	240	169	234	249	221	244
Kazald1	4	8	3	9	4	15
Kazn	7119	5104	6800	5337	5386	6579
Kbtbd11	555	321	488	587	591	726
Kbtbd12	14	28	20	23	9	32
Kbtbd13	3	8	2	3	4	16
Kbtbd2	492	336	357	339	300	494
Kbtbd3	212	76	158	142	147	148
Kbtbd4	43	34	35	38	25	62
Kbtbd7	197	130	150	171	176	212
Kbtbd8	84	66	75	143	148	169
Kcmf1	873	556	789	783	756	1000
Kcna1	21433	15361	18734	30582	31029	38584
Kcna10	2	6	1	4	7	2
Kcna2	873	679	792	1338	1391	1739
Kcna3	23	9	14	3	13	14
Kcna4	30	21	46	40	40	48
Kcna5	2	3	5	7	4	11
Kcna6	4792	3344	4967	2854	2777	3489
Kcna7	3	4	0	0	4	0
Kcnab1	198	144	168	318	289	355
Kcnab2	121	95	115	127	147	151
Kcnab3	13	18	24	30	39	54
Kcnb1	35	30	26	33	21	40
Kcnb2	17	25	26	19	12	20
Kcnc1	73	68	85	59	57	58
Kcnc2	21	51	28	27	13	26
Kcnc3	150	115	132	313	391	457
Kcnc4	64	31	79	40	36	34
Kcnd1	60	44	44	47	32	47
Kcnd2	100	64	81	83	65	84
Kcnd3	35	48	37	61	57	64
Kcne1	1	4	5	3	6	10
Kcne1l	12	10	16	11	14	6
Kcne2	63	52	72	34	51	52
Kcne3	3	6	1	6	2	3
Kcne4	0	5	2	2	4	2
Kcnf1	26	22	8	10	16	20
Kcng1	2	15	2	5	11	9
Kcng2	5	8	1	3	5	3
Kcng3	5	18	9	14	4	2
Kcng4	11	28	19	18	10	24
Kcnh1	24	65	72	34	48	40
Kcnh2	7	15	6	12	11	12
Kcnh3	10	2	5	1	2	1
Kcnh4	2	5	6	4	2	9
Kcnh5	32	21	16	99	78	98
Kcnh6	8	4	5	2	0	7
Kcnh7	239	179	212	205	137	212
Kcnh8	15	13	10	17	17	28
Kcnip1	14	32	23	20	17	22
Kcnip2	21	11	9	7	9	13
Kcnip3	44	30	50	39	40	48
Kcnip4	44	28	22	47	24	47
Kcnj1	21	9	16	9	8	10
Kcnj10	14912	9467	12663	13718	14053	17240
Kcnj11	0	2	1	0	1	0
Kcnj12	20	20	13	14	15	23
Kcnj13	85	72	56	26	39	46
Kcnj14	6	4	6	1	6	1
Kcnj15	8	25	13	13	8	16
Kcnj16	165	104	141	109	99	163
Kcnj2	984	577	847	573	414	577
Kcnj3	49	22	41	42	15	37
Kcnj4	5	1	1	2	4	1
Kcnj5	15	21	13	4	17	16
Kcnj6	8	19	17	13	9	15
Kcnj8	17	14	8	14	15	9
Kcnj9	29	7	41	19	16	26
Kcnk1	94	55	65	113	106	145
Kcnk10	12	12	7	14	14	13
Kcnk12	2	0	0	0	8	0
Kcnk13	603	403	460	219	227	255
Kcnk15	0	1	0	0	0	1
Kcnk16	0	1	2	1	0	0
Kcnk18	6	9	12	3	15	7
Kcnk2	21	15	13	21	19	14
Kcnk3	8	17	7	17	12	25
Kcnk4	0	0	5	8	9	7
Kcnk5	65	69	76	48	37	61
Kcnk6	11	16	34	22	20	23
Kcnk7	9	16	13	5	9	8
Kcnk9	3	10	1	8	2	3
Kcnma1	121	89	101	73	104	121
Kcnmb1	4	14	10	14	17	17
Kcnmb2	12	9	12	17	6	5
Kcnmb3	5	2	0	4	3	1
Kcnmb4	22	22	8	14	15	20
Kcnn1	59	23	58	43	58	71
Kcnn2	101	68	68	119	81	133
Kcnn3	44	19	51	29	27	64
Kcnn4	5	4	2	5	3	4
Kcnq1	9	7	12	13	15	24
Kcnq2	86	97	88	83	112	135
Kcnq3	2453	1668	2182	1783	1674	2118
Kcnq4	9	23	14	24	9	16
Kcnq5	44	32	32	38	17	31
Kcnrg	116	54	92	61	61	107
Kcns1	0	1	0	1	0	0
Kcns2	13	8	18	5	3	12
Kcns3	4	3	2	9	4	2
Kcnt1	62	65	64	181	183	287
Kcnt2	37	22	33	21	17	22
Kcnu1	96	75	73	63	65	92
Kcnv1	24	7	17	13	3	29
Kcnv2	5	17	10	3	4	8
Kcp	12	37	21	12	18	23
Kctd1	118	83	100	92	103	121
Kctd10	52	43	44	29	38	52
Kctd11	210	110	183	127	126	118
Kctd12b	33	16	13	10	11	20
Kctd13	3642	2351	3200	4008	3888	5096
Kctd14	14	16	5	6	7	5
Kctd15	14	9	28	15	14	24
Kctd16	6	10	6	4	4	16
Kctd17	352	229	368	291	324	405
Kctd18	398	257	309	302	299	368
Kctd19	7	16	10	1	4	8
Kctd2	459	255	450	322	334	377
Kctd20	355	241	260	257	222	298
Kctd21	266	186	233	229	219	256
Kctd3	4470	2868	3972	4182	4395	5539
Kctd4	704	502	631	290	279	306
Kctd5	160	109	173	197	164	229
Kctd6	111	69	82	101	117	124
Kctd7	86	76	82	96	92	125
Kctd8	18	23	17	13	17	26
Kctd9	165	139	160	142	139	165
Kdelc1	159	133	145	145	141	175
Kdelc2	60	44	82	65	59	83
Kdelr1	918	567	842	821	838	1064
Kdelr2	481	320	401	364	363	459
Kdelr3	6	10	21	12	16	22
Kdm1a	622	413	488	568	508	689
Kdm1b	385	262	366	349	361	360
Kdm2a	2499	1702	2316	2098	2031	2685
Kdm2b	261	227	208	202	182	260
Kdm3a	880	662	842	901	971	1260
Kdm3b	1408	1061	1331	1310	1292	1557
Kdm4a	1282	759	1061	1830	1817	2277
Kdm4b	420	257	365	354	433	524
Kdm4c	759	498	654	666	612	904
Kdm4d	20	23	27	37	44	45
Kdm5a	1614	1232	1374	1441	1285	1760
Kdm5b	1157	840	1140	1188	1172	1507
Kdm5c	881	619	675	841	869	1070
Kdm5d	641	433	584	615	558	692
Kdm6a	1933	1336	1745	1114	1150	1512
Kdm6b	1856	1410	1691	1756	2047	2320
Kdm8	56	20	49	47	35	57
Kdr	222	156	138	60	67	81
Kdsr	544	395	417	445	398	546
Keap1	159	118	124	169	159	180
Keg1	18	17	9	15	13	31
Kel	18	26	8	11	9	17
Kera	18	4	13	5	6	22
Khdc1a	2	2	2	0	2	3
Khdc1b	9	9	7	8	8	6
Khdc1c	3	1	5	3	1	3
Khdc3	2	3	4	0	2	0
Khdrbs1	699	479	575	584	623	806
Khdrbs2	5	4	5	10	6	10
Khdrbs3	76	60	32	75	81	81
Khk	52	48	79	26	42	70
Khnyn	56	58	87	73	91	101
Khsrp	1381	930	1444	1062	1220	1587
Kidins220	5021	3603	4436	4429	4440	5356
Kif11	43	32	27	28	22	45
Kif12	3	7	3	1	2	3
Kif13a	2538	1948	2232	1977	2001	2503
Kif13b	2711	1953	2202	1864	1848	2296
Kif14	32	37	36	18	17	41
Kif15	38	31	35	33	26	28
Kif16b	454	313	458	434	378	478
Kif17	23	9	6	9	9	9
Kif18a	64	69	81	62	67	93
Kif18b	6	18	11	5	3	7
Kif19a	42	20	22	45	51	59
Kif1a	14736	9809	12259	12139	12612	16083
Kif1b	60650	40492	54507	52516	52129	67591
Kif1c	424	342	495	452	496	623
Kif20a	48	38	41	41	43	52
Kif20b	76	58	52	61	57	93
Kif21a	3854	2779	3129	3830	3464	4451
Kif21b	1993	1478	1893	994	997	1402
Kif22	14	13	15	16	17	19
Kif23	10	19	7	5	16	18
Kif24	175	126	154	202	192	236
Kif26a	15	12	24	19	22	18
Kif26b	9	42	8	19	19	9
Kif27	12	21	16	17	11	12
Kif2a	861	545	622	645	653	843
Kif2b	1	8	3	3	5	1
Kif2c	7	24	16	22	8	16
Kif3a	1814	1189	1557	1325	1212	1695
Kif3b	242	147	213	214	254	382
Kif3c	2447	1655	2087	2381	2385	2998
Kif4	9	9	15	2	7	18
Kif5a	664	436	583	496	492	669
Kif5b	1885	1395	1564	1868	1841	2317
Kif5c	696	412	527	467	498	698
Kif6	498	318	381	549	618	742
Kif7	9	8	6	8	7	4
Kif9	94	65	89	84	82	87
Kifap3	968	673	752	888	819	1123
Kifc1	1	3	1	0	11	8
Kifc2	347	232	338	249	269	369
Kifc3	145	91	125	141	107	127
Kifc5b	17	12	11	10	3	9
Kin	116	72	103	103	101	144
Kir3dl1	0	2	0	3	0	3
Kir3dl2	6	3	2	5	1	11
Kirrel	28	54	30	36	37	65
Kirrel2	22	30	38	35	50	90
Kirrel3	1727	1141	1833	1616	1696	2353
Kis2	2	1	1	0	0	1
Kiss1	0	0	0	0	0	0
Kiss1r	9	6	8	11	14	15
Kit	534	401	502	596	551	716
Kitl	68	48	44	43	39	61
Kl	278	255	288	114	183	184
Klb	7	15	12	11	4	13
Klc1	1252	825	1129	1102	1147	1539
Klc2	86	68	78	57	60	102
Klc3	0	6	4	2	0	3
Klc4	119	70	113	104	68	98
Klf1	0	11	4	4	0	5
Klf10	46	34	33	37	24	25
Klf11	226	151	191	160	127	202
Klf12	49	33	49	38	29	49
Klf13	5368	3225	4266	7709	7694	9729
Klf14	14	12	9	7	12	9
Klf15	215	124	154	496	586	697
Klf16	54	24	43	26	36	40
Klf17	0	4	1	0	4	4
Klf2	7	10	8	10	7	11
Klf3	879	647	768	514	417	624
Klf4	46	29	28	19	24	42
Klf5	7	8	5	8	5	16
Klf6	912	577	748	772	758	973
Klf7	2954	1986	2612	2076	2160	2621
Klf8	57	44	61	51	52	50
Klf9	1873	921	1595	4567	4751	5836
Klhdc1	149	99	132	112	130	189
Klhdc10	688	504	591	598	692	879
Klhdc2	561	407	522	541	514	588
Klhdc3	835	604	738	670	666	875
Klhdc4	164	85	105	121	118	155
Klhdc7a	110	84	124	208	173	223
Klhdc7b	0	1	0	0	5	4
Klhdc8a	63	70	58	36	44	60
Klhdc8b	11	14	3	5	12	11
Klhdc9	4	5	2	7	7	9
Klhl1	10	18	7	3	10	17
Klhl10	19	12	14	11	15	27
Klhl11	92	80	67	81	78	121
Klhl12	292	148	231	244	228	296
Klhl13	246	176	235	216	268	307
Klhl14	5	19	5	8	14	6
Klhl15	214	151	168	162	154	222
Klhl17	540	404	407	475	410	575
Klhl18	410	348	367	371	384	501
Klhl2	4787	3555	4592	4837	4506	5957
Klhl20	724	502	619	559	618	767
Klhl21	54	34	48	43	59	38
Klhl22	213	139	187	204	162	249
Klhl23	42	43	35	38	48	69
Klhl24	1313	983	936	1281	1096	1586
Klhl25	45	29	66	53	41	86
Klhl26	91	68	118	130	119	141
Klhl28	246	219	181	215	197	250
Klhl29	55	27	32	38	45	61
Klhl3	12	21	15	8	9	19
Klhl30	4	5	8	11	4	0
Klhl31	13	31	13	28	11	40
Klhl32	79	82	68	78	72	100
Klhl33	3	2	0	5	3	1
Klhl34	23	35	23	25	11	14
Klhl35	47	27	48	35	37	40
Klhl36	4	10	4	15	30	30
Klhl38	3	1	0	1	8	4
Klhl4	866	614	694	658	706	830
Klhl40	22	13	18	18	27	32
Klhl41	6	24	27	10	8	15
Klhl42	360	203	282	263	277	401
Klhl5	697	557	607	770	731	879
Klhl6	16	13	18	18	7	24
Klhl7	295	200	202	312	268	362
Klhl8	225	172	247	249	214	296
Klhl9	478	306	433	384	401	492
Klk1	2	3	3	2	5	4
Klk10	1	2	3	1	0	6
Klk11	1	5	0	1	0	0
Klk12	1	3	0	0	1	10
Klk13	2	4	3	6	1	1
Klk14	0	2	0	2	1	0
Klk15	3	0	7	1	3	1
Klk1b1	2	1	1	5	2	1
Klk1b11	4	1	2	0	5	0
Klk1b16	2	2	2	1	0	4
Klk1b21	0	10	6	2	3	1
Klk1b22	2	1	5	1	2	2
Klk1b24	2	1	5	1	2	0
Klk1b26	0	1	0	1	0	2
Klk1b27	3	3	1	2	1	3
Klk1b3	0	3	2	0	0	7
Klk1b4	3	1	3	0	3	5
Klk1b5	0	0	0	0	1	5
Klk1b8	0	2	0	2	0	0
Klk1b9	4	1	7	2	6	4
Klk4	2	2	3	2	1	1
Klk5	0	4	2	0	0	2
Klk6	3216	1203	2057	1759	2466	2505
Klk7	3	6	6	3	4	4
Klk8	2	3	1	4	3	3
Klk9	6	6	1	6	4	10
Klkb1	5	5	4	1	0	0
Klra1	8	12	2	2	2	8
Klra10	6	2	2	4	0	4
Klra17	22	7	4	12	7	5
Klra2	12	9	16	3	8	20
Klra3	0	3	2	1	0	2
Klra4	3	1	3	6	3	4
Klra5	4	3	11	1	3	1
Klra6	7	6	3	3	9	6
Klra7	2	3	4	2	2	2
Klra8	1	2	0	4	1	2
Klra9	5	4	3	0	0	4
Klrb1	4	2	2	1	2	4
Klrb1a	2	3	1	2	4	0
Klrb1b	9	4	4	1	1	5
Klrb1c	7	5	4	2	6	5
Klrb1f	4	4	7	1	7	12
Klrc1	3	1	6	0	0	4
Klrc2	6	9	1	1	3	5
Klrc3	0	1	1	0	0	0
Klrd1	5	9	1	4	5	4
Klre1	3	2	7	2	1	7
Klrg1	8	14	7	1	13	10
Klrg2	81	23	76	59	81	105
Klri1	0	6	2	1	1	2
Klri2	13	8	4	16	2	7
Klrk1	11	25	14	12	7	28
Kmo	8	32	29	14	15	18
Kmt2a	6687	4885	6170	5107	5169	6289
Kmt2b	1516	1058	1385	1271	1467	1794
Kmt2c	7791	5459	7017	5923	5812	7654
Kmt2d	7260	5037	6498	5988	5840	7734
Kmt2e	5890	4070	5351	4587	4105	5492
Kncn	6	7	4	3	1	6
Kndc1	14685	9473	12937	23000	24381	29239
Kng1	7	7	2	6	5	14
Kng2	5	6	3	1	3	3
Knop1	480	381	412	442	442	581
Knstrn	50	60	49	53	42	71
Kntc1	19	23	20	22	15	23
Kpna1	1064	734	991	920	949	1136
Kpna2	12	16	22	18	10	31
Kpna3	1567	1080	1332	1201	1215	1393
Kpna4	2631	1774	2203	2437	2266	2815
Kpna6	1280	769	1140	1002	1107	1318
Kpna7	10	18	12	4	10	8
Kpnb1	2591	1664	2148	2349	2172	2797
Kprp	6	15	3	6	3	7
Kptn	198	112	144	129	123	149
Kras	460	291	407	340	333	457
Krba1	407	296	329	410	388	467
Krcc1	356	238	258	277	233	329
Kremen1	298	213	265	237	227	346
Kremen2	1	3	1	0	2	0
Kri1	185	124	144	130	183	213
Krit1	780	598	755	468	449	557
Krr1	355	335	350	306	328	403
Krt1	10	4	3	4	3	5
Krt10	61	75	52	78	76	77
Krt12	8	6	16	1	4	5
Krt13	2	5	7	6	2	4
Krt14	2	3	2	1	1	7
Krt15	1	4	2	0	1	0
Krt16	4	2	0	1	0	2
Krt17	2	3	2	1	3	3
Krt18	1	4	2	7	7	3
Krt19	0	4	3	1	1	4
Krt2	6	6	2	4	6	3
Krt20	8	18	9	9	6	7
Krt222	22	20	27	24	21	25
Krt23	1	15	1	6	4	7
Krt24	5	6	15	2	1	3
Krt25	3	9	2	4	2	7
Krt26	11	17	17	10	5	21
Krt27	4	8	3	10	2	3
Krt28	5	19	13	14	9	7
Krt31	3	4	3	3	0	3
Krt32	3	9	0	0	2	2
Krt33a	5	6	3	6	6	3
Krt33b	2	6	1	2	1	8
Krt34	3	7	2	6	4	3
Krt35	3	4	0	4	0	2
Krt36	0	4	2	1	0	1
Krt39	12	3	7	1	4	14
Krt4	2	2	2	2	3	0
Krt40	2	6	3	2	1	1
Krt42	1	5	1	3	1	2
Krt5	4	4	4	3	3	1
Krt6a	5	9	5	1	0	11
Krt6b	11	5	5	5	4	2
Krt7	5	17	7	12	10	10
Krt71	3	3	2	4	0	8
Krt72	0	5	3	5	0	0
Krt73	1	7	10	5	1	3
Krt74	2	2	3	0	3	6
Krt75	6	6	0	2	2	11
Krt76	13	3	2	2	1	11
Krt77	0	12	1	1	1	10
Krt78	0	2	1	3	0	0
Krt79	1	3	0	2	3	1
Krt8	0	2	3	4	1	2
Krt80	0	2	7	3	0	5
Krt81	0	2	0	0	0	1
Krt82	2	5	3	3	3	2
Krt83	1	2	3	2	1	2
Krt84	0	4	6	1	4	15
Krt86	0	2	0	0	0	1
Krt9	6	4	4	7	9	2
Krtap1-3	0	1	0	0	2	0
Krtap1-4	2	0	0	0	0	0
Krtap1-5	9	2	2	1	1	6
