Gene	Mock_1	Mock_2	Mock_3	Morphine_1	Morphine_2	Morphine_3
Hmga1	16	17	16	15	12	6
Hmga1-rs1	0	1	1	3	0	0
Hmga2	27	13	10	16	8	13
Hmgb1	195	132	163	153	167	203
Hmgb2	16	15	7	16	16	26
Hmgb3	4	4	6	8	12	19
Hmgb4	8	2	4	1	2	0
Hmgcl	277	190	233	204	224	304
Hmgcll1	50	54	31	92	76	99
Hmgcr	732	427	480	501	441	664
Hmgcs1	11257	6556	10307	9109	9533	11305
Hmgcs2	20	34	32	32	34	44
Hmgn1	263	115	287	240	222	285
Hmgn2	368	235	317	278	300	336
Hmgn3	575	332	475	511	494	618
Hmgn5	284	132	183	193	198	203
Hmgxb3	363	258	330	331	334	441
Hmgxb4	377	262	328	281	326	398
Hmha1	54	15	43	33	41	46
Hmmr	6	36	39	13	8	29
Hmox1	52	40	40	34	36	53
Hmox2	913	512	831	857	866	1104
Hmx1	0	0	0	0	0	0
Hmx2	0	6	1	2	0	1
Hmx3	0	0	0	0	3	1
Hn1	18	18	29	39	20	50
Hn1l	601	307	530	465	488	612
Hnf1a	8	20	11	5	10	16
Hnf1b	3	3	3	7	1	5
Hnf4a	7	36	8	12	9	8
Hnf4g	18	16	13	9	9	15
Hnmt	73	35	72	53	57	75
Hnrnpa0	619	325	551	510	489	584
Hnrnpa1	22	17	21	34	14	28
Hnrnpa2b1	5235	3654	4651	4187	3982	5072
Hnrnpa3	301	204	240	227	212	308
Hnrnpab	329	180	225	291	261	355
Hnrnpc	1059	749	1053	927	890	1125
Hnrnpd	525	333	492	464	470	631
Hnrnpdl	1363	798	1032	1267	1193	1524
Hnrnpf	71	40	46	42	44	52
Hnrnph1	1334	907	1134	988	959	1174
Hnrnph2	324	240	258	267	297	361
Hnrnph3	857	490	913	576	627	765
Hnrnpk	3762	2374	3343	3456	3395	4260
Hnrnpl	4398	3035	4200	5748	5918	7229
Hnrnpll	453	287	314	412	343	436
Hnrnpm	892	527	845	770	754	857
Hnrnpr	764	575	601	600	596	752
Hnrnpu	3640	2320	2999	2884	2798	3680
Hnrnpul1	2466	1620	2434	2205	2107	2683
Hnrnpul2	2484	1790	2198	2019	2021	2519
Hoga1	8	11	12	11	7	9
Homer1	345	265	267	352	286	378
Homer2	55	47	58	73	70	114
Homer3	151	87	107	105	131	174
Homez	116	67	83	96	99	146
Hook1	64	44	57	99	122	141
Hook2	6	6	4	7	5	6
Hook3	4770	3347	4386	3803	3595	4737
Hopx	43	17	45	47	47	81
Hormad1	7	1	2	1	3	4
Hormad2	9	17	8	9	13	3
Hotair	9	10	2	7	1	7
Hoxa1	6	7	4	4	4	2
Hoxa10	1	1	2	0	2	3
Hoxa11	3	7	3	2	0	1
Hoxa11os	0	4	5	6	2	0
Hoxa13	12	4	11	11	3	4
Hoxa2	7	5	9	8	2	1
Hoxa3	4	20	21	18	11	8
Hoxa4	5	8	7	1	3	0
Hoxa5	3	3	4	2	2	4
Hoxa6	1	1	0	0	1	2
Hoxa7	11	8	4	4	2	5
Hoxa9	9	7	6	6	1	7
Hoxb1	0	8	5	5	0	11
Hoxb13	3	1	1	2	8	0
Hoxb2	5	11	2	3	10	9
Hoxb3	9	11	9	3	3	9
Hoxb3os	3	11	4	0	4	10
Hoxb4	9	20	4	10	8	9
Hoxb5	15	3	2	11	2	6
Hoxb6	2	9	5	15	2	6
Hoxb7	0	3	3	1	3	4
Hoxb8	8	15	7	10	2	19
Hoxb9	4	15	5	8	1	11
Hoxc10	3	5	4	2	2	4
Hoxc11	1	3	0	5	1	1
Hoxc12	3	4	2	1	1	1
Hoxc13	8	3	7	3	1	4
Hoxc4	1	7	4	3	2	7
Hoxc5	6	11	8	6	2	5
Hoxc6	2	7	4	2	1	3
Hoxc8	3	8	11	10	8	6
Hoxc9	1	24	6	16	8	6
Hoxd1	10	9	14	2	1	5
Hoxd10	3	2	1	0	4	5
Hoxd11	30	37	8	17	8	22
Hoxd12	0	6	1	4	4	7
Hoxd13	5	8	2	3	1	3
Hoxd3	18	13	16	8	2	20
Hoxd8	8	5	2	2	5	3
Hoxd9	1	28	6	3	15	12
Hp	1	6	11	2	3	5
Hp1bp3	3474	2052	2823	2950	2973	3520
Hpca	29	32	24	25	16	27
Hpcal1	56	52	68	66	80	116
Hpcal4	30	32	27	25	17	42
Hpd	5	8	1	4	7	11
Hpdl	1	2	1	8	0	9
Hpgd	24	25	31	16	13	36
Hpgds	75	86	71	64	82	76
Hpn	8	7	7	9	6	15
Hprt	150	86	114	119	129	170
Hps1	263	220	210	256	249	367
Hps3	536	397	467	436	446	588
Hps4	249	163	177	225	228	266
Hps5	453	354	353	425	394	467
Hps6	62	38	60	58	55	86
Hpse	6	17	6	9	10	9
Hpse2	14	14	1	2	7	1
Hpx	0	3	2	6	1	3
Hr	837	571	705	499	505	752
Hras	341	221	328	282	250	353
Hrasls	6	17	11	12	5	16
Hrasls5	39	24	19	46	37	56
Hrc	4	6	7	7	8	13
Hrct1	1	4	4	1	8	5
Hrg	5	3	4	5	1	3
Hrh1	35	45	23	33	34	40
Hrh2	6	9	10	3	6	6
Hrh3	2	8	8	3	5	2
Hrh4	1	8	0	1	2	4
Hrk	21	27	23	22	17	29
Hrnr	6	4	10	9	4	10
Hrsp12	194	120	210	137	124	200
Hs1bp3	319	253	346	245	269	335
Hs2st1	444	323	334	367	308	434
Hs3st1	1798	1308	1677	846	900	1156
Hs3st2	6	2	9	6	2	5
Hs3st3a1	5	4	14	15	14	9
Hs3st3b1	9	12	27	13	13	17
Hs3st4	13	11	7	4	7	7
Hs3st5	13	12	4	12	7	7
Hs3st6	0	2	1	2	0	0
Hs6st1	706	490	543	532	555	619
Hs6st2	34	37	31	20	29	33
Hs6st3	0	1	3	6	2	2
Hsbp1	1778	1072	1562	1560	1542	1954
Hsbp1l1	12	5	8	10	7	21
Hscb	71	50	101	64	78	97
Hsd11b1	39	39	29	45	28	51
Hsd11b2	7	15	9	21	14	20
Hsd17b1	1	7	7	4	3	21
Hsd17b10	390	214	285	344	352	438
Hsd17b11	963	549	710	892	855	1056
Hsd17b12	644	483	553	586	542	692
Hsd17b13	4	14	4	7	6	11
Hsd17b14	4	4	7	5	4	4
Hsd17b2	5	6	8	3	1	2
Hsd17b3	5	3	3	3	3	3
Hsd17b4	567	369	471	583	500	666
Hsd17b6	2	10	0	2	1	8
Hsd17b7	507	326	428	461	460	612
Hsd3b1	4	5	6	1	3	3
Hsd3b2	7	16	2	15	9	9
Hsd3b3	1	10	5	7	7	7
Hsd3b4	0	0	0	0	0	0
Hsd3b5	6	5	0	3	2	12
Hsd3b6	3	4	10	2	0	7
Hsd3b7	116	88	110	120	133	159
Hsdl1	118	109	98	102	116	149
Hsdl2	413	332	437	451	374	480
Hsf1	294	256	214	246	223	297
Hsf2	236	137	186	171	218	240
Hsf2bp	4	6	1	12	5	6
Hsf3	3	6	4	4	3	2
Hsf4	1	8	2	8	1	7
Hsf5	223	143	222	171	167	186
Hsfy2	5	7	5	1	1	4
Hsh2d	0	0	3	2	0	8
Hsp90aa1	3527	2352	2860	2001	1717	2272
Hsp90ab1	11767	7502	9864	6026	5719	7210
Hsp90b1	6000	4012	5181	3359	3074	3919
Hspa12a	149	120	143	225	261	397
Hspa12b	17	30	57	15	25	28
Hspa13	468	284	382	398	317	508
Hspa14	417	274	279	312	371	463
Hspa1a	142	75	173	26	16	22
Hspa1b	202	121	151	10	8	11
Hspa1l	19	9	8	20	7	8
Hspa2	780	605	766	713	727	880
Hspa4	2288	1443	2049	1703	1720	2032
Hspa4l	2429	1684	1906	1041	876	1348
Hspa5	11037	7083	9368	3188	2826	3858
Hspa8	3566	2504	2843	2096	1866	2403
Hspa9	959	713	867	820	810	972
Hspb1	4	2	2	5	3	3
Hspb11	65	57	50	57	86	62
Hspb2	18	11	6	9	12	10
Hspb3	0	0	0	0	0	1
Hspb6	55	50	59	51	55	75
Hspb7	1	5	4	1	1	5
Hspb8	39	27	29	34	43	37
Hspb9	1	0	0	3	3	0
Hspbap1	97	82	90	87	89	104
Hspbp1	83	38	59	38	60	61
Hspd1	239	225	261	172	160	186
Hspe1	232	158	314	141	100	160
Hspg2	394	407	389	356	383	508
Hsph1	3145	2095	2729	1640	1351	2007
Htatip2	5	8	10	6	11	11
Htatsf1	869	527	842	751	715	1045
Htr1a	7	25	6	11	12	15
Htr1b	15	19	10	8	14	8
Htr1d	5	6	11	4	13	14
Htr1f	4	5	7	6	3	4
Htr2a	4	7	3	2	4	3
Htr2b	44	45	46	46	61	64
Htr2c	114	75	125	39	90	66
Htr3a	4	6	5	3	3	5
Htr3b	10	13	8	11	10	10
Htr4	8	18	12	5	10	16
Htr5a	16	34	16	9	9	10
Htr5b	6	11	5	3	3	8
Htr6	8	10	3	2	7	3
Htr7	1	8	5	3	4	12
Htra1	1434	830	1016	2905	2988	3757
Htra2	31	37	43	28	19	28
Htra3	67	56	72	81	117	135
Htra4	3	7	1	3	4	6
Htt	1695	1322	1498	1722	1583	2233
Hunk	102	82	97	53	47	50
Hus1	535	363	479	455	431	609
Hus1b	6	1	0	4	2	4
Huwe1	14183	9913	12457	13048	12640	16099
Hvcn1	19	10	9	17	15	17
Hyal1	89	78	104	94	129	154
Hyal2	80	44	53	70	50	77
Hyal3	13	11	12	13	16	12
Hyal4	8	5	1	4	1	9
Hyal5	3	11	1	8	3	7
Hyal6	19	18	3	5	17	25
Hydin	50	85	56	58	52	73
Hykk	71	54	59	51	59	81
Hyls1	72	61	76	55	70	66
Hyou1	873	549	683	508	420	620
Hypk	54	33	47	48	50	56
I0C0044D17Rik	1	2	4	3	3	2
I830012O16Rik	4	7	7	2	16	3
I830077J02Rik	23	9	35	18	14	27
I830134H01Rik	8	9	4	12	10	16
IL11RA2	0	0	0	0	0	0
Iah1	97	54	59	76	76	53
Iapp	3	2	4	1	3	2
Iars	2971	2218	2544	2754	2689	3435
Iars2	244	242	275	292	275	313
Iba57	84	39	59	34	45	81
Ibsp	5	12	20	13	5	19
Ibtk	1226	811	1079	995	961	1210
Ica1	25	36	26	30	28	62
Ica1l	54	42	58	105	112	110
Icam1	2	7	6	3	5	7
Icam2	9	11	13	13	5	7
Icam4	0	0	0	0	0	0
Icam5	6	1	0	1	3	0
Ick	4270	3352	4095	3285	2935	4051
Icmt	407	328	400	350	360	421
Icos	4	27	10	12	7	10
Icosl	18	9	15	19	23	26
Ict1	202	169	192	202	183	219
Id1	14	5	17	11	18	11
Id2	133	59	77	109	105	167
Id3	84	33	61	27	44	32
Id4	30	21	29	24	24	37
Ide	1125	793	1050	1065	950	1188
Idh1	741	545	693	670	655	853
Idh2	274	173	229	240	239	315
Idh3a	329	243	234	262	304	373
Idh3b	795	475	797	653	722	982
Idh3g	1603	1034	1403	1445	1592	2041
Idi1	68	49	49	38	61	85
Idi2	7	18	2	3	6	12
Idnk	128	111	162	126	164	225
Ido1	2	7	2	8	5	17
Ido2	20	15	11	10	8	19
Ids	2545	1816	2268	2307	2502	2963
Idua	407	346	342	292	320	384
Ier2	9	6	12	8	4	19
Ier3	8	3	14	6	9	7
Ier3ip1	214	123	225	202	175	238
Ier5	8	17	8	12	11	20
Ier5l	1	1	0	1	1	0
Iffo1	2769	2027	2654	2808	2664	3403
Iffo2	34	40	56	23	39	43
Ifi202b	7	2	5	1	3	4
Ifi203	19	32	34	19	23	34
Ifi204	5	4	10	5	4	15
Ifi205	5	3	4	5	7	10
Ifi27	966	628	887	784	907	1088
Ifi27l2a	12	14	17	19	23	30
Ifi27l2b	0	1	2	1	1	3
Ifi30	30	22	23	19	9	25
Ifi35	10	9	3	6	15	9
Ifi44	36	44	18	15	15	27
Ifi44l	0	2	1	2	0	1
Ifi47	13	11	12	9	17	6
Ifih1	30	39	36	49	56	30
Ifit1	23	10	28	29	41	27
Ifit2	101	90	91	121	104	119
Ifit3	19	14	16	7	50	20
Ifitm1	4	4	10	3	6	10
Ifitm10	11	23	8	13	18	15
Ifitm2	12	5	4	13	10	10
Ifitm3	106	58	74	51	83	73
Ifitm5	0	6	3	1	1	0
Ifitm6	0	0	0	3	3	3
Ifitm7	9	10	11	4	2	11
Ifltd1	19	20	21	27	17	26
Ifna1	0	0	0	0	0	0
Ifna11	3	3	0	1	1	3
Ifna12	2	0	0	1	0	1
Ifna13	2	1	3	3	0	0
Ifna14	0	0	1	0	0	1
Ifna2	1	1	3	0	4	7
Ifna4	6	4	2	1	0	4
Ifna5	0	0	0	1	0	0
Ifna6	1	1	2	0	0	6
Ifna7	3	0	1	1	0	0
Ifna9	1	3	0	0	0	2
Ifnab	0	0	1	0	0	0
Ifnar1	858	611	702	779	721	875
Ifnar2	185	108	151	172	182	185
Ifnb1	0	1	0	2	0	0
Ifne	5	3	2	1	1	4
Ifng	3	0	2	3	1	1
Ifngr1	331	222	218	252	260	351
Ifngr2	74	75	79	81	94	108
Ifnk	10	7	7	2	3	4
Ifnl2	1	0	0	1	0	0
Ifnl3	0	1	1	0	0	0
Ifnlr1	8	6	9	6	9	10
Ifnz	0	0	0	0	0	0
Ifrd1	312	183	274	496	498	545
Ifrd2	29	39	34	35	30	65
Ift122	375	293	282	337	300	428
Ift140	411	294	399	389	417	547
Ift172	299	272	215	306	273	309
Ift20	685	443	771	651	676	836
Ift27	101	54	100	84	87	130
Ift43	189	119	175	265	230	285
Ift46	744	531	689	601	670	834
Ift52	294	205	276	250	291	356
Ift57	98	67	70	80	76	117
Ift74	181	109	156	206	143	194
Ift80	856	552	795	749	711	840
Ift81	95	82	72	99	90	91
Ift88	151	107	132	124	117	146
Igbp1	728	405	608	644	644	759
Igbp1b	0	5	2	1	1	0
Igdcc3	9	9	4	13	34	40
Igdcc4	84	70	107	127	64	119
Igf1	29	48	33	22	28	54
Igf1r	1005	697	943	741	774	912
Igf2	228	183	197	141	260	228
Igf2bp1	11	15	21	12	19	24
Igf2bp2	47	39	33	31	24	49
Igf2bp3	101	67	85	68	74	112
Igf2os	7	7	0	1	9	7
Igf2r	525	380	455	502	509	549
Igfals	5	2	3	1	4	15
Igfbp1	0	5	0	0	3	5
Igfbp2	62	37	48	40	47	53
Igfbp3	9	5	5	9	23	25
Igfbp4	24	39	23	32	39	22
Igfbp5	247	219	216	295	185	362
Igfbp6	3	3	2	4	2	4
Igfbp7	128	69	167	130	164	201
Igfbpl1	13	18	4	11	5	18
Igfl3	0	0	3	0	1	1
Igflr1	0	0	0	0	0	0
Igfn1	12	10	9	12	8	11
Igha	0	6	1	4	0	0
Ighd1-1	0	0	0	0	0	0
Ighd2-3	0	0	0	0	0	0
Ighd2-4	0	0	0	0	0	0
Ighd2-5	0	0	0	0	0	0
Ighd2-6	0	0	0	0	0	0
Ighd2-7	0	0	0	0	0	0
Ighd2-8	0	0	0	0	0	0
Ighd3-1	0	0	0	0	0	0
Ighd3-2	0	0	0	0	0	0
Ighd4-1	0	0	0	0	0	0
Ighd5-1	0	0	0	0	0	0
Ighd5-2	0	0	0	0	0	0
Ighd5-3	0	0	0	0	0	0
Ighd5-4	0	0	0	0	0	0
Ighd5-5	0	0	0	0	0	0
Ighd5-6	0	0	1	0	1	0
Ighd5-7	0	0	0	0	0	0
Ighd5-8	0	0	0	0	0	0
Ighd6-1	0	0	0	0	0	0
Ighd6-2	0	0	0	0	0	0
Ighe	0	3	2	6	3	3
Ighg1	4	2	1	1	2	4
Ighg2b	0	1	1	0	2	0
Ighg2c	0	1	2	3	2	1
Ighg3	3	6	0	2	0	2
Ighj1	3	0	1	0	0	0
Ighj2	0	0	0	0	0	0
Ighj3	0	0	0	0	0	1
Ighj4	0	0	0	0	0	0
Ighm	26	14	25	12	14	11
Ighmbp2	80	54	71	76	79	106
Ighv1-12	0	1	0	0	1	0
Ighv1-14	0	1	2	4	0	0
Ighv1-15	0	1	2	1	0	2
Ighv1-18	0	1	0	0	0	0
Ighv1-19	1	0	0	1	0	2
Ighv1-2	0	0	0	1	0	0
Ighv1-20	0	0	1	0	1	1
Ighv1-22	1	0	0	0	0	1
Ighv1-23	3	0	1	1	1	2
Ighv1-24	2	1	4	1	1	0
Ighv1-26	0	0	0	1	0	0
Ighv1-30	0	0	2	0	1	2
Ighv1-31	1	0	1	0	0	5
Ighv1-34	1	0	0	0	0	0
Ighv1-36	0	0	1	0	0	0
Ighv1-37	1	0	0	1	0	0
Ighv1-39	1	0	0	1	0	0
Ighv1-4	0	0	1	0	0	0
Ighv1-42	0	0	0	0	0	0
Ighv1-43	3	5	7	2	0	0
Ighv1-47	0	0	0	0	0	0
Ighv1-49	3	1	3	2	6	0
Ighv1-5	0	0	0	0	0	2
Ighv1-50	0	0	0	0	0	0
Ighv1-52	0	0	0	0	0	0
Ighv1-53	0	0	0	0	0	0
Ighv1-54	0	0	0	2	0	0
Ighv1-55	0	0	0	0	1	0
Ighv1-56	1	1	0	0	0	0
Ighv1-58	1	0	4	2	0	1
Ighv1-59	1	3	1	1	0	0
Ighv1-61	0	0	0	1	0	0
Ighv1-62-1	0	0	0	0	0	0
Ighv1-62-2	0	0	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0
Ighv1-63	0	1	1	0	0	0
Ighv1-64	0	0	0	0	0	0
Ighv1-66	0	7	0	1	1	0
Ighv1-67	0	1	0	2	0	0
Ighv1-69	0	0	0	0	1	0
Ighv1-7	0	0	1	1	1	0
Ighv1-71	0	0	0	0	0	0
Ighv1-72	0	0	0	0	0	0
Ighv1-73	1	0	0	2	0	0
Ighv1-75	0	1	0	1	1	0
Ighv1-76	0	0	0	0	2	2
Ighv1-77	2	0	0	0	1	0
Ighv1-78	0	1	0	0	0	1
Ighv1-80	1	3	2	0	1	0
Ighv1-81	0	0	0	0	2	0
Ighv1-82	3	0	2	0	1	4
Ighv1-83	3	0	0	0	0	2
Ighv1-84	0	0	0	0	0	0
Ighv1-85	0	1	0	0	1	0
Ighv1-9	0	0	0	0	1	2
Ighv10-1	3	5	5	1	1	5
Ighv10-3	2	1	1	1	2	2
Ighv11-1	3	1	2	2	1	0
Ighv11-2	0	4	2	0	2	1
Ighv12-3	3	4	1	0	1	2
Ighv13-1	1	1	3	0	1	4
Ighv14-1	11	3	5	3	3	2
Ighv14-2	1	6	0	1	0	3
Ighv14-3	0	1	0	0	1	0
Ighv14-4	3	8	5	2	4	4
Ighv15-2	3	2	2	2	1	7
Ighv16-1	3	4	1	6	0	3
Ighv2-1	2	2	3	1	1	5
Ighv2-2	1	1	0	0	0	3
Ighv2-3	5	2	4	1	0	1
Ighv2-4	0	0	1	2	0	2
Ighv2-5	0	0	2	1	1	2
Ighv2-6	0	1	2	1	0	0
Ighv2-6-8	0	1	0	2	1	0
Ighv2-7	6	1	0	2	0	3
Ighv2-9	3	7	1	3	0	0
Ighv2-9-1	0	2	0	1	0	2
Ighv3-1	6	3	2	1	4	3
Ighv3-3	0	1	0	0	0	0
Ighv3-5	1	0	0	0	0	0
Ighv3-6	1	2	2	1	0	1
Ighv3-8	1	4	1	4	2	0
Ighv4-1	1	3	3	0	1	6
Ighv5-12	3	1	0	0	0	0
Ighv5-15	0	1	0	0	1	1
Ighv5-16	1	2	1	0	4	0
Ighv5-17	1	1	0	0	1	0
Ighv5-2	0	2	2	4	0	0
Ighv5-4	1	0	0	1	0	5
Ighv5-6	1	3	1	2	0	2
Ighv5-9	0	9	0	4	0	1
Ighv5-9-1	2	2	1	4	1	1
Ighv6-3	1	2	0	0	0	1
Ighv6-4	0	2	2	1	0	2
Ighv6-5	2	4	0	1	0	1
Ighv6-6	0	2	0	1	1	1
Ighv7-1	3	13	4	3	4	7
Ighv7-2	5	8	2	4	1	4
Ighv7-3	5	5	1	6	2	4
Ighv7-4	0	2	1	0	5	2
Ighv8-11	0	1	1	2	0	2
Ighv8-12	2	2	2	0	1	0
Ighv8-13	0	0	0	1	0	0
Ighv8-14	0	2	4	0	0	0
Ighv8-4	0	8	1	1	0	2
Ighv8-5	2	4	2	1	0	0
Ighv8-6	0	2	4	3	0	0
Ighv8-8	0	1	0	0	2	3
Ighv8-9	1	2	0	1	0	0
Ighv9-1	0	0	1	1	0	0
Ighv9-2	1	0	0	1	0	3
Ighv9-3	0	0	1	0	0	2
Ighv9-4	2	0	0	1	0	0
Igj	11	7	11	12	5	5
Igkc	0	2	3	0	2	0
Igkj1	0	0	0	0	0	0
Igkj2	0	0	0	0	0	0
Igkj3	0	0	0	0	0	0
Igkj4	0	0	2	0	0	2
Igkj5	0	1	0	0	0	0
Igkv1-110	0	0	0	1	0	1
Igkv1-115	3	1	0	0	0	0
Igkv1-117	0	3	3	0	0	0
Igkv1-122	0	2	8	0	3	0
Igkv1-131	0	0	1	0	0	0
Igkv1-132	0	0	1	0	0	0
Igkv1-133	0	0	0	0	0	0
Igkv1-135	0	0	0	0	0	2
Igkv1-35	1	3	1	1	1	1
Igkv1-88	0	1	0	1	0	1
Igkv1-99	0	6	0	1	0	2
Igkv10-94	1	2	0	1	0	3
Igkv10-95	0	1	0	0	0	4
Igkv10-96	1	2	2	0	0	1
Igkv11-125	0	1	0	0	3	1
Igkv12-38	0	1	0	0	0	1
Igkv12-41	0	0	0	0	0	1
Igkv12-44	0	0	0	1	0	0
Igkv12-46	0	0	1	1	0	3
Igkv12-47	2	0	1	1	0	0
Igkv12-89	1	1	0	0	1	1
Igkv12-98	1	2	0	0	0	0
Igkv13-84	0	1	1	0	0	1
Igkv13-87	0	2	2	1	0	3
Igkv14-100	3	3	1	2	1	0
Igkv14-111	2	0	0	0	0	0
Igkv14-126	0	3	1	0	1	1
Igkv14-130	1	1	0	1	0	0
Igkv15-103	2	10	4	0	5	4
Igkv16-104	0	0	2	0	0	1
Igkv17-121	1	1	0	1	0	2
Igkv17-127	0	1	0	0	0	0
Igkv17-134	0	2	1	0	0	2
Igkv18-36	2	1	0	0	0	0
Igkv2-109	0	1	0	0	0	0
Igkv2-112	2	2	0	0	1	0
Igkv2-116	0	1	1	0	0	0
Igkv2-137	0	3	1	0	1	0
Igkv2-95-2	0	0	0	0	0	0
Igkv3-1	4	1	3	0	2	0
Igkv3-10	0	0	0	0	0	0
Igkv3-12	0	0	0	0	1	3
Igkv3-2	1	0	0	0	0	1
Igkv3-3	2	0	1	0	0	0
Igkv3-4	1	1	1	0	0	0
Igkv3-5	0	3	0	0	0	0
Igkv3-7	1	0	2	0	0	4
Igkv3-9	5	1	0	0	0	0
Igkv4-50	4	2	3	3	2	5
Igkv4-53	0	2	1	0	1	1
Igkv4-54	1	4	1	6	2	3
Igkv4-55	1	1	0	0	0	2
Igkv4-56	1	4	2	4	3	5
Igkv4-57	1	0	0	4	0	5
Igkv4-57-1	2	1	2	0	0	1
Igkv4-58	1	2	1	0	0	0
Igkv4-59	0	2	1	2	0	0
Igkv4-61	0	1	5	0	1	0
Igkv4-62	2	0	0	1	0	0
Igkv4-63	0	1	0	0	0	1
Igkv4-68	0	5	4	1	0	1
Igkv4-69	1	2	0	0	3	2
Igkv4-70	1	6	5	0	0	2
Igkv4-71	2	1	0	1	0	1
Igkv4-72	0	3	0	1	0	2
Igkv4-73	1	0	2	0	2	3
Igkv4-74	2	2	0	0	0	1
Igkv4-78	5	1	0	3	0	7
Igkv4-79	1	1	1	1	0	1
Igkv4-80	2	1	1	0	0	1
Igkv4-81	2	1	0	0	0	0
Igkv4-86	0	0	2	1	0	0
Igkv4-90	1	0	0	0	0	4
Igkv4-91	3	2	0	0	1	0
Igkv4-92	4	3	0	0	0	3
Igkv5-37	6	0	1	0	0	1
Igkv5-39	0	0	0	1	0	2
Igkv5-43	0	1	1	0	0	3
Igkv5-45	1	0	0	1	0	0
Igkv5-48	0	0	0	1	0	0
Igkv6-13	1	0	0	2	2	1
Igkv6-14	0	2	2	0	0	1
Igkv6-15	2	1	0	0	0	2
Igkv6-17	0	1	0	1	0	2
Igkv6-20	0	1	0	1	0	0
Igkv6-23	0	0	0	1	0	0
Igkv6-25	1	0	0	1	2	0
Igkv6-29	1	0	0	0	0	0
Igkv6-32	4	2	2	4	4	1
Igkv7-33	0	0	0	0	0	0
Igkv8-16	0	1	0	2	0	1
Igkv8-18	0	1	0	1	1	1
Igkv8-19	1	0	0	0	0	0
Igkv8-21	0	1	0	1	0	0
Igkv8-24	2	1	0	0	0	0
Igkv8-26	4	1	0	0	0	0
Igkv8-27	0	0	0	0	0	0
Igkv8-28	0	0	0	0	0	0
Igkv8-30	0	0	0	0	1	2
Igkv9-120	3	0	2	4	1	3
Igkv9-123	0	1	1	2	1	0
Igkv9-124	0	1	0	0	0	0
Igkv9-129	1	2	0	0	0	0
Iglc2	0	2	3	2	1	4
Igll1	5	10	6	4	6	4
Iglon5	23	23	10	12	22	26
Iglv1	0	1	0	0	0	1
Iglv2	0	0	0	0	0	0
Iglv3	2	1	0	3	0	0
Igsf1	108	51	77	81	54	112
Igsf10	41	49	30	24	23	33
Igsf11	3229	1748	2950	2817	2941	3848
Igsf21	4	10	2	6	6	11
Igsf23	6	9	7	3	0	3
Igsf3	275	224	270	268	337	364
Igsf5	7	6	9	18	14	29
Igsf6	71	57	91	65	58	95
Igsf8	1132	809	989	964	1015	1341
Igsf9	4	14	16	6	4	15
Igsf9b	387	234	287	191	239	307
Igtp	11	7	9	4	3	7
Ihh	3	9	9	5	4	3
Iigp1	16	18	7	9	2	15
Ik	2411	1523	1985	2135	2140	2568
Ikbip	134	104	126	118	132	127
Ikbkap	546	426	544	624	600	790
Ikbkb	1487	1095	1370	1331	1266	1750
Ikbke	34	33	25	43	21	37
Ikbkg	266	206	228	330	316	372
Ikzf1	123	123	86	145	145	161
Ikzf2	852	473	759	1821	1630	2322
Ikzf3	19	32	29	14	27	61
Ikzf4	61	25	42	48	45	44
Ikzf5	388	286	365	344	301	434
Il10	0	3	2	3	2	2
Il10ra	25	9	16	13	15	18
Il10rb	33	33	26	17	17	20
Il11	16	14	5	12	3	9
Il11ra1	27	23	38	27	42	56
Il11ra2	0	0	0	0	0	0
Il12a	63	44	33	51	53	46
Il12b	2	11	1	0	6	7
Il12rb1	134	92	116	291	282	344
Il12rb2	108	81	94	77	78	122
Il13	0	4	4	0	0	0
Il13ra1	31	13	13	14	17	4
Il13ra2	0	6	0	4	3	4
Il15	13	12	5	7	2	7
Il15ra	57	50	26	46	55	83
Il16	77	45	57	36	47	78
Il17a	1	0	1	0	1	1
Il17b	0	0	4	1	6	1
Il17c	0	1	0	2	1	0
Il17d	1	3	0	0	2	1
Il17f	1	4	4	2	1	2
Il17ra	267	197	239	227	180	299
Il17rb	405	266	339	216	261	332
Il17rc	9	1	5	8	6	7
Il17rd	42	36	54	30	23	28
Il17re	10	8	8	12	11	12
Il18	603	417	609	645	646	874
Il18bp	122	114	129	118	125	181
Il18r1	12	26	16	12	8	27
Il18rap	11	28	22	12	16	15
Il19	1	2	6	2	0	2
Il1a	18	21	21	10	12	10
Il1b	4	10	8	5	5	11
Il1f10	1	1	0	0	0	0
Il1f5	1	9	6	6	2	5
Il1f6	1	3	4	3	2	1
Il1f8	3	5	1	1	0	5
Il1f9	11	7	8	5	1	8
Il1r1	26	25	39	60	54	43
Il1r2	4	4	4	3	11	5
Il1rap	8197	5924	6482	6542	6198	7930
Il1rapl1	206	137	176	161	184	255
Il1rapl2	8	11	11	8	3	8
Il1rl1	25	27	35	16	19	33
Il1rl2	14	13	12	24	13	13
Il1rn	2	18	7	4	13	16
Il2	1	0	1	0	1	3
Il20	5	3	2	2	0	3
Il20ra	8	9	1	3	6	1
Il20rb	17	23	21	18	31	21
Il21	3	15	12	4	5	7
Il21r	6	3	7	6	9	9
Il22	0	1	0	0	0	0
Il22ra1	6	3	2	1	3	6
Il22ra2	5	10	3	6	1	11
Il23a	26	18	21	17	40	25
Il23r	15	8	6	10	6	16
Il24	3	4	0	3	1	1
Il25	14	7	23	15	5	14
